UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
443979,"R",15,"R",0,"R",15,"R",12,"R",12,"R",0,"R",0,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",14,"Z",0,"R",14,"R",11
444194,"R",21,"R",0,"R",21,"R",4,"R",17,"R",2,"R",2,"R",0,"R",21,"Z",0,"R",21,"R",17,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
444228,"R",8,"Z",0,"R",8,"R",0,"R",5,"Z",0,"R",0,"R",3,"R",5,"Z",0,"R",5,"R",2,"R",2,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"R",1
444264,"R",110,"R",0,"R",110,"R",14,"R",96,"R",0,"R",6,"R",8,"R",110,"Z",0,"R",110,"R",96,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
444282,"R",26,"R",0,"R",26,"R",0,"R",11,"R",0,"R",1,"R",14,"R",20,"Z",0,"R",20,"R",8,"R",1,"Z",0,"R",1,"R",0,"R",5,"Z",0,"R",5,"R",3
444291,"R",42,"R",0,"R",42,"R",0,"R",11,"R",0,"R",0,"R",31,"R",34,"Z",0,"R",34,"R",11,"R",3,"Z",0,"R",3,"R",0,"R",5,"Z",0,"R",5,"R",0
444307,"R",25,"R",0,"R",25,"R",0,"R",13,"R",0,"R",0,"R",12,"R",18,"Z",0,"R",18,"R",7,"R",4,"Z",0,"R",4,"R",3,"R",3,"Z",0,"R",3,"R",3
444370,"R",22,"R",0,"R",22,"R",5,"R",14,"R",0,"R",0,"R",8,"R",18,"Z",0,"R",18,"R",12,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",2
444404,"R",26,"R",0,"R",26,"R",4,"R",20,"R",0,"R",1,"R",5,"R",26,"Z",0,"R",26,"R",20,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
444440,"R",25,"R",0,"R",25,"R",19,"R",19,"R",0,"R",2,"R",4,"R",15,"Z",0,"R",15,"R",15,"R",4,"Z",0,"R",4,"R",4,"R",6,"Z",0,"R",6,"R",0
444468,"R",9,"R",0,"R",9,"R",9,"R",9,"R",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",7,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",1
444486,"R",60,"R",0,"R",60,"R",3,"R",31,"Z",0,"Z",0,"R",29,"R",34,"Z",0,"R",34,"R",18,"R",6,"Z",0,"R",6,"R",3,"R",20,"Z",0,"R",20,"R",10
444510,"R",7,"R",0,"R",7,"R",0,"R",3,"R",0,"R",0,"R",4,"R",3,"Z",0,"R",3,"R",2,"R",1,"Z",0,"R",1,"R",0,"R",3,"Z",0,"R",3,"R",1
444529,"R",64,"R",0,"R",64,"R",46,"R",46,"R",0,"R",0,"R",18,"R",51,"Z",0,"R",51,"R",35,"R",5,"Z",0,"R",5,"R",4,"R",8,"Z",0,"R",8,"R",7
444583,"R",394,"R",0,"R",394,"R",154,"R",312,"R",0,"R",0,"R",82,"R",383,"Z",0,"R",383,"R",305,"R",8,"Z",0,"R",8,"R",5,"R",3,"Z",0,"R",3,"R",2
444635,"R",36,"R",0,"R",36,"R",19,"R",20,"R",0,"R",0,"R",16,"R",13,"Z",0,"R",13,"R",13,"R",14,"Z",0,"R",14,"R",2,"R",9,"Z",0,"R",9,"R",5
444662,"R",103,"Z",0,"R",103,"R",20,"R",25,"Z",0,"Z",0,"R",78,"R",74,"Z",0,"R",74,"R",25,"R",0,"Z",0,"R",0,"R",0,"R",29,"Z",0,"R",29,"R",0
444671,"R",129,"R",0,"R",129,"R",53,"R",71,"R",0,"R",0,"R",58,"R",129,"Z",0,"R",129,"R",71,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
444732,"R",33,"R",0,"R",33,"R",9,"R",25,"R",0,"R",1,"R",7,"R",33,"Z",0,"R",33,"R",25,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
444857,"R",8,"R",0,"R",8,"R",2,"R",6,"R",0,"R",0,"R",2,"R",3,"Z",0,"R",3,"R",3,"R",2,"Z",0,"R",2,"R",1,"R",3,"Z",0,"R",3,"R",2
444893,"R",379,"R",0,"R",379,"R",170,"R",198,"R",0,"R",0,"R",181,"R",232,"Z",0,"R",232,"R",193,"R",7,"Z",0,"R",7,"R",5,"R",140,"Z",0,"R",140,"R",0
444936,"R",146,"Z",0,"R",146,"R",41,"R",134,"Z",0,"R",3,"R",9,"R",91,"Z",0,"R",91,"R",82,"R",0,"Z",0,"R",0,"R",0,"R",55,"Z",0,"R",55,"R",52
444945,"R",477,"R",0,"R",477,"R",275,"R",333,"R",0,"R",0,"R",144,"R",366,"Z",0,"R",366,"R",238,"R",15,"Z",0,"R",15,"R",13,"R",96,"Z",0,"R",96,"R",82
445212,"R",33,"R",0,"R",33,"R",0,"R",26,"R",0,"R",0,"R",7,"R",19,"Z",0,"R",19,"R",14,"R",7,"Z",0,"R",7,"R",5,"R",7,"Z",0,"R",7,"R",7
445498,"R",39,"R",0,"R",39,"R",36,"R",36,"R",0,"R",3,"R",0,"R",35,"Z",0,"R",35,"R",32,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",4
445540,"R",33,"R",0,"R",33,"R",8,"R",17,"R",0,"R",0,"R",16,"R",27,"Z",0,"R",27,"R",14,"R",2,"Z",0,"R",2,"R",1,"R",4,"Z",0,"R",4,"R",2
445647,"R",80,"R",0,"R",80,"R",29,"R",56,"R",0,"R",0,"R",24,"R",44,"Z",0,"R",44,"R",28,"R",9,"Z",0,"R",9,"R",8,"R",27,"Z",0,"R",27,"R",20
445656,"R",40,"R",0,"R",40,"R",25,"R",34,"R",0,"R",0,"R",6,"R",26,"Z",0,"R",26,"R",22,"R",1,"Z",0,"R",1,"R",1,"R",13,"Z",0,"R",13,"R",11
445780,"R",6,"Z",0,"R",6,"R",3,"R",4,"Z",0,"Z",0,"R",2,"R",5,"Z",0,"R",5,"R",3,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
445841,"R",42,"R",0,"R",42,"R",4,"R",23,"R",0,"R",0,"R",19,"R",28,"Z",0,"R",28,"R",12,"R",3,"Z",0,"R",3,"R",2,"R",11,"Z",0,"R",11,"R",9
445850,"R",34,"R",0,"R",34,"R",5,"R",23,"R",0,"R",0,"R",11,"R",18,"Z",0,"R",18,"R",8,"R",2,"Z",0,"R",2,"R",2,"R",14,"Z",0,"R",14,"R",13
446084,"R",2,"R",0,"R",2,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
446093,"R",64,"R",0,"R",64,"R",1,"R",57,"R",0,"R",7,"R",0,"R",43,"Z",0,"R",43,"R",39,"R",3,"Z",0,"R",3,"R",2,"R",18,"Z",0,"R",18,"R",16
446206,"R",17,"R",1,"R",16,"R",14,"R",14,"R",1,"R",0,"R",1,"R",14,"R",1,"R",13,"R",11,"R",1,"R",0,"R",1,"R",1,"R",2,"R",0,"R",2,"R",2
446242,"R",37,"Z",0,"R",37,"R",6,"R",9,"Z",0,"Z",0,"R",28,"R",25,"Z",0,"R",25,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",12,"Z",0,"R",12,"R",3
446251,"R",47,"R",0,"R",47,"R",46,"R",46,"Z",0,"Z",0,"R",1,"R",23,"Z",0,"R",23,"R",23,"R",0,"Z",0,"R",0,"R",0,"R",24,"Z",0,"R",24,"R",23
446260,"R",283,"R",0,"R",283,"R",62,"R",205,"Z",0,"Z",0,"R",78,"R",160,"Z",0,"R",160,"R",114,"R",47,"Z",0,"R",47,"R",31,"R",76,"Z",0,"R",76,"R",60
446288,"R",22,"R",0,"R",22,"Z",0,"R",17,"Z",0,"Z",0,"R",5,"R",11,"Z",0,"R",11,"R",7,"R",7,"Z",0,"R",7,"R",6,"R",4,"Z",0,"R",4,"R",4
446349,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
446516,"R",5,"R",1,"R",4,"R",1,"R",3,"Z",0,"Z",0,"R",1,"R",5,"R",1,"R",4,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
447023,"R",1046,"R",0,"R",1046,"R",639,"R",639,"R",0,"R",0,"R",407,"R",900,"Z",0,"R",900,"R",514,"R",64,"Z",0,"R",64,"R",53,"R",82,"Z",0,"R",82,"R",72
447148,"R",59,"R",0,"R",59,"R",4,"R",32,"R",0,"R",0,"R",27,"R",46,"Z",0,"R",46,"R",24,"R",7,"Z",0,"R",7,"R",3,"R",6,"Z",0,"R",6,"R",5
447166,"R",15,"R",0,"R",15,"R",0,"R",10,"R",0,"R",1,"R",4,"R",11,"Z",0,"R",11,"R",6,"R",3,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"R",1
447175,"R",19,"R",0,"R",19,"R",0,"R",9,"R",0,"R",0,"R",10,"R",18,"Z",0,"R",18,"R",8,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
447449,"R",32,"Z",0,"R",32,"R",31,"R",31,"Z",0,"Z",0,"R",1,"R",31,"Z",0,"R",31,"R",31,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
447467,"R",290,"R",0,"R",290,"R",161,"R",190,"R",0,"R",0,"R",100,"R",247,"Z",0,"R",247,"R",151,"R",4,"Z",0,"R",4,"R",4,"R",39,"Z",0,"R",39,"R",35
447607,"R",677,"R",0,"R",677,"R",154,"R",372,"R",7,"R",5,"R",293,"R",624,"Z",0,"R",624,"R",333,"R",21,"Z",0,"R",21,"R",14,"R",32,"Z",0,"R",32,"R",25
447616,"R",571,"R",2,"R",569,"R",127,"R",333,"R",9,"R",7,"R",220,"R",535,"R",2,"R",533,"R",305,"R",22,"R",0,"R",22,"R",16,"R",14,"R",0,"R",14,"R",12
447704,"R",47,"R",0,"R",47,"R",21,"R",31,"R",0,"R",0,"R",16,"R",35,"Z",0,"R",35,"R",21,"R",8,"Z",0,"R",8,"R",6,"R",4,"Z",0,"R",4,"R",4
447722,"R",30,"R",0,"R",30,"R",29,"R",29,"Z",0,"Z",0,"R",1,"R",30,"Z",0,"R",30,"R",29,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
447731,"R",230,"Z",0,"R",230,"R",51,"R",223,"Z",0,"Z",0,"R",7,"R",46,"Z",0,"R",46,"R",42,"R",0,"Z",0,"R",0,"R",0,"R",184,"Z",0,"R",184,"R",181
447795,"R",81,"R",0,"R",81,"R",79,"R",80,"R",0,"R",0,"R",1,"R",36,"Z",0,"R",36,"R",36,"R",6,"Z",0,"R",6,"R",6,"R",39,"Z",0,"R",39,"R",38
447810,"R",119,"R",0,"R",119,"R",89,"R",105,"Z",0,"Z",0,"R",14,"R",102,"Z",0,"R",102,"R",89,"R",11,"Z",0,"R",11,"R",11,"R",6,"Z",0,"R",6,"R",5
447865,"R",4,"R",0,"R",4,"R",3,"R",3,"R",0,"R",0,"R",1,"R",4,"Z",0,"R",4,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
447883,"R",126,"R",0,"R",126,"R",12,"R",96,"R",0,"R",0,"R",30,"R",83,"Z",0,"R",83,"R",57,"R",7,"Z",0,"R",7,"R",7,"R",36,"Z",0,"R",36,"R",32
447892,"R",79,"R",0,"R",79,"R",12,"R",50,"R",0,"R",10,"R",19,"R",61,"Z",0,"R",61,"R",34,"R",3,"Z",0,"R",3,"R",3,"R",15,"Z",0,"R",15,"R",13
447908,"R",4,"Z",0,"R",4,"R",3,"R",3,"Z",0,"Z",0,"R",1,"R",4,"Z",0,"R",4,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
447917,"R",16,"R",0,"R",16,"R",14,"R",14,"R",0,"R",0,"R",2,"R",14,"Z",0,"R",14,"R",14,"R",1,"Z",0,"R",1,"R",0,"R",1,"Z",0,"R",1,"R",0
447962,"R",93,"R",0,"R",93,"R",20,"R",34,"R",0,"R",7,"R",52,"R",62,"Z",0,"R",62,"R",20,"R",6,"Z",0,"R",6,"R",2,"R",25,"Z",0,"R",25,"R",12
447971,"R",91,"R",7,"R",84,"R",23,"R",61,"R",3,"R",0,"R",20,"R",34,"R",3,"R",31,"R",31,"R",34,"R",4,"R",30,"R",30,"R",23,"R",0,"R",23,"R",0
447980,"R",24,"R",0,"R",24,"R",10,"R",10,"Z",0,"Z",0,"R",14,"R",9,"Z",0,"R",9,"R",9,"R",1,"Z",0,"R",1,"R",1,"R",14,"Z",0,"R",14,"R",0
448071,"R",33,"R",0,"R",33,"R",0,"R",15,"R",1,"R",0,"R",17,"R",21,"Z",0,"R",21,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",12,"Z",0,"R",12,"R",5
448123,"R",189,"Z",0,"R",189,"R",12,"R",115,"Z",0,"Z",0,"R",74,"R",188,"Z",0,"R",188,"R",114,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
448196,"R",40,"R",0,"R",40,"R",20,"R",25,"R",0,"R",0,"R",15,"R",20,"Z",0,"R",20,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",20,"Z",0,"R",20,"R",11
448220,"R",31,"R",0,"R",31,"R",4,"R",19,"Z",0,"Z",0,"R",12,"R",19,"Z",0,"R",19,"R",10,"R",2,"Z",0,"R",2,"R",1,"R",10,"Z",0,"R",10,"R",8
448248,"R",191,"R",1,"R",190,"R",111,"R",124,"R",0,"R",0,"R",66,"R",20,"R",0,"R",20,"R",20,"R",0,"R",0,"R",0,"R",0,"R",171,"R",1,"R",170,"R",104
448257,"R",54,"R",0,"R",54,"R",52,"R",52,"R",2,"R",0,"R",0,"R",39,"Z",0,"R",39,"R",39,"R",5,"Z",0,"R",5,"R",5,"R",10,"Z",0,"R",10,"R",8
448275,"R",23,"R",0,"R",23,"R",18,"R",18,"R",0,"R",0,"R",5,"R",19,"Z",0,"R",19,"R",14,"R",1,"Z",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",3
448424,"R",28,"R",0,"R",28,"R",17,"R",25,"R",0,"R",0,"R",3,"R",12,"Z",0,"R",12,"R",12,"R",4,"Z",0,"R",4,"R",4,"R",12,"Z",0,"R",12,"R",9
448646,"R",372,"R",0,"R",372,"R",237,"R",278,"R",0,"R",0,"R",94,"R",273,"Z",0,"R",273,"R",186,"R",9,"Z",0,"R",9,"R",8,"R",90,"Z",0,"R",90,"R",84
448798,"R",98,"R",0,"R",98,"R",3,"R",33,"R",0,"R",1,"R",64,"R",94,"Z",0,"R",94,"R",31,"R",1,"Z",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",1
448895,"R",303,"R",0,"R",303,"R",1,"R",142,"R",0,"R",0,"R",161,"R",252,"Z",0,"R",252,"R",111,"R",27,"Z",0,"R",27,"R",18,"R",24,"Z",0,"R",24,"R",13
449311,"R",25,"R",0,"R",25,"R",4,"R",10,"R",0,"R",0,"R",15,"R",20,"Z",0,"R",20,"R",8,"R",2,"Z",0,"R",2,"R",1,"R",3,"Z",0,"R",3,"R",1
449320,"R",370,"R",0,"R",370,"R",87,"R",174,"Z",0,"R",0,"R",196,"R",307,"Z",0,"R",307,"R",136,"R",42,"Z",0,"R",42,"R",25,"R",21,"Z",0,"R",21,"R",13
449357,"R",12,"R",0,"R",12,"R",10,"R",10,"R",0,"R",1,"R",1,"R",12,"Z",0,"R",12,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
449393,"R",30,"R",0,"R",30,"R",13,"R",21,"R",0,"R",0,"R",9,"R",23,"Z",0,"R",23,"R",15,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",6
449463,"R",185,"R",0,"R",185,"R",155,"R",174,"R",0,"R",0,"R",11,"R",150,"Z",0,"R",150,"R",150,"R",15,"Z",0,"R",15,"R",15,"R",20,"Z",0,"R",20,"R",9
449472,"R",26,"R",0,"R",26,"R",5,"R",19,"R",0,"R",0,"R",7,"R",12,"Z",0,"R",12,"R",8,"R",6,"Z",0,"R",6,"R",4,"R",8,"Z",0,"R",8,"R",7
449490,"R",58,"R",2,"R",56,"R",2,"R",44,"R",0,"R",12,"R",0,"R",51,"R",1,"R",50,"R",44,"R",1,"R",0,"R",1,"R",0,"R",6,"R",1,"R",5,"R",0
449533,"R",22,"R",0,"R",22,"R",8,"R",13,"R",0,"R",0,"R",9,"R",21,"Z",0,"R",21,"R",13,"R",1,"Z",0,"R",1,"R",0,"R",0,"Z",0,"R",0,"R",0
449597,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
449603,"R",44,"R",0,"R",44,"R",13,"R",36,"R",0,"R",2,"R",6,"R",37,"Z",0,"R",37,"R",30,"R",6,"Z",0,"R",6,"R",5,"R",1,"Z",0,"R",1,"R",1
449685,"R",402,"R",0,"R",402,"R",253,"R",289,"R",0,"R",0,"R",113,"R",317,"Z",0,"R",317,"R",242,"R",8,"Z",0,"R",8,"R",3,"R",77,"Z",0,"R",77,"R",44
449700,"R",101,"R",0,"R",101,"R",76,"R",76,"R",0,"R",0,"R",25,"R",79,"Z",0,"R",79,"R",54,"R",5,"Z",0,"R",5,"R",5,"R",17,"Z",0,"R",17,"R",17
449773,"R",98,"Z",0,"R",98,"R",35,"R",84,"R",0,"R",0,"R",14,"R",88,"Z",0,"R",88,"R",76,"R",4,"Z",0,"R",4,"R",3,"R",6,"Z",0,"R",6,"R",5
449782,"R",32,"R",0,"R",32,"R",17,"R",21,"R",0,"R",9,"R",2,"R",28,"Z",0,"R",28,"R",20,"R",1,"Z",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",0
449807,"R",69,"R",1,"R",68,"R",50,"R",52,"R",1,"R",4,"R",11,"R",53,"R",1,"R",52,"R",44,"R",9,"R",0,"R",9,"R",5,"R",7,"R",0,"R",7,"R",3
449816,"R",39,"R",0,"R",39,"R",31,"R",33,"R",0,"R",0,"R",6,"R",9,"Z",0,"R",9,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",30,"Z",0,"R",30,"R",27
449904,"R",108,"Z",0,"R",108,"R",0,"R",43,"Z",0,"Z",0,"R",65,"R",88,"Z",0,"R",88,"R",35,"R",5,"Z",0,"R",5,"R",3,"R",15,"Z",0,"R",15,"R",5
449959,"R",80,"Z",0,"R",80,"R",1,"R",52,"Z",0,"R",1,"R",27,"R",46,"Z",0,"R",46,"R",30,"R",4,"Z",0,"R",4,"R",3,"R",30,"Z",0,"R",30,"R",19
449968,"R",103,"R",1,"R",102,"R",4,"R",57,"R",0,"R",0,"R",45,"R",73,"R",1,"R",72,"R",39,"R",8,"R",0,"R",8,"R",6,"R",22,"R",0,"R",22,"R",12
449977,"R",21,"R",0,"R",21,"R",1,"R",15,"Z",0,"Z",0,"R",6,"R",9,"Z",0,"R",9,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",12,"Z",0,"R",12,"R",9
449986,"R",36,"R",0,"R",36,"R",0,"R",21,"Z",0,"Z",0,"R",15,"R",28,"Z",0,"R",28,"R",15,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",6
449995,"R",79,"R",0,"R",79,"R",1,"R",50,"Z",0,"Z",0,"R",29,"R",41,"Z",0,"R",41,"R",26,"R",9,"Z",0,"R",9,"R",4,"R",29,"Z",0,"R",29,"R",20
450021,"R",152,"R",0,"R",152,"R",22,"R",57,"R",0,"R",13,"R",82,"R",144,"Z",0,"R",144,"R",55,"R",8,"Z",0,"R",8,"R",2,"R",0,"Z",0,"R",0,"R",0
450119,"R",86,"R",1,"R",85,"R",7,"R",31,"R",0,"R",2,"R",52,"R",70,"R",1,"R",69,"R",30,"R",16,"R",0,"R",16,"R",1,"R",0,"R",0,"R",0,"R",0
450599,"R",39,"R",0,"R",39,"R",0,"R",13,"R",0,"R",0,"R",26,"R",31,"Z",0,"R",31,"R",9,"R",5,"Z",0,"R",5,"R",4,"R",3,"Z",0,"R",3,"R",0
450605,"R",33,"R",0,"R",33,"R",0,"R",15,"R",0,"R",1,"R",17,"R",28,"Z",0,"R",28,"R",12,"R",3,"Z",0,"R",3,"R",2,"R",2,"Z",0,"R",2,"R",1
450614,"R",34,"R",0,"R",34,"R",0,"R",12,"R",0,"R",0,"R",22,"R",32,"Z",0,"R",32,"R",11,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",1
450641,"R",39,"R",1,"R",38,"R",2,"R",24,"R",6,"R",0,"R",8,"R",21,"R",0,"R",21,"R",13,"R",0,"R",0,"R",0,"R",0,"R",18,"R",1,"R",17,"R",11
450650,"R",90,"R",0,"R",90,"R",6,"R",76,"R",0,"R",0,"R",14,"R",47,"Z",0,"R",47,"R",38,"R",13,"Z",0,"R",13,"R",11,"R",30,"Z",0,"R",30,"R",27
450711,"R",83,"R",0,"R",83,"R",53,"R",56,"R",0,"R",0,"R",27,"R",56,"Z",0,"R",56,"R",56,"R",0,"Z",0,"R",0,"R",0,"R",27,"Z",0,"R",27,"R",0
450720,"R",561,"R",0,"R",561,"R",19,"R",310,"Z",0,"R",4,"R",247,"R",404,"Z",0,"R",404,"R",210,"R",94,"Z",0,"R",94,"R",51,"R",63,"Z",0,"R",63,"R",49
450951,"R",78,"R",0,"R",78,"R",55,"R",64,"R",0,"R",0,"R",14,"R",23,"Z",0,"R",23,"R",23,"R",17,"Z",0,"R",17,"R",17,"R",38,"Z",0,"R",38,"R",24
450988,"R",179,"R",0,"R",179,"R",2,"R",145,"R",0,"R",7,"R",27,"R",98,"Z",0,"R",98,"R",78,"R",0,"Z",0,"R",0,"R",0,"R",81,"Z",0,"R",81,"R",67
451042,"R",12,"R",0,"R",12,"R",2,"R",10,"R",0,"R",2,"R",0,"R",12,"Z",0,"R",12,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
451097,"R",86,"R",0,"R",86,"R",73,"R",73,"Z",0,"R",0,"R",13,"R",45,"Z",0,"R",45,"R",45,"R",25,"Z",0,"R",25,"R",25,"R",16,"Z",0,"R",16,"R",3
451121,"R",14,"R",0,"R",14,"Z",0,"R",13,"Z",0,"Z",0,"R",1,"R",5,"Z",0,"R",5,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",9,"Z",0,"R",9,"R",9
451149,"R",101,"R",0,"R",101,"R",23,"R",73,"R",5,"R",0,"R",23,"R",80,"Z",0,"R",80,"R",52,"R",0,"Z",0,"R",0,"R",0,"R",21,"Z",0,"R",21,"R",21
451158,"R",231,"R",1,"R",230,"R",128,"R",139,"R",16,"R",0,"R",75,"R",139,"R",1,"R",138,"R",87,"R",87,"R",0,"R",87,"R",47,"R",5,"R",0,"R",5,"R",5
451167,"R",30,"R",0,"R",30,"R",10,"R",24,"R",0,"R",0,"R",6,"R",6,"Z",0,"R",6,"R",6,"R",6,"Z",0,"R",6,"R",6,"R",18,"Z",0,"R",18,"R",12
451194,"R",4,"R",0,"R",4,"R",4,"R",4,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0
451237,"R",54,"R",0,"R",54,"R",4,"R",34,"R",0,"Z",0,"R",20,"R",35,"Z",0,"R",35,"R",19,"R",10,"Z",0,"R",10,"R",8,"R",9,"Z",0,"R",9,"R",7
451255,"R",60,"R",0,"R",60,"R",29,"R",41,"R",0,"R",0,"R",19,"R",29,"Z",0,"R",29,"R",12,"R",6,"Z",0,"R",6,"R",6,"R",25,"Z",0,"R",25,"R",23
451282,"R",32,"Z",0,"R",32,"R",4,"R",25,"Z",0,"Z",0,"R",7,"R",18,"Z",0,"R",18,"R",12,"R",7,"Z",0,"R",7,"R",7,"R",7,"Z",0,"R",7,"R",6
451307,"R",3,"R",0,"R",3,"R",3,"R",3,"Z",0,"Z",0,"R",0,"R",2,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
451316,"R",32,"R",0,"R",32,"R",0,"R",16,"R",0,"R",0,"R",16,"R",28,"Z",0,"R",28,"R",13,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",1
451334,"R",166,"R",0,"R",166,"R",39,"R",89,"Z",0,"R",24,"R",53,"R",32,"Z",0,"R",32,"R",22,"R",25,"Z",0,"R",25,"R",19,"R",109,"Z",0,"R",109,"R",48
451343,"R",17,"R",0,"R",17,"R",1,"R",7,"R",0,"R",1,"R",9,"R",13,"Z",0,"R",13,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",3
451459,"R",81,"R",0,"R",81,"R",63,"R",63,"R",0,"R",0,"R",18,"R",62,"Z",0,"R",62,"R",45,"R",2,"Z",0,"R",2,"R",1,"R",17,"Z",0,"R",17,"R",17
451468,"R",114,"R",0,"R",114,"R",28,"R",90,"R",0,"R",0,"R",24,"R",57,"Z",0,"R",57,"R",43,"R",29,"Z",0,"R",29,"R",19,"R",28,"Z",0,"R",28,"R",28
451495,"R",168,"Z",0,"R",168,"R",13,"R",88,"Z",0,"Z",0,"R",80,"R",160,"Z",0,"R",160,"R",86,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",2
451501,"R",124,"R",0,"R",124,"R",99,"R",99,"R",0,"R",0,"R",25,"R",121,"Z",0,"R",121,"R",98,"R",3,"Z",0,"R",3,"R",1,"R",0,"Z",0,"R",0,"R",0
451529,"R",56,"R",0,"R",56,"R",4,"R",46,"R",0,"Z",0,"R",10,"R",51,"Z",0,"R",51,"R",41,"R",1,"Z",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",4
451547,"R",24,"R",0,"R",24,"R",19,"R",20,"R",1,"R",0,"R",3,"R",22,"Z",0,"R",22,"R",20,"R",2,"Z",0,"R",2,"R",0,"R",0,"Z",0,"R",0,"R",0
451565,"R",55,"R",0,"R",55,"R",3,"R",31,"R",0,"R",0,"R",24,"R",36,"Z",0,"R",36,"R",21,"R",5,"Z",0,"R",5,"R",1,"R",14,"Z",0,"R",14,"R",9
451574,"R",73,"R",0,"R",73,"R",6,"R",65,"R",0,"R",0,"R",8,"R",39,"Z",0,"R",39,"R",34,"R",7,"Z",0,"R",7,"R",6,"R",27,"Z",0,"R",27,"R",25
451583,"R",75,"R",0,"R",75,"R",36,"R",49,"R",0,"R",0,"R",26,"R",28,"Z",0,"R",28,"R",19,"R",0,"Z",0,"R",0,"R",0,"R",47,"Z",0,"R",47,"R",30
