UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
229425,"R",18,"R",0,"R",18,"R",1,"R",13,"R",0,"R",1,"R",4,"R",16,"Z",0,"R",16,"R",13,"R",2,"Z",0,"R",2,"R",0,"R",0,"Z",0,"R",0,"R",0
229522,"R",39,"R",0,"R",39,"R",4,"R",8,"R",0,"R",0,"R",31,"R",28,"Z",0,"R",28,"R",8,"R",6,"Z",0,"R",6,"R",0,"R",5,"Z",0,"R",5,"R",0
229656,"R",17,"R",0,"R",17,"R",1,"R",13,"R",0,"R",0,"R",4,"R",16,"Z",0,"R",16,"R",12,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
230010,"R",214,"R",4,"R",210,"R",109,"R",146,"R",0,"R",2,"R",62,"R",40,"R",0,"R",40,"R",30,"R",0,"R",0,"R",0,"R",0,"R",174,"R",4,"R",170,"R",116
230065,"R",12,"R",0,"R",12,"R",5,"R",7,"R",0,"R",0,"R",5,"R",5,"Z",0,"R",5,"R",2,"R",1,"Z",0,"R",1,"R",1,"R",6,"Z",0,"R",6,"R",4
230144,"R",54,"R",0,"R",54,"R",42,"R",42,"R",2,"R",0,"R",10,"R",36,"Z",0,"R",36,"R",25,"R",8,"Z",0,"R",8,"R",7,"R",10,"Z",0,"R",10,"R",10
230162,"R",227,"R",1,"R",226,"R",69,"R",84,"R",0,"R",0,"R",142,"R",9,"R",0,"R",9,"R",4,"R",0,"R",0,"R",0,"R",0,"R",218,"R",1,"R",217,"R",80
230214,"R",29,"R",0,"R",29,"R",1,"R",11,"R",0,"R",1,"R",17,"R",14,"Z",0,"R",14,"R",6,"R",5,"Z",0,"R",5,"R",1,"R",10,"Z",0,"R",10,"R",4
230490,"R",168,"R",0,"R",168,"R",59,"R",77,"R",0,"R",1,"R",90,"R",9,"Z",0,"R",9,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",159,"Z",0,"R",159,"R",75
230676,"R",111,"Z",0,"R",111,"R",85,"R",95,"Z",0,"Z",0,"R",16,"R",20,"Z",0,"R",20,"R",18,"R",0,"Z",0,"R",0,"R",0,"R",91,"Z",0,"R",91,"R",77
231004,"R",47,"R",0,"R",47,"R",20,"R",25,"R",0,"R",2,"R",20,"R",23,"Z",0,"R",23,"R",8,"R",5,"Z",0,"R",5,"R",4,"R",19,"Z",0,"R",19,"R",13
231280,"R",25,"R",0,"R",25,"R",1,"R",15,"Z",0,"Z",0,"R",10,"R",16,"Z",0,"R",16,"R",7,"R",2,"Z",0,"R",2,"R",2,"R",7,"Z",0,"R",7,"R",6
231688,"R",22,"Z",0,"R",22,"R",20,"R",20,"Z",0,"Z",0,"R",2,"R",21,"Z",0,"R",21,"R",19,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
232919,"R",89,"R",0,"R",89,"R",52,"R",52,"R",0,"R",0,"R",37,"R",76,"Z",0,"R",76,"R",41,"R",8,"Z",0,"R",8,"R",7,"R",5,"Z",0,"R",5,"R",4
233286,"R",38,"R",0,"R",38,"R",5,"R",17,"R",0,"R",1,"R",20,"R",31,"Z",0,"R",31,"R",12,"R",4,"Z",0,"R",4,"R",2,"R",3,"Z",0,"R",3,"R",3
233666,"R",10,"R",0,"R",10,"R",0,"R",7,"R",0,"Z",0,"R",3,"R",3,"Z",0,"R",3,"R",3,"R",3,"Z",0,"R",3,"R",3,"R",4,"Z",0,"R",4,"R",1
234119,"R",25,"R",0,"R",25,"R",0,"R",4,"R",0,"R",0,"R",21,"R",13,"Z",0,"R",13,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",12,"Z",0,"R",12,"R",3
234924,"R",111,"R",0,"R",111,"R",10,"R",61,"Z",0,"Z",0,"R",50,"R",84,"Z",0,"R",84,"R",40,"R",11,"Z",0,"R",11,"R",8,"R",16,"Z",0,"R",16,"R",13
235088,"R",184,"R",0,"R",184,"R",162,"R",164,"R",0,"R",0,"R",20,"R",116,"Z",0,"R",116,"R",102,"R",51,"Z",0,"R",51,"R",45,"R",17,"Z",0,"R",17,"R",17
235307,"R",92,"R",0,"R",92,"R",1,"R",27,"Z",0,"Z",0,"R",65,"R",59,"Z",0,"R",59,"R",15,"R",14,"Z",0,"R",14,"R",6,"R",19,"Z",0,"R",19,"R",6
235352,"R",21,"R",0,"R",21,"R",4,"R",10,"Z",0,"Z",0,"R",11,"R",9,"Z",0,"R",9,"R",3,"R",3,"Z",0,"R",3,"R",2,"R",9,"Z",0,"R",9,"R",5
235501,"R",298,"R",0,"R",298,"R",219,"R",219,"R",0,"R",0,"R",79,"R",209,"Z",0,"R",209,"R",152,"R",40,"Z",0,"R",40,"R",31,"R",49,"Z",0,"R",49,"R",36
235583,"R",38,"R",0,"R",38,"R",0,"R",24,"R",0,"R",0,"R",14,"R",23,"Z",0,"R",23,"R",13,"R",3,"Z",0,"R",3,"R",3,"R",12,"Z",0,"R",12,"R",8
236018,"N",11,"N",0,"N",11,"N",11,"N",11,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",11,"N",0,"N",11,"N",11
236744,"R",30,"R",1,"R",29,"R",8,"R",15,"R",0,"R",1,"R",13,"R",19,"R",1,"R",18,"R",10,"R",1,"R",0,"R",1,"R",0,"R",10,"R",0,"R",10,"R",5
237127,"R",24,"R",0,"R",24,"R",0,"R",18,"R",0,"R",0,"R",6,"R",24,"Z",0,"R",24,"R",18,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
237145,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
237172,"R",33,"R",0,"R",33,"R",25,"R",25,"R",0,"R",0,"R",8,"R",25,"Z",0,"R",25,"R",18,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",7
237242,"R",36,"R",0,"R",36,"R",35,"R",35,"R",0,"R",1,"R",0,"R",30,"Z",0,"R",30,"R",30,"R",0,"Z",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",5
237473,"R",53,"R",0,"R",53,"R",44,"R",44,"R",0,"R",0,"R",9,"R",24,"Z",0,"R",24,"R",24,"R",0,"Z",0,"R",0,"R",0,"R",29,"Z",0,"R",29,"R",20
237491,"R",30,"R",8,"R",22,"R",3,"R",18,"R",0,"R",1,"R",3,"R",10,"R",2,"R",8,"R",4,"R",0,"R",0,"R",0,"R",0,"R",20,"R",6,"R",14,"R",14
237561,"R",14,"R",0,"R",14,"R",13,"R",13,"R",0,"R",0,"R",1,"R",8,"Z",0,"R",8,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",5
237729,"R",63,"R",0,"R",63,"R",50,"R",50,"R",0,"R",0,"R",13,"R",42,"Z",0,"R",42,"R",31,"R",0,"Z",0,"R",0,"R",0,"R",21,"Z",0,"R",21,"R",19
239877,"R",21,"Z",0,"R",21,"R",6,"R",13,"R",1,"R",0,"R",7,"R",15,"Z",0,"R",15,"R",10,"R",3,"Z",0,"R",3,"R",2,"R",3,"Z",0,"R",3,"R",1
240709,"R",52,"R",0,"R",52,"R",23,"R",37,"R",0,"R",0,"R",15,"R",44,"Z",0,"R",44,"R",31,"R",4,"Z",0,"R",4,"R",4,"R",4,"Z",0,"R",4,"R",2
240879,"R",426,"R",0,"R",426,"R",10,"R",200,"R",0,"R",226,"R",0,"R",375,"Z",0,"R",375,"R",200,"R",0,"Z",0,"R",0,"R",0,"R",51,"Z",0,"R",51,"R",0
241906,"R",147,"R",0,"R",147,"R",102,"R",102,"R",0,"R",0,"R",45,"R",147,"Z",0,"R",147,"R",102,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
242945,"R",167,"R",0,"R",167,"R",20,"R",129,"R",0,"R",0,"R",38,"R",160,"Z",0,"R",160,"R",125,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",4
242954,"R",76,"R",0,"R",76,"R",10,"R",49,"R",0,"R",0,"R",27,"R",72,"Z",0,"R",72,"R",47,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",2
244613,"R",94,"R",0,"R",94,"R",73,"R",73,"R",0,"R",11,"R",10,"R",34,"Z",0,"R",34,"R",24,"R",60,"Z",0,"R",60,"R",49,"R",0,"Z",0,"R",0,"R",0
245281,"R",3,"R",0,"R",3,"R",1,"R",3,"R",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
245980,"R",20,"R",0,"R",20,"R",11,"R",18,"R",0,"Z",0,"R",2,"R",16,"Z",0,"R",16,"R",16,"R",3,"Z",0,"R",3,"R",2,"R",1,"Z",0,"R",1,"R",0
245999,"R",260,"R",0,"R",260,"R",125,"R",157,"R",0,"R",2,"R",101,"R",74,"Z",0,"R",74,"R",58,"R",0,"Z",0,"R",0,"R",0,"R",186,"Z",0,"R",186,"R",99
246017,"R",486,"R",0,"R",486,"R",59,"R",236,"R",45,"Z",0,"R",205,"R",56,"Z",0,"R",56,"R",21,"R",0,"Z",0,"R",0,"R",0,"R",430,"Z",0,"R",430,"R",215
246035,"R",163,"R",1,"R",162,"R",40,"R",100,"R",0,"R",30,"R",32,"R",103,"R",1,"R",102,"R",58,"R",13,"R",0,"R",13,"R",12,"R",47,"R",0,"R",47,"R",30
246071,"R",23,"R",0,"R",23,"R",18,"R",18,"R",0,"R",0,"R",5,"R",9,"Z",0,"R",9,"R",6,"R",3,"Z",0,"R",3,"R",2,"R",11,"Z",0,"R",11,"R",10
246406,"R",25,"R",0,"R",25,"R",0,"R",7,"R",4,"R",14,"R",0,"R",25,"Z",0,"R",25,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
246415,"R",3,"R",0,"R",3,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",1
246460,"R",159,"R",0,"R",159,"R",81,"R",98,"R",5,"R",2,"R",54,"R",133,"Z",0,"R",133,"R",72,"R",0,"Z",0,"R",0,"R",0,"R",26,"Z",0,"R",26,"R",26
246895,"R",198,"R",0,"R",198,"R",9,"R",65,"R",0,"R",0,"R",133,"R",94,"Z",0,"R",94,"R",22,"R",7,"Z",0,"R",7,"R",1,"R",97,"Z",0,"R",97,"R",42
247010,"R",34,"R",0,"R",34,"R",1,"R",20,"R",0,"R",2,"R",12,"R",18,"Z",0,"R",18,"R",11,"R",3,"Z",0,"R",3,"R",2,"R",13,"Z",0,"R",13,"R",7
247047,"R",36,"R",0,"R",36,"R",12,"R",27,"R",0,"R",0,"R",9,"R",17,"Z",0,"R",17,"R",13,"R",4,"Z",0,"R",4,"R",2,"R",15,"Z",0,"R",15,"R",12
247153,"R",47,"Z",0,"R",47,"R",8,"R",15,"R",0,"R",0,"R",32,"R",31,"Z",0,"R",31,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",16,"Z",0,"R",16,"R",5
247409,"R",96,"R",0,"R",96,"R",30,"R",54,"R",1,"R",0,"R",41,"R",88,"Z",0,"R",88,"R",48,"R",5,"Z",0,"R",5,"R",5,"R",3,"Z",0,"R",3,"R",1
248192,"R",14,"R",0,"R",14,"R",4,"R",7,"R",0,"R",0,"R",7,"R",11,"Z",0,"R",11,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",1
248527,"R",8,"R",0,"R",8,"R",1,"R",3,"R",1,"R",3,"R",1,"R",8,"Z",0,"R",8,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
248624,"R",31,"R",0,"R",31,"R",14,"R",26,"R",0,"R",0,"R",5,"R",25,"Z",0,"R",25,"R",21,"R",4,"Z",0,"R",4,"R",4,"R",2,"Z",0,"R",2,"R",1
248633,"R",25,"R",0,"R",25,"R",16,"R",17,"R",0,"R",0,"R",8,"R",14,"Z",0,"R",14,"R",11,"R",6,"Z",0,"R",6,"R",3,"R",5,"Z",0,"R",5,"R",3
248660,"R",15,"R",0,"R",15,"R",1,"R",4,"R",0,"R",0,"R",11,"R",10,"Z",0,"R",10,"R",2,"R",2,"Z",0,"R",2,"R",2,"R",3,"Z",0,"R",3,"R",0
248703,"R",123,"Z",0,"R",123,"R",4,"R",73,"R",0,"R",0,"R",50,"R",84,"Z",0,"R",84,"R",50,"R",22,"Z",0,"R",22,"R",15,"R",17,"Z",0,"R",17,"R",8
249061,"R",9,"R",0,"R",9,"R",9,"R",9,"Z",0,"Z",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",3,"R",5,"Z",0,"R",5,"R",5
249238,"R",54,"R",0,"R",54,"R",2,"R",32,"Z",0,"Z",0,"R",22,"R",38,"Z",0,"R",38,"R",18,"R",4,"Z",0,"R",4,"R",4,"R",12,"Z",0,"R",12,"R",10
250744,"R",83,"R",0,"R",83,"R",19,"R",39,"R",0,"R",0,"R",44,"R",61,"Z",0,"R",61,"R",22,"R",0,"Z",0,"R",0,"R",0,"R",22,"Z",0,"R",22,"R",17
250902,"R",23,"R",1,"R",22,"R",19,"R",19,"R",1,"R",0,"R",2,"R",19,"R",1,"R",18,"R",15,"R",4,"R",0,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0
250993,"R",21,"R",0,"R",21,"R",9,"R",9,"R",0,"R",0,"R",12,"R",14,"Z",0,"R",14,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",2
260336,"R",21,"R",0,"R",21,"R",18,"R",18,"R",0,"R",0,"R",3,"R",9,"Z",0,"R",9,"R",8,"R",6,"Z",0,"R",6,"R",6,"R",6,"Z",0,"R",6,"R",4
260363,"R",6,"R",0,"R",6,"R",4,"R",5,"R",0,"R",0,"R",1,"R",4,"Z",0,"R",4,"R",3,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",1
260664,"R",396,"R",0,"R",396,"R",296,"R",302,"R",0,"R",0,"R",94,"R",182,"Z",0,"R",182,"R",123,"R",9,"Z",0,"R",9,"R",8,"R",205,"Z",0,"R",205,"R",171
260929,"R",117,"R",0,"R",117,"R",23,"R",77,"Z",0,"Z",0,"R",40,"R",70,"Z",0,"R",70,"R",41,"R",19,"Z",0,"R",19,"R",16,"R",28,"Z",0,"R",28,"R",20
260965,"R",37,"R",0,"R",37,"R",5,"R",24,"Z",0,"Z",0,"R",13,"R",27,"Z",0,"R",27,"R",17,"R",7,"Z",0,"R",7,"R",5,"R",3,"Z",0,"R",3,"R",2
261676,"R",30,"R",0,"R",30,"R",13,"R",23,"R",0,"R",0,"R",7,"R",22,"Z",0,"R",22,"R",18,"R",2,"Z",0,"R",2,"R",2,"R",6,"Z",0,"R",6,"R",3
261685,"R",36,"R",0,"R",36,"R",5,"R",20,"R",0,"R",0,"R",16,"R",32,"Z",0,"R",32,"R",18,"R",2,"Z",0,"R",2,"R",1,"R",2,"Z",0,"R",2,"R",1
261719,"R",224,"R",0,"R",224,"R",82,"R",103,"R",0,"R",0,"R",121,"R",66,"Z",0,"R",66,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",158,"Z",0,"R",158,"R",98
261773,"R",16,"Z",0,"R",16,"R",15,"R",15,"R",0,"Z",0,"R",1,"R",8,"Z",0,"R",8,"R",8,"R",3,"Z",0,"R",3,"R",3,"R",5,"Z",0,"R",5,"R",4
262341,"R",505,"R",0,"R",505,"R",60,"R",252,"R",0,"R",2,"R",251,"R",264,"Z",0,"R",264,"R",110,"R",77,"Z",0,"R",77,"R",58,"R",164,"Z",0,"R",164,"R",84
262369,"R",90,"R",0,"R",90,"R",19,"R",63,"R",4,"R",0,"R",23,"R",62,"Z",0,"R",62,"R",38,"R",4,"Z",0,"R",4,"R",2,"R",24,"Z",0,"R",24,"R",23
262466,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
362700,"R",56,"R",0,"R",56,"R",4,"R",31,"R",0,"R",4,"R",21,"R",1,"Z",0,"R",1,"R",1,"R",14,"Z",0,"R",14,"R",9,"R",41,"Z",0,"R",41,"R",21
362782,"R",51,"R",0,"R",51,"R",3,"R",37,"R",0,"R",0,"R",14,"R",19,"Z",0,"R",19,"R",13,"R",8,"Z",0,"R",8,"R",6,"R",24,"Z",0,"R",24,"R",18
363013,"R",32,"R",0,"R",32,"R",18,"R",23,"R",0,"R",0,"R",9,"R",28,"Z",0,"R",28,"R",19,"R",3,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"R",1
363679,"R",84,"R",0,"R",84,"R",0,"R",84,"R",0,"R",0,"R",0,"R",35,"Z",0,"R",35,"R",35,"R",11,"Z",0,"R",11,"R",11,"R",38,"Z",0,"R",38,"R",38
364627,"R",60,"R",0,"R",60,"R",13,"R",31,"R",0,"R",5,"R",24,"R",39,"Z",0,"R",39,"R",22,"R",0,"Z",0,"R",0,"R",0,"R",21,"Z",0,"R",21,"R",9
364636,"R",28,"R",0,"R",28,"R",18,"R",18,"R",0,"R",0,"R",10,"R",19,"Z",0,"R",19,"R",11,"R",4,"Z",0,"R",4,"R",3,"R",5,"Z",0,"R",5,"R",4
364760,"R",17,"R",0,"R",17,"R",9,"R",9,"R",0,"R",0,"R",8,"R",13,"Z",0,"R",13,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",2
364946,"R",22,"R",0,"R",22,"R",12,"R",14,"R",1,"R",0,"R",7,"R",10,"Z",0,"R",10,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",12,"Z",0,"R",12,"R",4
364964,"R",44,"R",0,"R",44,"R",26,"R",26,"R",0,"R",0,"R",18,"R",35,"Z",0,"R",35,"R",20,"R",1,"Z",0,"R",1,"R",1,"R",8,"Z",0,"R",8,"R",5
365091,"R",35,"R",0,"R",35,"R",2,"R",26,"R",0,"R",0,"R",9,"R",27,"Z",0,"R",27,"R",20,"R",3,"Z",0,"R",3,"R",2,"R",5,"Z",0,"R",5,"R",4
365125,"R",37,"R",0,"R",37,"R",0,"R",3,"R",0,"R",0,"R",34,"R",24,"Z",0,"R",24,"R",1,"R",7,"Z",0,"R",7,"R",1,"R",6,"Z",0,"R",6,"R",1
365198,"R",65,"R",0,"R",65,"R",21,"R",21,"R",0,"R",23,"R",21,"R",31,"Z",0,"R",31,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",34,"Z",0,"R",34,"R",21
365240,"R",16,"R",0,"R",16,"R",16,"R",16,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",6,"R",1,"Z",0,"R",1,"R",1,"R",9,"Z",0,"R",9,"R",9
365383,"R",30,"Z",0,"R",30,"R",12,"R",12,"Z",0,"R",0,"R",18,"R",23,"Z",0,"R",23,"R",10,"R",1,"Z",0,"R",1,"R",0,"R",6,"Z",0,"R",6,"R",2
365505,"R",27,"R",0,"R",27,"R",19,"R",19,"R",0,"R",0,"R",8,"R",14,"Z",0,"R",14,"R",8,"R",1,"Z",0,"R",1,"R",1,"R",12,"Z",0,"R",12,"R",10
365763,"R",14,"Z",0,"R",14,"R",13,"R",13,"Z",0,"Z",0,"R",1,"R",7,"Z",0,"R",7,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",7
365824,"R",105,"R",0,"R",105,"R",13,"R",64,"R",0,"R",0,"R",41,"R",91,"Z",0,"R",91,"R",54,"R",10,"Z",0,"R",10,"R",8,"R",4,"Z",0,"R",4,"R",2
365833,"R",114,"R",0,"R",114,"R",15,"R",69,"R",0,"R",0,"R",45,"R",93,"Z",0,"R",93,"R",57,"R",11,"Z",0,"R",11,"R",7,"R",10,"Z",0,"R",10,"R",5
366155,"R",5,"R",0,"R",5,"R",0,"R",3,"R",0,"R",2,"R",0,"R",5,"Z",0,"R",5,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
366289,"R",251,"R",0,"R",251,"R",175,"R",175,"R",0,"R",0,"R",76,"R",130,"Z",0,"R",130,"R",130,"R",0,"Z",0,"R",0,"R",0,"R",121,"Z",0,"R",121,"R",45
366438,"R",56,"R",0,"R",56,"R",8,"R",33,"R",0,"R",15,"R",8,"R",51,"Z",0,"R",51,"R",29,"R",5,"Z",0,"R",5,"R",4,"R",0,"Z",0,"R",0,"R",0
366623,"R",3,"R",0,"R",3,"R",2,"R",2,"R",0,"R",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",1
366632,"R",30,"R",0,"R",30,"R",17,"R",17,"R",0,"R",13,"R",0,"R",24,"Z",0,"R",24,"R",15,"R",5,"Z",0,"R",5,"R",1,"R",1,"Z",0,"R",1,"R",1
367051,"R",51,"R",0,"R",51,"R",38,"R",44,"R",0,"R",7,"R",0,"R",46,"Z",0,"R",46,"R",40,"R",5,"Z",0,"R",5,"R",4,"R",0,"Z",0,"R",0,"R",0
367088,"R",19,"R",0,"R",19,"R",1,"R",13,"R",0,"R",0,"R",6,"R",10,"Z",0,"R",10,"R",4,"R",5,"Z",0,"R",5,"R",5,"R",4,"Z",0,"R",4,"R",4
367158,"R",50,"R",0,"R",50,"R",6,"R",30,"R",1,"R",0,"R",19,"R",42,"Z",0,"R",42,"R",26,"R",6,"Z",0,"R",6,"R",3,"R",2,"Z",0,"R",2,"R",1
367334,"R",200,"R",0,"R",200,"R",130,"R",177,"R",0,"R",0,"R",23,"R",162,"Z",0,"R",162,"R",143,"R",20,"Z",0,"R",20,"R",19,"R",18,"Z",0,"R",18,"R",15
367431,"R",23,"R",0,"R",23,"R",4,"R",12,"R",0,"R",8,"R",3,"R",13,"Z",0,"R",13,"R",5,"R",1,"Z",0,"R",1,"R",1,"R",9,"Z",0,"R",9,"R",6
367981,"R",10,"R",0,"R",10,"R",0,"R",9,"R",0,"R",0,"R",1,"R",5,"Z",0,"R",5,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",4
368230,"R",39,"R",0,"R",39,"R",0,"R",12,"R",0,"R",0,"R",27,"R",37,"Z",0,"R",37,"R",11,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",0
368364,"R",107,"R",0,"R",107,"R",80,"R",80,"Z",0,"Z",0,"R",27,"R",68,"Z",0,"R",68,"R",43,"R",0,"Z",0,"R",0,"R",0,"R",39,"Z",0,"R",39,"R",37
368407,"R",4,"R",0,"R",4,"R",4,"R",4,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0
368540,"R",19,"R",0,"R",19,"R",4,"R",6,"R",0,"Z",0,"R",13,"R",13,"Z",0,"R",13,"R",4,"R",3,"Z",0,"R",3,"R",1,"R",3,"Z",0,"R",3,"R",1
368647,"R",16,"R",0,"R",16,"R",15,"R",15,"R",0,"R",0,"R",1,"R",5,"Z",0,"R",5,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",11,"Z",0,"R",11,"R",10
368771,"R",161,"R",0,"R",161,"R",72,"R",147,"R",0,"R",0,"R",14,"R",57,"Z",0,"R",57,"R",52,"R",104,"Z",0,"R",104,"R",95,"R",0,"Z",0,"R",0,"R",0
368832,"R",16,"Z",0,"R",16,"R",0,"R",10,"Z",0,"R",2,"R",4,"R",16,"Z",0,"R",16,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
369446,"R",50,"R",0,"R",50,"R",40,"R",50,"R",0,"R",0,"R",0,"R",27,"Z",0,"R",27,"R",27,"R",0,"Z",0,"R",0,"R",0,"R",23,"Z",0,"R",23,"R",23
369686,"R",231,"R",0,"R",231,"R",167,"R",195,"R",0,"R",36,"R",0,"R",231,"Z",0,"R",231,"R",195,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
369695,"R",82,"R",0,"R",82,"R",68,"R",75,"R",0,"R",1,"R",6,"R",33,"Z",0,"R",33,"R",30,"R",0,"Z",0,"R",0,"R",0,"R",49,"Z",0,"R",49,"R",45
369783,"R",354,"R",0,"R",354,"R",273,"R",298,"R",0,"R",0,"R",56,"R",303,"Z",0,"R",303,"R",255,"R",18,"Z",0,"R",18,"R",15,"R",33,"Z",0,"R",33,"R",28
369950,"R",69,"R",0,"R",69,"R",15,"R",54,"R",0,"R",0,"R",15,"R",25,"Z",0,"R",25,"R",19,"R",0,"Z",0,"R",0,"R",0,"R",44,"Z",0,"R",44,"R",35
371052,"R",219,"Z",0,"R",219,"R",55,"R",122,"Z",0,"R",0,"R",97,"R",211,"Z",0,"R",211,"R",116,"R",5,"Z",0,"R",5,"R",5,"R",3,"Z",0,"R",3,"R",1
371830,"R",26,"R",0,"R",26,"R",4,"R",9,"R",0,"R",0,"R",17,"R",15,"Z",0,"R",15,"R",9,"R",6,"Z",0,"R",6,"R",0,"R",5,"Z",0,"R",5,"R",0
371964,"R",217,"R",1,"R",216,"R",129,"R",166,"Z",0,"R",4,"R",46,"R",154,"R",1,"R",153,"R",115,"R",36,"R",0,"R",36,"R",32,"R",27,"R",0,"R",27,"R",19
372028,"R",57,"R",0,"R",57,"R",4,"R",33,"R",2,"R",0,"R",22,"R",33,"Z",0,"R",33,"R",19,"R",4,"Z",0,"R",4,"R",4,"R",20,"Z",0,"R",20,"R",10
372082,"R",61,"R",0,"R",61,"R",43,"R",49,"R",0,"R",0,"R",12,"R",42,"Z",0,"R",42,"R",31,"R",0,"Z",0,"R",0,"R",0,"R",19,"Z",0,"R",19,"R",18
372356,"R",115,"R",0,"R",115,"R",55,"R",85,"R",0,"R",0,"R",30,"R",69,"Z",0,"R",69,"R",43,"R",6,"Z",0,"R",6,"R",2,"R",40,"Z",0,"R",40,"R",40
372462,"R",34,"R",0,"R",34,"R",3,"R",11,"R",1,"R",0,"R",22,"R",23,"Z",0,"R",23,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",11,"Z",0,"R",11,"R",6
373216,"R",68,"R",0,"R",68,"R",64,"R",65,"R",0,"R",0,"R",3,"R",26,"Z",0,"R",26,"R",23,"R",9,"Z",0,"R",9,"R",9,"R",33,"Z",0,"R",33,"R",33
373456,"R",21,"R",0,"R",21,"R",6,"R",17,"R",0,"R",4,"R",0,"R",11,"Z",0,"R",11,"R",9,"R",10,"Z",0,"R",10,"R",8,"R",0,"Z",0,"R",0,"R",0
373526,"R",327,"R",0,"R",327,"R",238,"R",241,"R",0,"R",0,"R",86,"R",174,"Z",0,"R",174,"R",119,"R",21,"Z",0,"R",21,"R",16,"R",132,"Z",0,"R",132,"R",106
373678,"R",50,"R",0,"R",50,"R",2,"R",39,"Z",0,"Z",0,"R",11,"R",26,"Z",0,"R",26,"R",21,"R",0,"Z",0,"R",0,"R",0,"R",24,"Z",0,"R",24,"R",18
