UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
100654, 1,"R",1000,"R",2,"R",998,"R",246,"R",0,"R",246,"R",123,"R",0,"R",123,"R",48,"R",0,"R",48,"R",284,"R",1,"R",283,"R",82,"R",0,"R",82,"R",1407,"R",3,"R",1404,"R",376,"R",0,"R",376
100654, 2,"R",1000,"R",2,"R",998,"R",246,"R",0,"R",246,"R",123,"R",0,"R",123,"R",48,"R",0,"R",48,"R",284,"R",1,"R",283,"R",82,"R",0,"R",82,"R",1407,"R",3,"R",1404,"R",376,"R",0,"R",376
100663, 1,"R",778,"R",2,"R",776,"R",424,"R",10,"R",434,"R",271,"R",0,"R",271,"R",161,"R",2,"R",163,"R",899,"R",1,"R",898,"R",652,"R",4,"R",656,"R",1948,"R",3,"R",1945,"R",1237,"R",16,"R",1253
100663, 2,"R",768,"R",2,"R",766,"R",424,"R",1,"R",425,"R",268,"R",0,"R",268,"R",161,"R",1,"R",162,"R",895,"R",1,"R",894,"R",652,"R",0,"R",652,"R",1931,"R",3,"R",1928,"R",1237,"R",2,"R",1239
100663, 3,"R",10,"Z",0,"R",10,"Z",0,"R",9,"R",9,"R",3,"Z",0,"R",3,"Z",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"Z",0,"R",4,"R",4,"R",17,"R",0,"R",17,"R",0,"R",14,"R",14
100690, 1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1
100690, 2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1
100706, 1,"R",242,"R",0,"R",242,"R",122,"R",0,"R",122,"R",163,"R",0,"R",163,"R",80,"R",0,"R",80,"R",788,"R",0,"R",788,"R",549,"R",0,"R",549,"R",1193,"R",0,"R",1193,"R",751,"R",0,"R",751
100706, 2,"R",242,"Z",0,"R",242,"R",122,"R",0,"R",122,"R",163,"Z",0,"R",163,"R",80,"R",0,"R",80,"R",788,"Z",0,"R",788,"R",549,"R",0,"R",549,"R",1193,"R",0,"R",1193,"R",751,"R",0,"R",751
100724, 1,"R",868,"R",0,"R",868,"R",230,"R",0,"R",230,"R",80,"R",0,"R",80,"R",20,"R",0,"R",20,"R",195,"R",0,"R",195,"R",67,"R",0,"R",67,"R",1143,"R",0,"R",1143,"R",317,"R",0,"R",317
100724, 2,"R",868,"Z",0,"R",868,"R",230,"R",0,"R",230,"R",80,"Z",0,"R",80,"R",20,"R",0,"R",20,"R",195,"Z",0,"R",195,"R",67,"R",0,"R",67,"R",1143,"R",0,"R",1143,"R",317,"R",0,"R",317
100751, 1,"R",1276,"R",0,"R",1276,"R",752,"R",0,"R",752,"R",1248,"R",1,"R",1247,"R",852,"R",0,"R",852,"R",5017,"R",8,"R",5009,"R",3876,"R",0,"R",3876,"R",7541,"R",9,"R",7532,"R",5480,"R",0,"R",5480
100751, 2,"R",1276,"R",0,"R",1276,"R",752,"R",0,"R",752,"R",1248,"R",1,"R",1247,"R",852,"R",0,"R",852,"R",5017,"R",8,"R",5009,"R",3876,"R",0,"R",3876,"R",7541,"R",9,"R",7532,"R",5480,"R",0,"R",5480
100760, 4,"R",199,"Z",0,"R",199,"A",,"A",,"R",29,"R",16,"Z",0,"R",16,"A",,"A",,"R",0,"R",113,"Z",0,"R",113,"A",,"A",,"R",42,"R",328,"R",0,"R",328,"A",,"A",,"R",71
100830, 1,"R",296,"R",0,"R",296,"R",103,"R",0,"R",103,"R",86,"R",0,"R",86,"R",27,"R",0,"R",27,"R",176,"R",0,"R",176,"R",70,"R",0,"R",70,"R",558,"R",0,"R",558,"R",200,"R",0,"R",200
100830, 2,"R",296,"Z",0,"R",296,"R",103,"R",0,"R",103,"R",86,"Z",0,"R",86,"R",27,"R",0,"R",27,"R",176,"Z",0,"R",176,"R",70,"R",0,"R",70,"R",558,"R",0,"R",558,"R",200,"R",0,"R",200
100858, 1,"R",569,"R",3,"R",566,"R",400,"R",0,"R",400,"R",693,"R",0,"R",693,"R",529,"R",0,"R",529,"R",3225,"R",6,"R",3219,"R",2687,"R",0,"R",2687,"R",4487,"R",9,"R",4478,"R",3616,"R",0,"R",3616
100858, 2,"R",569,"R",3,"R",566,"R",400,"R",0,"R",400,"R",693,"R",0,"R",693,"R",529,"R",0,"R",529,"R",3225,"R",6,"R",3219,"R",2687,"R",0,"R",2687,"R",4487,"R",9,"R",4478,"R",3616,"R",0,"R",3616
100937, 1,"R",84,"R",0,"R",84,"R",50,"R",0,"R",50,"R",61,"R",0,"R",61,"R",43,"R",0,"R",43,"R",183,"R",0,"R",183,"R",119,"R",0,"R",119,"R",328,"R",0,"R",328,"R",212,"R",0,"R",212
100937, 2,"R",84,"Z",0,"R",84,"R",50,"R",0,"R",50,"R",61,"Z",0,"R",61,"R",43,"R",0,"R",43,"R",183,"Z",0,"R",183,"R",119,"R",0,"R",119,"R",328,"R",0,"R",328,"R",212,"R",0,"R",212
101028, 4,"R",186,"Z",0,"R",186,"A",,"A",,"R",36,"R",9,"Z",0,"R",9,"A",,"A",,"R",2,"R",65,"Z",0,"R",65,"A",,"A",,"R",29,"R",260,"R",0,"R",260,"A",,"A",,"R",67
101116, 1,"R",18,"R",0,"R",18,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",0,"R",1,"R",1,"R",22,"R",0,"R",22,"R",1,"R",1,"R",2
101116, 2,"R",12,"Z",0,"R",12,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"R",14,"R",0,"R",14,"R",1,"R",0,"R",1
101116, 3,"R",6,"Z",0,"R",6,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",8,"R",0,"R",8,"R",0,"R",1,"R",1
101143, 4,"R",215,"Z",0,"R",215,"A",,"A",,"R",51,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",144,"Z",0,"R",144,"A",,"A",,"R",53,"R",359,"R",0,"R",359,"A",,"A",,"R",104
101161, 4,"R",686,"Z",0,"R",686,"A",,"A",,"R",137,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",650,"Z",0,"R",650,"A",,"A",,"R",163,"R",1336,"R",0,"R",1336,"A",,"A",,"R",300
101189, 1,"R",161,"R",0,"R",161,"R",34,"R",1,"R",35,"R",59,"R",0,"R",59,"R",24,"R",0,"R",24,"R",77,"R",0,"R",77,"R",36,"R",3,"R",39,"R",297,"R",0,"R",297,"R",94,"R",4,"R",98
101189, 2,"R",154,"Z",0,"R",154,"R",34,"R",1,"R",35,"R",59,"Z",0,"R",59,"R",24,"R",0,"R",24,"R",76,"Z",0,"R",76,"R",36,"R",2,"R",38,"R",289,"R",0,"R",289,"R",94,"R",3,"R",97
101189, 3,"R",7,"Z",0,"R",7,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",8,"R",0,"R",8,"R",0,"R",1,"R",1
101240, 4,"R",536,"Z",0,"R",536,"A",,"A",,"R",122,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",276,"Z",0,"R",276,"A",,"A",,"R",82,"R",812,"R",0,"R",812,"A",,"A",,"R",204
101277, 4,"R",34,"Z",0,"R",34,"A",,"A",,"R",16,"R",6,"Z",0,"R",6,"A",,"A",,"R",4,"R",35,"Z",0,"R",35,"A",,"A",,"R",24,"R",75,"R",0,"R",75,"A",,"A",,"R",44
101286, 4,"R",423,"Z",0,"R",423,"A",,"A",,"R",104,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",264,"Z",0,"R",264,"A",,"A",,"R",98,"R",687,"R",0,"R",687,"A",,"A",,"R",202
101295, 4,"R",534,"Z",0,"R",534,"A",,"A",,"R",196,"R",56,"Z",0,"R",56,"A",,"A",,"R",24,"R",377,"Z",0,"R",377,"A",,"A",,"R",219,"R",967,"R",0,"R",967,"A",,"A",,"R",439
101301, 4,"R",202,"R",1,"R",201,"A",,"A",,"R",68,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",40,"R",0,"R",40,"A",,"A",,"R",20,"R",242,"R",1,"R",241,"A",,"A",,"R",88
101365, 1,"R",9,"R",0,"R",9,"R",2,"R",1,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10,"R",0,"R",10,"R",2,"R",1,"R",3
101365, 2,"R",2,"Z",0,"R",2,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",1,"R",1
101365, 3,"R",7,"Z",0,"R",7,"R",2,"R",0,"R",2,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",2,"R",0,"R",2
101435, 1,"R",111,"R",0,"R",111,"R",51,"R",0,"R",51,"R",78,"R",0,"R",78,"R",35,"R",0,"R",35,"R",88,"R",0,"R",88,"R",53,"R",0,"R",53,"R",277,"R",0,"R",277,"R",139,"R",0,"R",139
101435, 2,"R",111,"Z",0,"R",111,"R",51,"R",0,"R",51,"R",78,"Z",0,"R",78,"R",35,"R",0,"R",35,"R",88,"Z",0,"R",88,"R",53,"R",0,"R",53,"R",277,"R",0,"R",277,"R",139,"R",0,"R",139
101453, 1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
101453, 2,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
101462, 4,"R",62,"Z",0,"R",62,"A",,"A",,"R",7,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",12,"Z",0,"R",12,"A",,"A",,"R",2,"R",74,"R",0,"R",74,"A",,"A",,"R",9
101471, 4,"R",29,"Z",0,"R",29,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",147,"Z",0,"R",147,"A",,"A",,"R",16,"R",176,"R",0,"R",176,"A",,"A",,"R",17
101480, 1,"R",522,"R",0,"R",522,"R",222,"R",0,"R",222,"R",180,"R",0,"R",180,"R",91,"R",0,"R",91,"R",592,"R",0,"R",592,"R",363,"R",0,"R",363,"R",1294,"R",0,"R",1294,"R",676,"R",0,"R",676
101480, 2,"R",522,"Z",0,"R",522,"R",222,"R",0,"R",222,"R",180,"Z",0,"R",180,"R",91,"R",0,"R",91,"R",592,"Z",0,"R",592,"R",363,"R",0,"R",363,"R",1294,"R",0,"R",1294,"R",676,"R",0,"R",676
101505, 4,"R",483,"Z",0,"R",483,"A",,"A",,"R",90,"R",56,"Z",0,"R",56,"A",,"A",,"R",5,"R",415,"Z",0,"R",415,"A",,"A",,"R",111,"R",954,"R",0,"R",954,"A",,"A",,"R",206
101514, 4,"R",541,"Z",0,"R",541,"A",,"A",,"R",146,"R",58,"Z",0,"R",58,"A",,"A",,"R",16,"R",615,"Z",0,"R",615,"A",,"A",,"R",276,"R",1214,"R",0,"R",1214,"A",,"A",,"R",438
101569, 4,"R",558,"Z",0,"R",558,"A",,"A",,"R",116,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",116,"Z",0,"R",116,"A",,"A",,"R",38,"R",674,"R",0,"R",674,"A",,"A",,"R",154
101587, 1,"R",201,"R",0,"R",201,"R",69,"R",5,"R",74,"R",59,"R",0,"R",59,"R",24,"R",2,"R",26,"R",117,"R",0,"R",117,"R",41,"R",4,"R",45,"R",377,"R",0,"R",377,"R",134,"R",11,"R",145
101587, 2,"R",176,"Z",0,"R",176,"R",60,"R",2,"R",62,"R",52,"Z",0,"R",52,"R",21,"R",1,"R",22,"R",108,"Z",0,"R",108,"R",37,"R",3,"R",40,"R",336,"R",0,"R",336,"R",118,"R",6,"R",124
101587, 3,"R",25,"Z",0,"R",25,"R",9,"R",3,"R",12,"R",7,"Z",0,"R",7,"R",3,"R",1,"R",4,"R",9,"Z",0,"R",9,"R",4,"R",1,"R",5,"R",41,"R",0,"R",41,"R",16,"R",5,"R",21
101602, 4,"R",275,"Z",0,"R",275,"A",,"A",,"R",81,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",124,"Z",0,"R",124,"A",,"A",,"R",53,"R",399,"R",0,"R",399,"A",,"A",,"R",134
101648, 4,"R",104,"R",1,"R",103,"A",,"A",,"R",25,"R",7,"R",0,"R",7,"A",,"A",,"R",2,"R",158,"R",1,"R",157,"A",,"A",,"R",44,"R",269,"R",2,"R",267,"A",,"A",,"R",71
101675, 1,"R",384,"R",0,"R",384,"R",95,"R",0,"R",95,"R",33,"R",0,"R",33,"R",14,"R",0,"R",14,"R",11,"R",0,"R",11,"R",4,"R",0,"R",4,"R",428,"R",0,"R",428,"R",113,"R",0,"R",113
101675, 2,"R",384,"Z",0,"R",384,"R",95,"R",0,"R",95,"R",33,"Z",0,"R",33,"R",14,"R",0,"R",14,"R",11,"Z",0,"R",11,"R",4,"R",0,"R",4,"R",428,"R",0,"R",428,"R",113,"R",0,"R",113
101693, 1,"R",95,"R",0,"R",95,"R",50,"R",0,"R",50,"R",128,"R",0,"R",128,"R",52,"R",0,"R",52,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",223,"R",0,"R",223,"R",102,"R",0,"R",102
101693, 2,"R",95,"Z",0,"R",95,"R",50,"R",0,"R",50,"R",128,"Z",0,"R",128,"R",52,"R",0,"R",52,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",223,"R",0,"R",223,"R",102,"R",0,"R",102
101709, 1,"R",165,"R",0,"R",165,"R",78,"R",0,"R",78,"R",80,"R",0,"R",80,"R",41,"R",0,"R",41,"R",228,"R",0,"R",228,"R",140,"R",0,"R",140,"R",473,"R",0,"R",473,"R",259,"R",0,"R",259
101709, 2,"R",165,"Z",0,"R",165,"R",78,"R",0,"R",78,"R",80,"Z",0,"R",80,"R",41,"R",0,"R",41,"R",228,"Z",0,"R",228,"R",140,"R",0,"R",140,"R",473,"R",0,"R",473,"R",259,"R",0,"R",259
101736, 4,"R",385,"Z",0,"R",385,"A",,"A",,"R",79,"R",36,"Z",0,"R",36,"A",,"A",,"R",14,"R",168,"Z",0,"R",168,"A",,"A",,"R",65,"R",589,"R",0,"R",589,"A",,"A",,"R",158
101879, 1,"R",465,"R",0,"R",465,"R",182,"R",0,"R",182,"R",175,"R",0,"R",175,"R",88,"R",0,"R",88,"R",536,"R",0,"R",536,"R",345,"R",0,"R",345,"R",1176,"R",0,"R",1176,"R",615,"R",0,"R",615
101879, 2,"R",465,"Z",0,"R",465,"R",182,"R",0,"R",182,"R",175,"Z",0,"R",175,"R",88,"R",0,"R",88,"R",536,"Z",0,"R",536,"R",345,"R",0,"R",345,"R",1176,"R",0,"R",1176,"R",615,"R",0,"R",615
101897, 4,"R",269,"Z",0,"R",269,"A",,"A",,"R",109,"R",27,"Z",0,"R",27,"A",,"A",,"R",7,"R",138,"Z",0,"R",138,"A",,"A",,"R",78,"R",434,"R",0,"R",434,"A",,"A",,"R",194
101912, 1,"R",220,"R",0,"R",220,"R",76,"R",1,"R",77,"R",76,"R",0,"R",76,"R",41,"R",1,"R",42,"R",94,"R",0,"R",94,"R",61,"R",2,"R",63,"R",390,"R",0,"R",390,"R",178,"R",4,"R",182
101912, 2,"R",218,"Z",0,"R",218,"R",76,"R",0,"R",76,"R",75,"Z",0,"R",75,"R",41,"R",0,"R",41,"R",92,"Z",0,"R",92,"R",61,"R",1,"R",62,"R",385,"R",0,"R",385,"R",178,"R",1,"R",179
101912, 3,"R",2,"Z",0,"R",2,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"Z",0,"R",1,"R",1,"R",5,"R",0,"R",5,"R",0,"R",3,"R",3
101994, 4,"R",45,"Z",0,"R",45,"A",,"A",,"R",19,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",14,"Z",0,"R",14,"A",,"A",,"R",7,"R",59,"R",0,"R",59,"A",,"A",,"R",26
102030, 4,"R",433,"Z",0,"R",433,"A",,"A",,"R",55,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",155,"Z",0,"R",155,"A",,"A",,"R",75,"R",588,"R",0,"R",588,"A",,"A",,"R",130
102049, 1,"R",117,"R",1,"R",116,"R",79,"R",0,"R",79,"R",122,"R",0,"R",122,"R",94,"R",0,"R",94,"R",677,"R",1,"R",676,"R",538,"R",0,"R",538,"R",916,"R",2,"R",914,"R",711,"R",0,"R",711
102049, 2,"R",117,"R",1,"R",116,"R",79,"R",0,"R",79,"R",122,"R",0,"R",122,"R",94,"R",0,"R",94,"R",677,"R",1,"R",676,"R",538,"R",0,"R",538,"R",916,"R",2,"R",914,"R",711,"R",0,"R",711
102067, 4,"R",441,"Z",0,"R",441,"A",,"A",,"R",121,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",347,"Z",0,"R",347,"A",,"A",,"R",59,"R",788,"R",0,"R",788,"A",,"A",,"R",180
102076, 4,"R",357,"Z",0,"R",357,"A",,"A",,"R",155,"R",20,"Z",0,"R",20,"A",,"A",,"R",6,"R",200,"Z",0,"R",200,"A",,"A",,"R",69,"R",577,"R",0,"R",577,"A",,"A",,"R",230
102094, 1,"R",721,"R",0,"R",721,"R",319,"R",2,"R",321,"R",297,"R",0,"R",297,"R",145,"R",1,"R",146,"R",937,"R",0,"R",937,"R",458,"R",7,"R",465,"R",1955,"R",0,"R",1955,"R",922,"R",10,"R",932
102094, 2,"R",721,"Z",0,"R",721,"R",319,"R",2,"R",321,"R",297,"Z",0,"R",297,"R",145,"R",1,"R",146,"R",937,"Z",0,"R",937,"R",458,"R",7,"R",465,"R",1955,"R",0,"R",1955,"R",922,"R",10,"R",932
102234, 1,"R",132,"R",0,"R",132,"R",60,"R",0,"R",60,"R",83,"R",0,"R",83,"R",51,"R",0,"R",51,"R",170,"R",0,"R",170,"R",126,"R",0,"R",126,"R",385,"R",0,"R",385,"R",237,"R",0,"R",237
102234, 2,"R",132,"Z",0,"R",132,"R",60,"R",0,"R",60,"R",83,"Z",0,"R",83,"R",51,"R",0,"R",51,"R",170,"Z",0,"R",170,"R",126,"R",0,"R",126,"R",385,"R",0,"R",385,"R",237,"R",0,"R",237
102270, 1,"R",108,"R",0,"R",108,"R",24,"R",0,"R",24,"R",7,"R",0,"R",7,"R",7,"R",0,"R",7,"R",10,"R",0,"R",10,"R",0,"R",0,"R",0,"R",125,"R",0,"R",125,"R",31,"R",0,"R",31
102270, 2,"R",108,"Z",0,"R",108,"R",24,"R",0,"R",24,"R",7,"Z",0,"R",7,"R",7,"R",0,"R",7,"R",10,"Z",0,"R",10,"R",0,"R",0,"R",0,"R",125,"R",0,"R",125,"R",31,"R",0,"R",31
102298, 1,"R",88,"R",0,"R",88,"R",30,"R",0,"R",30,"R",12,"R",0,"R",12,"R",5,"R",0,"R",5,"R",36,"R",0,"R",36,"R",13,"R",0,"R",13,"R",136,"R",0,"R",136,"R",48,"R",0,"R",48
102298, 2,"R",88,"Z",0,"R",88,"R",30,"R",0,"R",30,"R",12,"Z",0,"R",12,"R",5,"R",0,"R",5,"R",31,"Z",0,"R",31,"R",13,"R",0,"R",13,"R",131,"R",0,"R",131,"R",48,"R",0,"R",48
102298, 3,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",5,"Z",0,"R",5,"Z",0,"R",0,"Z",0,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0
102313, 4,"R",258,"Z",0,"R",258,"A",,"A",,"R",52,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",74,"Z",0,"R",74,"A",,"A",,"R",15,"R",332,"R",0,"R",332,"A",,"A",,"R",67
102368, 1,"R",793,"R",0,"R",793,"R",290,"R",12,"R",302,"R",271,"R",0,"R",271,"R",118,"R",5,"R",123,"R",766,"R",0,"R",766,"R",404,"R",4,"R",408,"R",1830,"R",0,"R",1830,"R",812,"R",21,"R",833
102368, 2,"R",776,"Z",0,"R",776,"R",287,"R",9,"R",296,"R",261,"Z",0,"R",261,"R",117,"R",3,"R",120,"R",762,"Z",0,"R",762,"R",403,"R",4,"R",407,"R",1799,"R",0,"R",1799,"R",807,"R",16,"R",823
102368, 3,"R",17,"Z",0,"R",17,"R",3,"R",3,"R",6,"R",10,"Z",0,"R",10,"R",1,"R",2,"R",3,"R",4,"Z",0,"R",4,"R",1,"R",0,"R",1,"R",31,"R",0,"R",31,"R",5,"R",5,"R",10
102377, 1,"R",204,"R",0,"R",204,"R",198,"R",0,"R",198,"R",75,"R",0,"R",75,"R",69,"R",0,"R",69,"R",375,"R",0,"R",375,"R",173,"R",0,"R",173,"R",654,"R",0,"R",654,"R",440,"R",0,"R",440
102377, 2,"R",204,"Z",0,"R",204,"R",198,"R",0,"R",198,"R",75,"Z",0,"R",75,"R",69,"R",0,"R",69,"R",375,"Z",0,"R",375,"R",173,"R",0,"R",173,"R",654,"R",0,"R",654,"R",440,"R",0,"R",440
102429, 4,"R",347,"R",0,"R",347,"A",,"A",,"R",103,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",249,"R",1,"R",248,"A",,"A",,"R",112,"R",596,"R",1,"R",595,"A",,"A",,"R",215
102553, 1,"R",407,"R",0,"R",407,"R",70,"R",23,"R",93,"R",111,"R",0,"R",111,"R",21,"R",9,"R",30,"R",804,"R",0,"R",804,"R",223,"R",50,"R",273,"R",1322,"R",0,"R",1322,"R",314,"R",82,"R",396
102553, 2,"R",270,"Z",0,"R",270,"R",67,"R",5,"R",72,"R",78,"Z",0,"R",78,"R",20,"R",2,"R",22,"R",601,"Z",0,"R",601,"R",206,"R",18,"R",224,"R",949,"R",0,"R",949,"R",293,"R",25,"R",318
102553, 3,"R",137,"Z",0,"R",137,"R",3,"R",18,"R",21,"R",33,"Z",0,"R",33,"R",1,"R",7,"R",8,"R",203,"Z",0,"R",203,"R",17,"R",32,"R",49,"R",373,"R",0,"R",373,"R",21,"R",57,"R",78
102580, 1,"R",4,"R",0,"R",4,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",2,"R",0,"R",2
102580, 2,"R",2,"Z",0,"R",2,"R",2,"R",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2
102580, 3,"R",2,"Z",0,"R",2,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
102614, 1,"R",171,"R",0,"R",171,"R",24,"R",23,"R",47,"R",63,"R",0,"R",63,"R",14,"R",5,"R",19,"R",436,"R",0,"R",436,"R",159,"R",33,"R",192,"R",670,"R",0,"R",670,"R",197,"R",61,"R",258
102614, 2,"R",88,"Z",0,"R",88,"R",22,"R",2,"R",24,"R",40,"Z",0,"R",40,"R",12,"R",0,"R",12,"R",321,"Z",0,"R",321,"R",150,"R",8,"R",158,"R",449,"R",0,"R",449,"R",184,"R",10,"R",194
102614, 3,"R",83,"Z",0,"R",83,"R",2,"R",21,"R",23,"R",23,"Z",0,"R",23,"R",2,"R",5,"R",7,"R",115,"Z",0,"R",115,"R",9,"R",25,"R",34,"R",221,"R",0,"R",221,"R",13,"R",51,"R",64
102632, 1,"R",42,"R",0,"R",42,"R",2,"R",3,"R",5,"R",10,"R",0,"R",10,"R",3,"R",0,"R",3,"R",66,"R",0,"R",66,"R",14,"R",7,"R",21,"R",118,"R",0,"R",118,"R",19,"R",10,"R",29
102632, 2,"R",18,"Z",0,"R",18,"R",2,"R",2,"R",4,"R",6,"Z",0,"R",6,"R",2,"R",0,"R",2,"R",46,"Z",0,"R",46,"R",14,"R",3,"R",17,"R",70,"R",0,"R",70,"R",18,"R",5,"R",23
102632, 3,"R",24,"Z",0,"R",24,"R",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",1,"R",0,"R",1,"R",20,"Z",0,"R",20,"R",0,"R",4,"R",4,"R",48,"R",0,"R",48,"R",1,"R",5,"R",6
102669, 1,"R",14,"R",1,"R",13,"R",1,"R",1,"R",2,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0,"R",14,"R",2,"R",12,"R",0,"R",11,"R",11,"R",39,"R",3,"R",36,"R",1,"R",12,"R",13
102669, 2,"R",14,"R",1,"R",13,"R",1,"R",1,"R",2,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0,"R",14,"R",2,"R",12,"R",0,"R",11,"R",11,"R",39,"R",3,"R",36,"R",1,"R",12,"R",13
102711, 4,"R",31,"Z",0,"R",31,"A",,"A",,"R",31,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",51,"Z",0,"R",51,"A",,"A",,"R",39,"R",84,"R",0,"R",84,"A",,"A",,"R",72
102845, 1,"R",1079,"R",0,"R",1079,"R",11,"R",575,"R",586,"R",160,"R",1,"R",159,"R",2,"R",109,"R",111,"R",254,"R",1,"R",253,"R",2,"R",116,"R",118,"R",1493,"R",2,"R",1491,"R",15,"R",800,"R",815
102845, 2,"R",11,"Z",0,"R",11,"R",3,"R",0,"R",3,"R",2,"Z",0,"R",2,"R",1,"R",0,"R",1,"R",2,"Z",0,"R",2,"R",2,"R",0,"R",2,"R",15,"R",0,"R",15,"R",6,"R",0,"R",6
102845, 3,"R",1068,"R",0,"R",1068,"R",8,"R",575,"R",583,"R",158,"R",1,"R",157,"R",1,"R",109,"R",110,"R",252,"R",1,"R",251,"R",0,"R",116,"R",116,"R",1478,"R",2,"R",1476,"R",9,"R",800,"R",809
103501, 4,"R",182,"Z",0,"R",182,"A",,"A",,"R",147,"R",81,"Z",0,"R",81,"A",,"A",,"R",56,"R",75,"Z",0,"R",75,"A",,"A",,"R",35,"R",338,"R",0,"R",338,"A",,"A",,"R",238
