UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
185828, 1,"R",312,"R",0,"R",312,"R",231,"R",0,"R",231,"R",212,"R",1,"R",211,"R",145,"R",0,"R",145,"R",512,"R",4,"R",508,"R",384,"R",0,"R",384,"R",1036,"R",5,"R",1031,"R",760,"R",0,"R",760
185828, 2,"R",312,"R",0,"R",312,"R",231,"R",0,"R",231,"R",212,"R",1,"R",211,"R",145,"R",0,"R",145,"R",512,"R",4,"R",508,"R",384,"R",0,"R",384,"R",1036,"R",5,"R",1031,"R",760,"R",0,"R",760
185873, 4,"R",665,"Z",0,"R",665,"A",,"A",,"R",206,"R",114,"Z",0,"R",114,"A",,"A",,"R",45,"R",851,"Z",0,"R",851,"A",,"A",,"R",395,"R",1630,"R",0,"R",1630,"A",,"A",,"R",646
185970, 4,"R",17,"Z",0,"R",17,"A",,"A",,"R",11,"R",5,"Z",0,"R",5,"A",,"A",,"R",4,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",23,"R",0,"R",23,"A",,"A",,"R",16
186016, 4,"R",47,"Z",0,"R",47,"A",,"A",,"R",33,"R",7,"Z",0,"R",7,"A",,"A",,"R",6,"R",19,"Z",0,"R",19,"A",,"A",,"R",14,"R",73,"R",0,"R",73,"A",,"A",,"R",53
186034, 4,"R",447,"Z",0,"R",447,"A",,"A",,"R",54,"R",14,"Z",0,"R",14,"A",,"A",,"R",5,"R",156,"Z",0,"R",156,"A",,"A",,"R",22,"R",617,"R",0,"R",617,"A",,"A",,"R",81
186052, 4,"R",226,"R",2,"R",224,"A",,"A",,"R",134,"R",34,"R",0,"R",34,"A",,"A",,"R",25,"R",79,"R",0,"R",79,"A",,"A",,"R",49,"R",339,"R",2,"R",337,"A",,"A",,"R",208
186131, 1,"R",269,"R",1,"R",268,"R",260,"R",0,"R",260,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",1035,"R",0,"R",1035,"R",1008,"R",0,"R",1008,"R",1306,"R",1,"R",1305,"R",1270,"R",0,"R",1270
186131, 2,"R",269,"R",1,"R",268,"R",260,"R",0,"R",260,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",1035,"R",0,"R",1035,"R",1008,"R",0,"R",1008,"R",1306,"R",1,"R",1305,"R",1270,"R",0,"R",1270
186186, 1,"R",11,"R",0,"R",11,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29,"R",0,"R",29,"R",7,"R",0,"R",7,"R",40,"R",0,"R",40,"R",11,"R",0,"R",11
186186, 2,"R",11,"Z",0,"R",11,"R",4,"R",0,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",29,"Z",0,"R",29,"R",7,"R",0,"R",7,"R",40,"R",0,"R",40,"R",11,"R",0,"R",11
186201, 1,"R",252,"R",0,"R",252,"R",156,"R",0,"R",156,"R",222,"R",1,"R",221,"R",168,"R",0,"R",168,"R",470,"R",1,"R",469,"R",331,"R",0,"R",331,"R",944,"R",2,"R",942,"R",655,"R",0,"R",655
186201, 2,"R",252,"R",0,"R",252,"R",156,"R",0,"R",156,"R",222,"R",1,"R",221,"R",168,"R",0,"R",168,"R",470,"R",1,"R",469,"R",331,"R",0,"R",331,"R",944,"R",2,"R",942,"R",655,"R",0,"R",655
186274, 4,"R",15,"Z",0,"R",15,"A",,"A",,"R",7,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",9,"Z",0,"R",9,"A",,"A",,"R",7,"R",25,"R",0,"R",25,"A",,"A",,"R",15
186283, 1,"R",295,"R",0,"R",295,"R",178,"R",0,"R",178,"R",276,"R",0,"R",276,"R",187,"R",0,"R",187,"R",299,"R",0,"R",299,"R",214,"R",0,"R",214,"R",870,"R",0,"R",870,"R",579,"R",0,"R",579
186283, 2,"R",295,"Z",0,"R",295,"R",178,"R",0,"R",178,"R",276,"Z",0,"R",276,"R",187,"R",0,"R",187,"R",299,"Z",0,"R",299,"R",214,"R",0,"R",214,"R",870,"R",0,"R",870,"R",579,"R",0,"R",579
186371, 1,"R",339,"R",0,"R",339,"R",198,"R",0,"R",198,"R",153,"R",1,"R",152,"R",104,"R",0,"R",104,"R",162,"R",0,"R",162,"R",121,"R",0,"R",121,"R",654,"R",1,"R",653,"R",423,"R",0,"R",423
186371, 2,"R",339,"R",0,"R",339,"R",198,"R",0,"R",198,"R",153,"R",1,"R",152,"R",104,"R",0,"R",104,"R",162,"R",0,"R",162,"R",121,"R",0,"R",121,"R",654,"R",1,"R",653,"R",423,"R",0,"R",423
186380, 1,"R",1743,"R",1,"R",1742,"R",1373,"R",27,"R",1400,"R",1256,"R",1,"R",1255,"R",1015,"R",34,"R",1049,"R",3460,"R",4,"R",3456,"R",2920,"R",81,"R",3001,"R",6459,"R",6,"R",6453,"R",5308,"R",142,"R",5450
186380, 2,"R",1682,"R",1,"R",1681,"R",1353,"R",0,"R",1353,"R",1210,"R",1,"R",1209,"R",1010,"R",0,"R",1010,"R",3349,"R",4,"R",3345,"R",2901,"R",0,"R",2901,"R",6241,"R",6,"R",6235,"R",5264,"R",0,"R",5264
186380, 3,"R",61,"Z",0,"R",61,"R",20,"R",27,"R",47,"R",46,"Z",0,"R",46,"R",5,"R",34,"R",39,"R",111,"Z",0,"R",111,"R",19,"R",81,"R",100,"R",218,"R",0,"R",218,"R",44,"R",142,"R",186
186399, 1,"R",730,"R",1,"R",729,"R",466,"R",0,"R",466,"R",189,"R",0,"R",189,"R",129,"R",0,"R",129,"R",418,"R",0,"R",418,"R",290,"R",0,"R",290,"R",1337,"R",1,"R",1336,"R",885,"R",0,"R",885
186399, 2,"R",730,"R",1,"R",729,"R",466,"R",0,"R",466,"R",189,"R",0,"R",189,"R",129,"R",0,"R",129,"R",418,"R",0,"R",418,"R",290,"R",0,"R",290,"R",1337,"R",1,"R",1336,"R",885,"R",0,"R",885
186432, 1,"R",449,"R",0,"R",449,"R",264,"R",0,"R",264,"R",48,"R",0,"R",48,"R",31,"R",0,"R",31,"R",129,"R",0,"R",129,"R",82,"R",0,"R",82,"R",626,"R",0,"R",626,"R",377,"R",0,"R",377
186432, 2,"R",449,"Z",0,"R",449,"R",264,"R",0,"R",264,"R",48,"Z",0,"R",48,"R",31,"R",0,"R",31,"R",129,"Z",0,"R",129,"R",82,"R",0,"R",82,"R",626,"R",0,"R",626,"R",377,"R",0,"R",377
186469, 4,"R",113,"Z",0,"R",113,"A",,"A",,"R",36,"R",8,"Z",0,"R",8,"A",,"A",,"R",1,"R",100,"Z",0,"R",100,"A",,"A",,"R",52,"R",221,"R",0,"R",221,"A",,"A",,"R",89
186584, 1,"R",345,"R",0,"R",345,"R",222,"R",0,"R",222,"R",308,"R",0,"R",308,"R",212,"R",0,"R",212,"R",587,"R",0,"R",587,"R",455,"R",0,"R",455,"R",1240,"R",0,"R",1240,"R",889,"R",0,"R",889
186584, 2,"R",345,"Z",0,"R",345,"R",222,"R",0,"R",222,"R",308,"Z",0,"R",308,"R",212,"R",0,"R",212,"R",587,"Z",0,"R",587,"R",455,"R",0,"R",455,"R",1240,"R",0,"R",1240,"R",889,"R",0,"R",889
186593, 4,"R",31,"Z",0,"R",31,"A",,"A",,"R",16,"R",3,"Z",0,"R",3,"A",,"A",,"R",1,"R",2,"Z",0,"R",2,"A",,"A",,"R",1,"R",36,"R",0,"R",36,"A",,"A",,"R",18
186618, 1,"R",117,"R",0,"R",117,"R",54,"R",0,"R",54,"R",29,"R",0,"R",29,"R",11,"R",0,"R",11,"R",21,"R",0,"R",21,"R",8,"R",0,"R",8,"R",167,"R",0,"R",167,"R",73,"R",0,"R",73
186618, 2,"R",117,"Z",0,"R",117,"R",54,"R",0,"R",54,"R",29,"Z",0,"R",29,"R",11,"R",0,"R",11,"R",21,"Z",0,"R",21,"R",8,"R",0,"R",8,"R",167,"R",0,"R",167,"R",73,"R",0,"R",73
186645, 4,"R",390,"Z",0,"R",390,"A",,"A",,"R",95,"R",45,"Z",0,"R",45,"A",,"A",,"R",10,"R",708,"Z",0,"R",708,"A",,"A",,"R",263,"R",1143,"R",0,"R",1143,"A",,"A",,"R",368
186867, 1,"R",114,"R",0,"R",114,"R",89,"R",0,"R",89,"R",263,"R",0,"R",263,"R",237,"R",0,"R",237,"R",356,"R",0,"R",356,"R",318,"R",0,"R",318,"R",733,"R",0,"R",733,"R",644,"R",0,"R",644
186867, 2,"R",114,"Z",0,"R",114,"R",89,"R",0,"R",89,"R",263,"Z",0,"R",263,"R",237,"R",0,"R",237,"R",356,"Z",0,"R",356,"R",318,"R",0,"R",318,"R",733,"R",0,"R",733,"R",644,"R",0,"R",644
186876, 1,"R",405,"R",2,"R",403,"R",277,"R",0,"R",277,"R",296,"R",1,"R",295,"R",235,"R",0,"R",235,"R",486,"R",1,"R",485,"R",388,"R",0,"R",388,"R",1187,"R",4,"R",1183,"R",900,"R",0,"R",900
186876, 2,"R",405,"R",2,"R",403,"R",277,"R",0,"R",277,"R",296,"R",1,"R",295,"R",235,"R",0,"R",235,"R",486,"R",1,"R",485,"R",388,"R",0,"R",388,"R",1187,"R",4,"R",1183,"R",900,"R",0,"R",900
186900, 1,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",2,"R",0,"R",2,"R",10,"R",0,"R",10,"R",2,"R",0,"R",2
186900, 2,"R",4,"Z",0,"R",4,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",2,"R",0,"R",2,"R",10,"R",0,"R",10,"R",2,"R",0,"R",2
187000, 4,"R",9,"Z",0,"R",9,"A",,"A",,"R",9,"R",7,"Z",0,"R",7,"A",,"A",,"R",7,"R",3,"Z",0,"R",3,"A",,"A",,"R",1,"R",19,"R",0,"R",19,"A",,"A",,"R",17
187134, 1,"R",250,"R",0,"R",250,"R",201,"R",0,"R",201,"R",410,"R",0,"R",410,"R",349,"R",0,"R",349,"R",794,"R",0,"R",794,"R",697,"R",0,"R",697,"R",1454,"R",0,"R",1454,"R",1247,"R",0,"R",1247
187134, 2,"R",250,"Z",0,"R",250,"R",201,"R",0,"R",201,"R",410,"Z",0,"R",410,"R",349,"R",0,"R",349,"R",794,"Z",0,"R",794,"R",697,"R",0,"R",697,"R",1454,"R",0,"R",1454,"R",1247,"R",0,"R",1247
187198, 4,"R",856,"Z",0,"R",856,"A",,"A",,"R",255,"R",24,"Z",0,"R",24,"A",,"A",,"R",9,"R",558,"Z",0,"R",558,"A",,"A",,"R",241,"R",1438,"R",0,"R",1438,"A",,"A",,"R",505
187444, 1,"R",656,"R",0,"R",656,"R",331,"R",0,"R",331,"R",263,"R",0,"R",263,"R",151,"R",0,"R",151,"R",453,"R",0,"R",453,"R",286,"R",0,"R",286,"R",1372,"R",0,"R",1372,"R",768,"R",0,"R",768
187444, 2,"R",656,"Z",0,"R",656,"R",331,"R",0,"R",331,"R",263,"Z",0,"R",263,"R",151,"R",0,"R",151,"R",453,"Z",0,"R",453,"R",286,"R",0,"R",286,"R",1372,"R",0,"R",1372,"R",768,"R",0,"R",768
187505, 4,"R",388,"Z",0,"R",388,"A",,"A",,"R",178,"R",31,"Z",0,"R",31,"A",,"A",,"R",16,"R",65,"Z",0,"R",65,"A",,"A",,"R",41,"R",484,"R",0,"R",484,"A",,"A",,"R",235
187532, 4,"R",1237,"Z",0,"R",1237,"A",,"A",,"R",303,"R",70,"Z",0,"R",70,"A",,"A",,"R",21,"R",912,"Z",0,"R",912,"A",,"A",,"R",291,"R",2219,"R",0,"R",2219,"A",,"A",,"R",615
187596, 1,"R",190,"R",0,"R",190,"R",3,"R",14,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37,"R",0,"R",37,"R",0,"R",3,"R",3,"R",227,"R",0,"R",227,"R",3,"R",17,"R",20
187596, 2,"R",5,"Z",0,"R",5,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",0,"R",0,"R",0,"R",9,"R",0,"R",9,"R",1,"R",0,"R",1
187596, 3,"R",185,"Z",0,"R",185,"R",2,"R",14,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",33,"Z",0,"R",33,"R",0,"R",3,"R",3,"R",218,"R",0,"R",218,"R",2,"R",17,"R",19
187620, 4,"R",742,"Z",0,"R",742,"A",,"A",,"R",121,"R",26,"Z",0,"R",26,"A",,"A",,"R",6,"R",320,"Z",0,"R",320,"A",,"A",,"R",55,"R",1088,"R",0,"R",1088,"A",,"A",,"R",182
187639, 4,"R",134,"Z",0,"R",134,"A",,"A",,"R",55,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",86,"Z",0,"R",86,"A",,"A",,"R",35,"R",221,"R",0,"R",221,"A",,"A",,"R",91
187648, 1,"R",311,"R",0,"R",311,"R",101,"R",22,"R",123,"R",32,"R",0,"R",32,"R",7,"R",0,"R",7,"R",279,"R",0,"R",279,"R",117,"R",10,"R",127,"R",622,"R",0,"R",622,"R",225,"R",32,"R",257
187648, 2,"R",305,"Z",0,"R",305,"R",101,"R",20,"R",121,"R",32,"Z",0,"R",32,"R",7,"R",0,"R",7,"R",277,"Z",0,"R",277,"R",116,"R",10,"R",126,"R",614,"R",0,"R",614,"R",224,"R",30,"R",254
187648, 3,"R",6,"Z",0,"R",6,"R",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",1,"R",0,"R",1,"R",8,"R",0,"R",8,"R",1,"R",2,"R",3
187666, 4,"R",178,"Z",0,"R",178,"A",,"A",,"R",64,"R",6,"Z",0,"R",6,"A",,"A",,"R",4,"R",108,"Z",0,"R",108,"A",,"A",,"R",35,"R",292,"R",0,"R",292,"A",,"A",,"R",103
187745, 1,"R",35,"R",0,"R",35,"R",6,"R",2,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",0,"R",9,"R",3,"R",1,"R",4,"R",44,"R",0,"R",44,"R",9,"R",3,"R",12
187745, 2,"R",24,"Z",0,"R",24,"R",6,"R",0,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",3,"R",0,"R",3,"R",30,"R",0,"R",30,"R",9,"R",0,"R",9
187745, 3,"R",11,"Z",0,"R",11,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"Z",0,"R",1,"R",1,"R",14,"R",0,"R",14,"R",0,"R",3,"R",3
187897, 1,"R",195,"R",1,"R",194,"R",55,"R",0,"R",55,"R",10,"R",0,"R",10,"R",2,"R",0,"R",2,"R",106,"R",0,"R",106,"R",22,"R",0,"R",22,"R",311,"R",1,"R",310,"R",79,"R",0,"R",79
187897, 2,"R",195,"R",1,"R",194,"R",55,"R",0,"R",55,"R",10,"R",0,"R",10,"R",2,"R",0,"R",2,"R",106,"R",0,"R",106,"R",22,"R",0,"R",22,"R",311,"R",1,"R",310,"R",79,"R",0,"R",79
187903, 4,"R",145,"Z",0,"R",145,"A",,"A",,"R",58,"R",31,"Z",0,"R",31,"A",,"A",,"R",6,"R",133,"Z",0,"R",133,"A",,"A",,"R",88,"R",309,"R",0,"R",309,"A",,"A",,"R",152
187912, 4,"R",72,"Z",0,"R",72,"A",,"A",,"R",25,"R",5,"Z",0,"R",5,"A",,"A",,"R",0,"R",129,"Z",0,"R",129,"A",,"A",,"R",66,"R",206,"R",0,"R",206,"A",,"A",,"R",91
187958, 4,"R",179,"Z",0,"R",179,"A",,"A",,"R",26,"R",2,"Z",0,"R",2,"A",,"A",,"R",1,"R",42,"Z",0,"R",42,"A",,"A",,"R",8,"R",223,"R",0,"R",223,"A",,"A",,"R",35
187967, 1,"R",88,"R",0,"R",88,"R",43,"R",0,"R",43,"R",114,"R",0,"R",114,"R",63,"R",0,"R",63,"R",96,"R",0,"R",96,"R",58,"R",0,"R",58,"R",298,"R",0,"R",298,"R",164,"R",0,"R",164
187967, 2,"R",88,"Z",0,"R",88,"R",43,"R",0,"R",43,"R",114,"Z",0,"R",114,"R",63,"R",0,"R",63,"R",96,"Z",0,"R",96,"R",58,"R",0,"R",58,"R",298,"R",0,"R",298,"R",164,"R",0,"R",164
187976, 4,"R",33,"Z",0,"R",33,"A",,"A",,"R",10,"R",1,"Z",0,"R",1,"A",,"A",,"R",0,"R",33,"Z",0,"R",33,"A",,"A",,"R",10,"R",67,"R",0,"R",67,"A",,"A",,"R",20
187985, 1,"R",1297,"R",3,"R",1294,"R",549,"R",8,"R",557,"R",221,"R",0,"R",221,"R",95,"R",0,"R",95,"R",1847,"R",0,"R",1847,"R",1078,"R",8,"R",1086,"R",3365,"R",3,"R",3362,"R",1722,"R",16,"R",1738
187985, 2,"R",1297,"R",3,"R",1294,"R",549,"R",8,"R",557,"R",221,"R",0,"R",221,"R",95,"R",0,"R",95,"R",1847,"R",0,"R",1847,"R",1078,"R",8,"R",1086,"R",3365,"R",3,"R",3362,"R",1722,"R",16,"R",1738
187994, 4,"R",63,"Z",0,"R",63,"A",,"A",,"R",12,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",61,"Z",0,"R",61,"A",,"A",,"R",13,"R",124,"R",0,"R",124,"A",,"A",,"R",25
188003, 4,"R",45,"Z",0,"R",45,"A",,"A",,"R",12,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",57,"Z",0,"R",57,"A",,"A",,"R",10,"R",102,"R",0,"R",102,"A",,"A",,"R",22
188021, 4,"R",42,"Z",0,"R",42,"A",,"A",,"R",13,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",11,"Z",0,"R",11,"A",,"A",,"R",5,"R",53,"R",0,"R",53,"A",,"A",,"R",18
188030, 1,"R",825,"R",0,"R",825,"R",371,"R",0,"R",371,"R",139,"R",0,"R",139,"R",52,"R",0,"R",52,"R",861,"R",0,"R",861,"R",506,"R",0,"R",506,"R",1825,"R",0,"R",1825,"R",929,"R",0,"R",929
188030, 2,"R",825,"Z",0,"R",825,"R",371,"R",0,"R",371,"R",139,"Z",0,"R",139,"R",52,"R",0,"R",52,"R",861,"Z",0,"R",861,"R",506,"R",0,"R",506,"R",1825,"R",0,"R",1825,"R",929,"R",0,"R",929
188049, 4,"R",105,"Z",0,"R",105,"A",,"A",,"R",18,"R",1,"Z",0,"R",1,"A",,"A",,"R",0,"R",60,"Z",0,"R",60,"A",,"A",,"R",9,"R",166,"R",0,"R",166,"A",,"A",,"R",27
188058, 1,"R",114,"R",0,"R",114,"R",19,"R",23,"R",42,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",18,"R",0,"R",18,"R",2,"R",9,"R",11,"R",134,"R",0,"R",134,"R",21,"R",32,"R",53
188058, 2,"R",55,"Z",0,"R",55,"R",9,"R",16,"R",25,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",0,"R",3,"R",3,"R",65,"R",0,"R",65,"R",9,"R",19,"R",28
188058, 3,"R",59,"Z",0,"R",59,"R",10,"R",7,"R",17,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",2,"R",6,"R",8,"R",69,"R",0,"R",69,"R",12,"R",13,"R",25
188100, 4,"R",398,"R",0,"R",398,"A",,"A",,"R",84,"R",9,"R",0,"R",9,"A",,"A",,"R",0,"R",187,"R",1,"R",186,"A",,"A",,"R",50,"R",594,"R",1,"R",593,"A",,"A",,"R",134
188137, 4,"R",140,"Z",0,"R",140,"A",,"A",,"R",23,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",109,"Z",0,"R",109,"A",,"A",,"R",23,"R",249,"R",0,"R",249,"A",,"A",,"R",46
188182, 1,"R",60,"R",0,"R",60,"R",15,"R",0,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34,"R",0,"R",34,"R",10,"R",0,"R",10,"R",94,"R",0,"R",94,"R",25,"R",0,"R",25
188182, 2,"R",60,"Z",0,"R",60,"R",15,"R",0,"R",15,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",34,"Z",0,"R",34,"R",10,"R",0,"R",10,"R",94,"R",0,"R",94,"R",25,"R",0,"R",25
188216, 4,"R",59,"Z",0,"R",59,"A",,"A",,"R",12,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",60,"Z",0,"R",60,"A",,"A",,"R",4,"R",119,"R",0,"R",119,"A",,"A",,"R",16
188225, 4,"R",56,"R",0,"R",56,"A",,"A",,"R",13,"R",1,"R",0,"R",1,"A",,"A",,"R",0,"R",24,"R",1,"R",23,"A",,"A",,"R",6,"R",81,"R",1,"R",80,"A",,"A",,"R",19
188261, 4,"R",47,"Z",0,"R",47,"A",,"A",,"R",23,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",18,"Z",0,"R",18,"A",,"A",,"R",11,"R",65,"R",0,"R",65,"A",,"A",,"R",34
188289, 4,"R",4,"Z",0,"R",4,"A",,"A",,"R",4,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",5,"R",0,"R",5,"A",,"A",,"R",5
188304, 1,"R",177,"R",0,"R",177,"R",25,"R",18,"R",43,"R",10,"R",0,"R",10,"R",1,"R",1,"R",2,"R",77,"R",0,"R",77,"R",26,"R",11,"R",37,"R",264,"R",0,"R",264,"R",52,"R",30,"R",82
188304, 2,"R",101,"Z",0,"R",101,"R",17,"R",4,"R",21,"R",4,"Z",0,"R",4,"R",1,"R",0,"R",1,"R",48,"Z",0,"R",48,"R",17,"R",4,"R",21,"R",153,"R",0,"R",153,"R",35,"R",8,"R",43
188304, 3,"R",76,"Z",0,"R",76,"R",8,"R",14,"R",22,"R",6,"Z",0,"R",6,"R",0,"R",1,"R",1,"R",29,"Z",0,"R",29,"R",9,"R",7,"R",16,"R",111,"R",0,"R",111,"R",17,"R",22,"R",39
188340, 1,"R",178,"R",0,"R",178,"R",37,"R",35,"R",72,"R",44,"R",0,"R",44,"R",10,"R",7,"R",17,"R",56,"R",0,"R",56,"R",9,"R",12,"R",21,"R",278,"R",0,"R",278,"R",56,"R",54,"R",110
188340, 2,"R",39,"Z",0,"R",39,"R",24,"R",0,"R",24,"R",19,"Z",0,"R",19,"R",9,"R",1,"R",10,"R",22,"Z",0,"R",22,"R",9,"R",2,"R",11,"R",80,"R",0,"R",80,"R",42,"R",3,"R",45
188340, 3,"R",139,"Z",0,"R",139,"R",13,"R",35,"R",48,"R",25,"Z",0,"R",25,"R",1,"R",6,"R",7,"R",34,"Z",0,"R",34,"R",0,"R",10,"R",10,"R",198,"R",0,"R",198,"R",14,"R",51,"R",65
188429, 1,"R",457,"R",1,"R",456,"R",275,"R",1,"R",276,"R",257,"R",0,"R",257,"R",168,"R",0,"R",168,"R",501,"R",0,"R",501,"R",374,"R",1,"R",375,"R",1215,"R",1,"R",1214,"R",817,"R",2,"R",819
188429, 2,"R",456,"R",1,"R",455,"R",275,"R",0,"R",275,"R",257,"R",0,"R",257,"R",168,"R",0,"R",168,"R",498,"R",0,"R",498,"R",374,"R",0,"R",374,"R",1211,"R",1,"R",1210,"R",817,"R",0,"R",817
188429, 3,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"Z",0,"R",1,"R",1,"R",4,"R",0,"R",4,"R",0,"R",2,"R",2
188438, 4,"R",390,"Z",0,"R",390,"A",,"A",,"R",81,"R",63,"Z",0,"R",63,"A",,"A",,"R",20,"R",309,"Z",0,"R",309,"A",,"A",,"R",99,"R",762,"R",0,"R",762,"A",,"A",,"R",200
188517, 1,"R",26,"R",0,"R",26,"R",0,"R",8,"R",8,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1,"R",6,"R",0,"R",6,"R",0,"R",2,"R",2,"R",33,"R",0,"R",33,"R",0,"R",11,"R",11
188517, 3,"R",26,"Z",0,"R",26,"Z",0,"R",8,"R",8,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",6,"Z",0,"R",6,"Z",0,"R",2,"R",2,"R",33,"R",0,"R",33,"R",0,"R",11,"R",11
188526, 1,"R",42,"R",0,"R",42,"R",5,"R",20,"R",25,"R",59,"R",0,"R",59,"R",11,"R",24,"R",35,"R",52,"R",0,"R",52,"R",9,"R",25,"R",34,"R",153,"R",0,"R",153,"R",25,"R",69,"R",94
188526, 2,"R",8,"Z",0,"R",8,"R",4,"R",0,"R",4,"R",7,"Z",0,"R",7,"R",6,"R",0,"R",6,"R",10,"Z",0,"R",10,"R",9,"R",0,"R",9,"R",25,"R",0,"R",25,"R",19,"R",0,"R",19
188526, 3,"R",34,"Z",0,"R",34,"R",1,"R",20,"R",21,"R",52,"Z",0,"R",52,"R",5,"R",24,"R",29,"R",42,"Z",0,"R",42,"R",0,"R",25,"R",25,"R",128,"R",0,"R",128,"R",6,"R",69,"R",75
188641, 1,"R",189,"R",0,"R",189,"R",88,"R",0,"R",88,"R",122,"R",0,"R",122,"R",64,"R",0,"R",64,"R",106,"R",0,"R",106,"R",71,"R",0,"R",71,"R",417,"R",0,"R",417,"R",223,"R",0,"R",223
188641, 2,"R",189,"Z",0,"R",189,"R",88,"R",0,"R",88,"R",122,"Z",0,"R",122,"R",64,"R",0,"R",64,"R",106,"Z",0,"R",106,"R",71,"R",0,"R",71,"R",417,"R",0,"R",417,"R",223,"R",0,"R",223
188650, 4,"R",319,"Z",0,"R",319,"A",,"A",,"R",302,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",42,"Z",0,"R",42,"A",,"A",,"R",5,"R",363,"R",0,"R",363,"A",,"A",,"R",309
188669, 4,"R",7,"Z",0,"R",7,"A",,"A",,"R",6,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",28,"Z",0,"R",28,"A",,"A",,"R",24,"R",35,"R",0,"R",35,"A",,"A",,"R",30
188678, 4,"R",27,"Z",0,"R",27,"A",,"A",,"R",27,"R",18,"Z",0,"R",18,"A",,"A",,"R",18,"R",55,"Z",0,"R",55,"A",,"A",,"R",21,"R",100,"R",0,"R",100,"A",,"A",,"R",66
188687, 4,"R",10,"Z",0,"R",10,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",5,"Z",0,"R",5,"A",,"A",,"R",4,"R",15,"R",0,"R",15,"A",,"A",,"R",5
188696, 4,"R",6,"Z",0,"R",6,"A",,"A",,"R",0,"R",6,"Z",0,"R",6,"A",,"A",,"R",0,"R",54,"Z",0,"R",54,"A",,"A",,"R",4,"R",66,"R",0,"R",66,"A",,"A",,"R",4
