UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
175041,"R",509,"R",2090,"R",24,"R",491,"R",0,"R",0,"R",491,"R",303,"R",62,"R",381,"R",0,"R",0,"R",381,"R",155,"R",41,"R",21
175078,"R",319,"R",3913,"R",8,"R",414,"R",0,"R",0,"R",414,"R",276,"R",67,"R",8,"R",0,"R",0,"R",8,"R",3,"R",38,"R",15
175120,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
175227,"R",300,"R",497,"R",60,"R",21,"R",0,"R",0,"R",21,"R",15,"R",71,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
175236,"R",363,"R",1264,"R",29,"R",385,"R",0,"R",0,"R",385,"R",237,"R",62,"R",123,"R",0,"R",0,"R",123,"R",69,"R",56,"R",19
175263,"R",161,"R",1035,"R",16,"R",148,"R",0,"R",0,"R",148,"R",92,"R",62,"R",40,"R",0,"R",0,"R",40,"R",18,"R",45,"R",17
175272,"R",1157,"R",1635,"R",71,"R",1081,"R",0,"R",0,"R",1081,"R",822,"R",76,"R",12,"R",0,"R",0,"R",12,"R",3,"R",25,"R",16
175315,"R",629,"R",3354,"R",19,"R",634,"R",0,"R",0,"R",634,"R",357,"R",56,"R",449,"R",0,"R",0,"R",449,"R",199,"R",44,"R",23
175342,"R",459,"R",792,"R",58,"R",376,"R",0,"R",0,"R",376,"R",303,"R",81,"R",26,"R",0,"R",0,"R",26,"R",7,"R",27,"R",16
175421,"R",257,"R",485,"R",53,"R",186,"R",0,"R",0,"R",186,"R",125,"R",67,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",9
175430,"R",90,"R",420,"R",21,"R",141,"R",0,"R",0,"R",141,"R",91,"R",65,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
175494,"A",,"A",,"A",,"R",21,"Z",0,"Z",0,"R",21,"R",18,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
175519,"R",304,"R",735,"R",41,"R",317,"R",0,"R",0,"R",317,"R",189,"R",60,"R",37,"R",0,"R",0,"R",37,"R",7,"R",19,"R",19
175573,"R",648,"R",1377,"R",47,"R",579,"R",0,"R",0,"R",579,"R",398,"R",69,"R",35,"R",0,"R",0,"R",35,"R",9,"R",26,"R",20
175616,"R",212,"R",709,"R",30,"R",250,"R",0,"R",0,"R",250,"R",160,"R",64,"R",14,"R",0,"R",0,"R",14,"R",3,"R",21,"R",10
175643,"R",543,"R",1202,"R",45,"R",579,"R",0,"R",0,"R",579,"R",368,"R",64,"R",32,"R",0,"R",0,"R",32,"R",4,"R",13,"R",17
175652,"R",648,"R",1502,"R",43,"R",577,"R",0,"R",0,"R",577,"R",314,"R",54,"R",37,"Z",0,"Z",0,"R",37,"R",5,"R",14,"R",18
175698,"A",,"A",,"A",,"R",23,"Z",0,"Z",0,"R",23,"R",18,"R",78,"R",8,"R",0,"R",0,"R",8,"R",5,"R",63,"R",15
175722,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
175786,"R",1370,"R",5786,"R",24,"R",1028,"R",0,"R",0,"R",1028,"R",548,"R",53,"R",262,"R",0,"R",0,"R",262,"R",119,"R",45,"R",13
175810,"R",992,"R",3686,"R",27,"R",1062,"R",0,"R",0,"R",1062,"R",467,"R",44,"R",46,"Z",0,"Z",0,"R",46,"R",14,"R",30,"R",17
175829,"R",1305,"R",2215,"R",59,"R",1136,"R",0,"R",0,"R",1136,"R",762,"R",67,"R",161,"Z",0,"Z",0,"R",161,"R",25,"R",16,"R",20
175856,"R",1068,"R",1588,"R",67,"R",766,"R",0,"R",0,"R",766,"R",593,"R",77,"R",27,"R",0,"R",0,"R",27,"R",15,"R",56,"R",15
175883,"R",670,"R",1727,"R",39,"R",720,"R",0,"R",0,"R",720,"R",420,"R",58,"R",97,"Z",0,"Z",0,"R",97,"R",22,"R",23,"R",25
175935,"R",418,"R",1625,"R",26,"R",441,"R",0,"R",0,"R",441,"R",268,"R",61,"R",25,"R",0,"R",0,"R",25,"R",5,"R",20,"R",15
175980,"R",192,"R",212,"R",91,"R",180,"R",0,"R",0,"R",180,"R",150,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
176008,"R",445,"R",1256,"R",35,"R",425,"Z",0,"Z",0,"R",425,"R",241,"R",57,"R",28,"Z",0,"Z",0,"R",28,"R",9,"R",32,"R",17
176017,"R",4429,"R",5906,"R",75,"R",3559,"R",6,"R",0,"R",3553,"R",3173,"R",89,"R",21,"R",0,"R",0,"R",21,"R",7,"R",33,"R",16
176035,"R",121,"R",866,"R",14,"R",165,"R",0,"R",0,"R",165,"R",121,"R",73,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",11
176044,"R",205,"R",751,"R",27,"R",169,"R",0,"R",0,"R",169,"R",105,"R",62,"R",30,"R",0,"R",0,"R",30,"R",3,"R",10,"R",12
176053,"R",372,"R",928,"R",40,"R",433,"R",0,"R",0,"R",433,"R",335,"R",77,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",13
176062,"A",,"A",,"A",,"R",7,"Z",0,"Z",0,"R",7,"R",6,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
176071,"R",1681,"R",3436,"R",49,"R",1567,"R",0,"Z",0,"R",1567,"R",1026,"R",65,"R",321,"R",0,"R",0,"R",321,"R",67,"R",21,"R",22
176080,"R",3353,"R",5317,"R",63,"R",3372,"R",0,"R",0,"R",3372,"R",2716,"R",81,"R",16,"R",0,"R",0,"R",16,"R",5,"R",31,"R",16
176169,"R",842,"R",1335,"R",63,"R",351,"R",0,"R",0,"R",351,"R",184,"R",52,"R",12,"R",0,"R",0,"R",12,"R",1,"R",8,"R",22
176178,"R",1400,"R",2787,"R",50,"R",1402,"R",0,"R",0,"R",1402,"R",918,"R",65,"R",106,"R",0,"R",0,"R",106,"R",25,"R",24,"R",21
176239,"R",789,"R",2846,"R",28,"R",822,"R",0,"R",0,"R",822,"R",516,"R",63,"R",55,"R",0,"R",0,"R",55,"R",10,"R",18,"R",24
176318,"R",164,"R",332,"R",49,"R",29,"R",0,"R",0,"R",29,"R",19,"R",66,"R",24,"R",0,"R",0,"R",24,"R",10,"R",42,"R",8
176336,"R",32,"R",44,"R",73,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
176354,"R",512,"R",845,"R",61,"R",513,"R",9,"R",0,"R",504,"R",360,"R",71,"R",11,"R",0,"R",0,"R",11,"R",4,"R",36,"R",22
176372,"R",1593,"R",3047,"R",52,"R",1561,"R",0,"R",0,"R",1561,"R",1087,"R",70,"R",26,"R",0,"R",0,"R",26,"R",10,"R",38,"R",15
176406,"R",133,"R",206,"R",65,"R",98,"R",0,"R",0,"R",98,"R",80,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
176433,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
176451,"A",,"A",,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",10,"Z",0,"Z",0,"R",10,"R",3,"R",30,"R",11
176479,"R",173,"R",1937,"R",9,"R",135,"R",0,"R",0,"R",135,"R",106,"R",79,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",13
176628,"R",184,"R",321,"R",57,"R",217,"R",0,"R",0,"R",217,"R",171,"R",79,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
176664,"R",67,"R",104,"R",64,"R",43,"R",0,"R",0,"R",43,"R",31,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
176716,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
176770,"R",1,"R",169,"R",1,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
176789,"R",27,"R",62,"R",44,"R",33,"R",0,"R",0,"R",33,"R",26,"R",79,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",8
176798,"A",,"A",,"A",,"R",31,"R",0,"R",0,"R",31,"R",17,"R",55,"R",44,"R",1,"R",0,"R",43,"R",7,"R",16,"R",12
176910,"R",10,"R",56,"R",18,"R",22,"R",0,"R",0,"R",22,"R",15,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
176947,"R",292,"R",387,"R",75,"R",339,"R",0,"R",0,"R",339,"R",228,"R",67,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",13
176965,"R",1010,"R",3008,"R",34,"R",1124,"R",0,"R",0,"R",1124,"R",810,"R",72,"R",34,"R",0,"R",0,"R",34,"R",13,"R",38,"R",19
176983,"A",,"A",,"A",,"R",37,"R",0,"R",0,"R",37,"R",33,"R",89,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"R",5
177038,"R",2,"R",22,"R",9,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",9
177065,"R",290,"R",1536,"R",19,"R",234,"R",0,"R",0,"R",234,"R",145,"R",62,"R",86,"R",1,"R",0,"R",85,"R",20,"R",24,"R",20
177083,"R",4,"R",8,"R",50,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",2
177117,"R",96,"R",111,"R",86,"R",121,"R",0,"R",0,"R",121,"R",74,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
177135,"R",819,"R",1216,"R",67,"R",698,"R",1,"R",0,"R",697,"R",475,"R",68,"R",144,"R",0,"R",0,"R",144,"R",69,"R",48,"R",13
177144,"R",263,"R",361,"R",73,"R",242,"R",0,"R",0,"R",242,"R",157,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
177214,"R",403,"R",478,"R",84,"R",320,"R",0,"R",0,"R",320,"R",250,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
177250,"R",489,"R",1313,"R",37,"R",573,"R",0,"R",0,"R",573,"R",359,"R",63,"R",100,"R",0,"R",0,"R",100,"R",59,"R",59,"R",14
177302,"A",,"A",,"A",,"R",55,"R",0,"Z",0,"R",55,"R",38,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",26
177339,"R",343,"R",404,"R",85,"R",295,"R",0,"R",0,"R",295,"R",222,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
177418,"R",181,"R",246,"R",74,"R",113,"R",0,"R",0,"R",113,"R",81,"R",72,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",9
177436,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
177472,"R",1988,"R",3328,"R",60,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
177542,"R",53,"R",156,"R",34,"R",102,"R",0,"R",0,"R",102,"R",59,"R",58,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",11
177551,"R",227,"R",309,"R",73,"R",203,"Z",0,"Z",0,"R",203,"R",137,"R",67,"R",6,"Z",0,"R",1,"R",7,"R",1,"R",14,"R",8
177588,"A",,"A",,"A",,"R",6,"Z",0,"Z",0,"R",6,"R",2,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
177603,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",6,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
177676,"R",718,"R",1011,"R",71,"R",759,"R",0,"R",0,"R",759,"R",454,"R",60,"R",148,"R",1,"R",0,"R",147,"R",69,"R",47,"R",15
177685,"A",,"A",,"A",,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
177719,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
177746,"R",187,"R",236,"R",79,"R",206,"R",0,"Z",0,"R",206,"R",153,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
177931,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
177940,"R",341,"R",658,"R",52,"R",279,"R",0,"R",0,"R",279,"R",136,"R",49,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
177968,"R",865,"R",1670,"R",52,"R",719,"R",0,"R",0,"R",719,"R",555,"R",77,"R",11,"R",0,"R",0,"R",11,"R",5,"R",45,"R",13
177977,"R",976,"R",1271,"R",77,"R",972,"R",0,"R",0,"R",972,"R",855,"R",88,"R",17,"R",0,"R",0,"R",17,"R",17,"R",100,"R",18
177986,"R",8,"R",99,"R",8,"R",12,"R",0,"R",0,"R",12,"R",9,"R",75,"R",7,"R",0,"R",0,"R",7,"R",2,"R",29,"R",9
177995,"R",2022,"R",5378,"R",38,"R",2166,"R",1,"R",0,"R",2165,"R",1309,"R",60,"R",983,"R",2,"R",0,"R",981,"R",374,"R",38,"R",13
178059,"R",695,"R",1840,"R",38,"R",610,"R",3,"Z",0,"R",607,"R",504,"R",83,"R",224,"Z",0,"Z",0,"R",224,"R",72,"R",32,"R",13
178077,"A",,"A",,"A",,"R",22,"R",0,"R",0,"R",22,"R",20,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
178183,"A",,"A",,"A",,"R",38,"R",0,"R",0,"R",38,"R",29,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
178208,"R",37,"R",274,"R",14,"R",37,"R",0,"R",0,"R",37,"R",22,"R",59,"R",17,"R",0,"R",0,"R",17,"R",7,"R",41,"R",17
178217,"R",455,"R",621,"R",73,"R",495,"R",0,"R",0,"R",495,"R",339,"R",68,"R",45,"R",0,"R",0,"R",45,"R",19,"R",42,"R",20
178244,"R",308,"R",2977,"R",10,"R",235,"R",0,"R",0,"R",235,"R",157,"R",67,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",19
178341,"R",553,"R",1532,"R",36,"R",469,"R",0,"R",0,"R",469,"R",291,"R",62,"R",35,"R",0,"R",0,"R",35,"R",11,"R",31,"R",17
178369,"R",377,"R",676,"R",56,"R",547,"R",0,"R",0,"R",547,"R",223,"R",41,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",13
178387,"R",563,"R",1619,"R",35,"R",523,"R",9,"Z",0,"R",514,"R",324,"R",63,"R",33,"R",2,"Z",0,"R",31,"R",9,"R",29,"R",17
178396,"R",4928,"R",6264,"R",79,"R",4781,"R",3,"R",0,"R",4778,"R",4233,"R",89,"R",62,"R",0,"R",0,"R",62,"R",41,"R",66,"R",18
178402,"R",1139,"R",2011,"R",57,"R",1118,"R",3,"R",0,"R",1115,"R",860,"R",77,"R",30,"R",0,"R",0,"R",30,"R",7,"R",23,"R",14
178411,"R",1136,"R",1392,"R",82,"R",1180,"R",3,"R",0,"R",1177,"R",1012,"R",86,"R",8,"R",0,"R",0,"R",8,"R",2,"R",25,"R",18
178420,"R",415,"R",1589,"R",26,"R",271,"R",3,"R",0,"R",268,"R",201,"R",75,"R",25,"R",1,"R",0,"R",24,"R",4,"R",17,"R",13
178448,"R",795,"R",2385,"R",33,"R",855,"Z",0,"Z",0,"R",855,"R",561,"R",66,"R",219,"Z",0,"Z",0,"R",219,"R",83,"R",38,"R",25
178527,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",17,"R",68,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",14
178615,"R",698,"R",1286,"R",54,"R",660,"R",1,"R",0,"R",659,"R",532,"R",81,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",13
178624,"R",1076,"R",1897,"R",57,"R",949,"R",0,"R",0,"R",949,"R",755,"R",80,"R",15,"R",0,"R",0,"R",15,"R",7,"R",47,"R",18
178679,"R",142,"R",199,"R",71,"R",114,"R",0,"R",0,"R",114,"R",100,"R",88,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",15
178697,"R",358,"R",383,"R",93,"R",292,"R",0,"R",0,"R",292,"R",236,"R",81,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",15
178721,"R",216,"R",1178,"R",18,"R",244,"R",0,"R",0,"R",244,"R",145,"R",59,"R",47,"R",0,"R",0,"R",47,"R",15,"R",32,"R",14
178767,"R",2,"R",10,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
178828,"A",,"A",,"A",,"R",15,"Z",0,"Z",0,"R",15,"R",13,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
178891,"R",476,"R",743,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
178989,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
179043,"R",285,"R",1101,"R",26,"R",403,"R",0,"R",0,"R",403,"R",308,"R",76,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
179159,"R",1658,"R",4564,"R",36,"R",1789,"R",3,"R",0,"R",1786,"R",1547,"R",87,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",9
179195,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
179265,"R",106,"R",125,"R",85,"R",77,"R",0,"R",0,"R",77,"R",54,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
179308,"R",1643,"R",3531,"R",47,"R",1652,"R",0,"R",0,"R",1652,"R",1017,"R",62,"R",718,"R",0,"R",0,"R",718,"R",270,"R",38,"R",18
179326,"R",265,"R",634,"R",42,"R",278,"R",0,"R",0,"R",278,"R",186,"R",67,"R",18,"R",0,"R",0,"R",18,"R",5,"R",28,"R",11
179344,"R",295,"R",927,"R",32,"R",267,"R",0,"R",0,"R",267,"R",167,"R",63,"R",40,"R",0,"R",0,"R",40,"R",7,"R",18,"R",13
179511,"A",,"A",,"A",,"R",27,"R",0,"R",0,"R",27,"R",18,"R",67,"R",17,"Z",0,"Z",0,"R",17,"R",12,"R",71,"R",20
179539,"R",695,"R",1798,"R",39,"R",785,"R",0,"R",0,"R",785,"R",504,"R",64,"R",143,"R",0,"R",0,"R",143,"R",50,"R",35,"R",17
179548,"R",76,"R",137,"R",55,"R",99,"R",0,"R",0,"R",99,"R",62,"R",63,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",8
179557,"R",1388,"R",2917,"R",48,"R",1416,"R",0,"R",0,"R",1416,"R",1040,"R",73,"R",66,"R",0,"R",0,"R",66,"R",26,"R",39,"R",20
179566,"R",2188,"R",7402,"R",30,"R",2416,"R",2,"R",0,"R",2414,"R",1832,"R",76,"R",146,"R",0,"R",0,"R",146,"R",99,"R",68,"R",19
179645,"R",508,"R",1168,"R",43,"R",483,"R",0,"R",0,"R",483,"R",257,"R",53,"R",151,"R",0,"R",0,"R",151,"R",30,"R",20,"R",22
179715,"R",347,"R",504,"R",69,"R",344,"R",0,"R",0,"R",344,"R",259,"R",75,"R",55,"R",0,"R",0,"R",55,"R",18,"R",33,"R",19
179867,"R",1808,"R",2130,"R",85,"R",1970,"R",1,"R",0,"R",1969,"R",1890,"R",96,"R",10,"R",0,"R",0,"R",10,"R",5,"R",50,"R",7
179894,"R",414,"R",691,"R",60,"R",343,"R",0,"R",0,"R",343,"R",270,"R",79,"R",4,"R",0,"R",0,"R",4,"R",0,"R",0,"R",12
179946,"R",161,"R",198,"R",81,"R",214,"R",0,"R",0,"R",214,"R",138,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
179955,"R",243,"R",292,"R",83,"R",222,"Z",0,"Z",0,"R",222,"R",166,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
179964,"R",213,"R",314,"R",68,"R",122,"R",0,"R",0,"R",122,"R",92,"R",75,"R",7,"R",0,"R",0,"R",7,"R",1,"R",14,"R",9
179991,"A",,"A",,"A",,"R",22,"R",0,"Z",0,"R",22,"R",21,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
180054,"R",37,"R",37,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
180063,"A",,"A",,"A",,"R",26,"R",0,"R",0,"R",26,"R",10,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
180081,"R",119,"R",398,"R",30,"R",103,"R",0,"R",0,"R",103,"R",67,"R",65,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",13
180090,"A",,"A",,"A",,"R",45,"R",0,"R",0,"R",45,"R",39,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
180106,"R",296,"R",352,"R",84,"R",280,"R",0,"R",0,"R",280,"R",219,"R",78,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",12
180151,"R",96,"R",279,"R",34,"R",122,"R",0,"R",0,"R",122,"R",66,"R",54,"R",10,"R",0,"R",0,"R",10,"R",5,"R",50,"R",13
180160,"R",12,"R",31,"R",39,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",12
180179,"R",474,"R",1523,"R",31,"R",277,"R",0,"R",0,"R",277,"R",166,"R",60,"R",37,"R",0,"R",0,"R",37,"R",14,"R",38,"R",15
180197,"R",182,"R",1226,"R",15,"R",216,"R",0,"R",0,"R",216,"R",116,"R",54,"R",117,"R",0,"R",0,"R",117,"R",54,"R",46,"R",10
180203,"R",28,"R",34,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
180212,"R",60,"R",159,"R",38,"R",43,"R",1,"R",0,"R",42,"R",18,"R",43,"R",12,"R",0,"R",0,"R",12,"R",7,"R",58,"R",15
180249,"R",120,"R",593,"R",20,"R",91,"Z",0,"Z",0,"R",91,"R",49,"R",54,"R",38,"R",0,"Z",0,"R",38,"R",17,"R",45,"R",14
180258,"R",97,"R",177,"R",55,"R",96,"R",0,"R",0,"R",96,"R",64,"R",67,"R",7,"R",0,"R",0,"R",7,"R",2,"R",29,"R",7
180276,"R",118,"R",882,"R",13,"R",132,"R",0,"R",0,"R",132,"R",78,"R",59,"R",50,"R",0,"R",0,"R",50,"R",17,"R",34,"R",15
180328,"R",65,"R",73,"R",89,"R",46,"R",0,"R",0,"R",46,"R",18,"R",39,"R",10,"R",0,"R",0,"R",10,"R",2,"R",20,"R",12
180373,"R",122,"R",306,"R",40,"R",112,"R",0,"R",0,"R",112,"R",71,"R",63,"R",17,"R",0,"R",0,"R",17,"R",7,"R",41,"R",12
180416,"R",307,"R",382,"R",80,"R",321,"R",0,"R",0,"R",321,"R",231,"R",72,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",13
180461,"R",3259,"R",4423,"R",74,"R",3277,"R",2,"R",0,"R",3275,"R",2463,"R",75,"R",413,"R",0,"R",0,"R",413,"R",226,"R",55,"R",18
180489,"R",1500,"R",2456,"R",61,"R",1204,"R",0,"R",0,"R",1204,"R",891,"R",74,"R",51,"R",0,"R",0,"R",51,"R",18,"R",35,"R",17
180522,"R",202,"R",391,"R",52,"R",72,"Z",0,"Z",0,"R",72,"R",49,"R",68,"R",4,"Z",0,"Z",0,"R",4,"R",3,"R",75,"R",14
180595,"R",260,"R",321,"R",81,"R",219,"R",0,"R",0,"R",219,"R",144,"R",66,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13
180647,"R",70,"R",144,"R",49,"R",14,"R",0,"R",0,"R",14,"R",7,"R",50,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",5
180692,"R",262,"R",541,"R",48,"R",158,"R",0,"R",0,"R",158,"R",112,"R",71,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",15
180814,"R",170,"R",3586,"R",5,"R",94,"Z",0,"Z",0,"R",94,"R",48,"R",51,"R",228,"Z",0,"Z",0,"R",228,"R",74,"R",32,"R",13
180832,"R",31,"R",206,"R",15,"R",22,"R",0,"R",0,"R",22,"R",16,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
180878,"R",62,"R",174,"R",36,"R",46,"R",0,"R",0,"R",46,"R",36,"R",78,"R",7,"R",0,"R",0,"R",7,"R",4,"R",57,"R",9
180902,"R",567,"R",2917,"R",19,"R",580,"R",0,"R",0,"R",580,"R",391,"R",67,"R",255,"R",0,"R",0,"R",255,"R",105,"R",41,"R",15
180948,"R",314,"R",621,"R",51,"R",398,"R",0,"R",0,"R",398,"R",288,"R",72,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",16
180957,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
180984,"R",335,"R",1392,"R",24,"R",315,"R",1,"Z",0,"R",314,"R",225,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
181002,"R",1028,"R",1202,"R",86,"R",1138,"R",0,"R",0,"R",1138,"R",1045,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
181020,"R",239,"R",296,"R",81,"R",235,"R",0,"R",0,"R",235,"R",159,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
181127,"R",264,"R",305,"R",87,"R",294,"R",0,"R",0,"R",294,"R",213,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
181145,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
181190,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",21,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
181215,"R",846,"R",1268,"R",67,"R",945,"R",0,"R",0,"R",945,"R",702,"R",74,"R",13,"Z",0,"Z",0,"R",13,"R",4,"R",31,"R",13
181297,"R",37,"R",239,"R",15,"R",44,"R",0,"R",0,"R",44,"R",37,"R",84,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",12
181303,"R",561,"R",6562,"R",9,"R",532,"R",0,"R",0,"R",532,"R",329,"R",62,"R",529,"R",0,"R",0,"R",529,"R",225,"R",43,"R",14
181312,"R",299,"R",986,"R",30,"R",238,"R",0,"R",0,"R",238,"R",169,"R",71,"R",40,"R",0,"R",0,"R",40,"R",14,"R",35,"R",11
181330,"R",324,"R",568,"R",57,"R",341,"R",0,"R",0,"R",341,"R",235,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
181394,"R",2292,"R",3349,"R",68,"R",1633,"R",0,"R",0,"R",1633,"R",1204,"R",74,"R",47,"R",0,"R",0,"R",47,"R",17,"R",36,"R",15
