UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
413617,"R",10,"R",64,"R",16,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
413626,"R",54,"R",100,"R",54,"R",21,"R",0,"R",0,"R",21,"R",15,"R",71,"R",11,"R",0,"R",0,"R",11,"R",4,"R",36,"R",10
413680,"A",,"A",,"A",,"R",63,"R",0,"R",0,"R",63,"R",49,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
413820,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
413893,"A",,"A",,"A",,"R",277,"R",0,"R",0,"R",277,"R",166,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
413972,"A",,"A",,"A",,"R",9,"Z",0,"Z",0,"R",9,"R",8,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
414063,"A",,"A",,"A",,"R",34,"R",0,"R",0,"R",34,"R",29,"R",85,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",16
414124,"A",,"A",,"A",,"R",84,"R",0,"R",0,"R",84,"R",73,"R",87,"R",13,"R",0,"R",0,"R",13,"R",10,"R",77,"R",10
414461,"R",880,"R",1040,"R",85,"R",822,"R",1,"R",0,"R",821,"R",659,"R",80,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",35
414489,"A",,"A",,"A",,"R",38,"R",0,"R",0,"R",38,"R",32,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
414540,"A",,"A",,"A",,"R",79,"R",0,"R",0,"R",79,"R",73,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
414595,"R",13,"R",66,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20,"R",0,"R",0,"R",20,"R",8,"R",40,"R",9
414869,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",6,"R",100,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",14
414878,"R",2,"R",207,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",8
414911,"R",206,"R",1060,"R",19,"R",183,"R",0,"R",0,"R",183,"R",101,"R",55,"R",35,"R",0,"R",0,"R",35,"R",14,"R",40,"R",18
414939,"A",,"A",,"A",,"R",60,"R",0,"R",0,"R",60,"R",43,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
415039,"A",,"A",,"A",,"R",16,"R",0,"Z",0,"R",16,"R",13,"R",81,"R",14,"R",0,"Z",0,"R",14,"R",9,"R",64,"R",12
415057,"A",,"A",,"A",,"R",25,"R",1,"R",0,"R",24,"R",20,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
415987,"A",,"A",,"A",,"R",75,"Z",0,"Z",0,"R",75,"R",54,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
416458,"A",,"A",,"A",,"R",58,"Z",0,"Z",0,"R",58,"R",29,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
416801,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
417008,"A",,"A",,"A",,"R",24,"Z",0,"Z",0,"R",24,"R",20,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
417062,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",12
417105,"A",,"A",,"A",,"R",113,"R",0,"R",0,"R",113,"R",98,"R",87,"R",50,"R",0,"R",0,"R",50,"R",34,"R",68,"R",16
417123,"A",,"A",,"A",,"R",14,"R",1,"R",0,"R",13,"R",13,"R",100,"R",18,"R",1,"R",0,"R",17,"R",15,"R",88,"R",3
417248,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",17,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
417275,"A",,"A",,"A",,"R",15,"Z",0,"Z",0,"R",15,"R",15,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
417327,"R",17,"R",17,"R",100,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",17,"R",0,"R",0,"R",17,"R",9,"R",53,"R",10
417442,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",10,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
417503,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",9
417600,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",11,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
417628,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",11,"R",92,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",3
417637,"A",,"A",,"A",,"R",16,"Z",0,"Z",0,"R",16,"R",13,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
417646,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",9,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
417655,"A",,"A",,"A",,"R",22,"R",0,"R",0,"R",22,"R",19,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
417682,"A",,"A",,"A",,"R",4,"Z",0,"Z",0,"R",4,"R",4,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
417716,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",6,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
417725,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",8,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
417734,"R",2,"R",64,"R",3,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",6,"R",0,"R",0,"R",6,"R",2,"R",33,"R",5
417752,"R",4,"R",4,"R",100,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
417831,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",3,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
417840,"A",,"A",,"A",,"R",17,"Z",0,"Z",0,"R",17,"R",12,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
417868,"A",,"A",,"A",,"R",28,"R",0,"R",0,"R",28,"R",25,"R",89,"R",14,"R",0,"R",0,"R",14,"R",14,"R",100,"R",1
417886,"A",,"A",,"A",,"R",4,"Z",0,"Z",0,"R",4,"R",2,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
417910,"A",,"A",,"A",,"R",40,"Z",0,"Z",0,"R",40,"R",21,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
417983,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",23,"Z",0,"R",0,"R",23,"R",16,"R",70,"R",6
417992,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",10,"R",91,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
418001,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
418010,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",19,"R",100,"R",17,"R",0,"R",0,"R",17,"R",17,"R",100,"R",12
418029,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",8,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
418038,"A",,"A",,"A",,"R",77,"R",0,"R",0,"R",77,"R",35,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
418065,"A",,"A",,"A",,"R",49,"Z",0,"Z",0,"R",49,"R",40,"R",82,"R",14,"Z",0,"Z",0,"R",14,"R",13,"R",93,"R",19
418083,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",5,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
418126,"R",2,"R",17,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
418171,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
418199,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
418205,"A",,"A",,"A",,"R",55,"R",0,"R",0,"R",55,"R",51,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
418223,"A",,"A",,"A",,"R",56,"R",0,"R",0,"R",56,"R",45,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
418250,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",13,"R",76,"R",99,"R",0,"R",0,"R",99,"R",83,"R",84,"R",5
418269,"A",,"A",,"A",,"R",66,"R",0,"R",0,"R",66,"R",48,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
418278,"A",,"A",,"A",,"R",30,"R",0,"R",0,"R",30,"R",20,"R",67,"R",13,"R",0,"R",0,"R",13,"R",10,"R",77,"R",21
418296,"A",,"A",,"A",,"R",847,"R",0,"R",0,"R",847,"R",797,"R",94,"R",560,"R",0,"R",0,"R",560,"R",555,"R",99,"R",22
418302,"A",,"A",,"A",,"R",42,"R",0,"R",0,"R",42,"R",28,"R",67,"R",31,"R",0,"R",0,"R",31,"R",20,"R",65,"R",5
418320,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",14,"R",82,"R",109,"R",0,"R",0,"R",109,"R",37,"R",34,"R",10
418348,"A",,"A",,"A",,"R",40,"Z",0,"Z",0,"R",40,"R",33,"R",83,"R",39,"Z",0,"Z",0,"R",39,"R",23,"R",59,"R",12
418357,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",3,"R",18,"R",131,"R",0,"R",0,"R",131,"R",1,"R",1,"R",8
418409,"A",,"A",,"A",,"R",79,"R",0,"R",0,"R",79,"R",73,"R",92,"R",59,"Z",0,"Z",0,"R",59,"R",55,"R",93,"R",10
418427,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",9,"R",100,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",10
418445,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",5,"R",50,"R",0,"R",0,"R",0,"R",0,"Z",0,"A",,"R",8
418454,"A",,"A",,"A",,"R",59,"R",0,"R",0,"R",59,"R",46,"R",78,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",17
418481,"A",,"A",,"A",,"R",34,"R",0,"R",0,"R",34,"R",24,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
418515,"A",,"A",,"A",,"R",34,"R",0,"R",0,"R",34,"R",32,"R",94,"R",11,"R",0,"R",0,"R",11,"R",7,"R",64,"R",10
418524,"A",,"A",,"A",,"R",30,"R",0,"R",0,"R",30,"R",16,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
418533,"A",,"A",,"A",,"R",45,"R",0,"R",0,"R",45,"R",35,"R",78,"R",7,"R",0,"R",0,"R",7,"R",4,"R",57,"R",24
418542,"A",,"A",,"A",,"R",23,"R",0,"R",0,"R",23,"R",11,"R",48,"R",32,"R",0,"R",0,"R",32,"R",10,"R",31,"R",2
418560,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",24,"R",0,"R",0,"R",24,"R",16,"R",67,"R",2
418588,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",11,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
418612,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
418658,"A",,"A",,"A",,"R",137,"Z",0,"Z",0,"R",137,"R",108,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
418773,"A",,"A",,"A",,"R",96,"R",0,"R",0,"R",96,"R",83,"R",86,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",17
418782,"A",,"A",,"A",,"R",128,"R",0,"R",0,"R",128,"R",102,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
418889,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",13,"R",81,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",13
418913,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
418968,"A",,"A",,"A",,"R",32,"R",0,"R",0,"R",32,"R",20,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
419031,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
419095,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",15,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
419183,"A",,"A",,"A",,"R",48,"R",0,"R",0,"R",48,"R",37,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
419217,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
419226,"A",,"A",,"A",,"R",122,"R",0,"R",0,"R",122,"R",87,"R",71,"R",39,"R",0,"R",0,"R",39,"R",35,"R",90,"R",8
419235,"A",,"A",,"A",,"R",41,"R",0,"R",0,"R",41,"R",26,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
419244,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",7,"R",47,"R",18,"R",0,"R",0,"R",18,"R",5,"R",28,"R",15
419253,"A",,"A",,"A",,"R",18,"R",0,"R",0,"R",18,"R",13,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
419280,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
419341,"R",7,"R",7,"R",100,"R",5,"Z",0,"Z",0,"R",5,"R",4,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
419420,"A",,"A",,"A",,"R",22,"R",0,"R",0,"R",22,"R",22,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
419484,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",2,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
419633,"A",,"A",,"A",,"R",26,"R",0,"R",0,"R",26,"R",19,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
419703,"A",,"A",,"A",,"R",259,"Z",0,"Z",0,"R",259,"R",208,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
419712,"A",,"A",,"A",,"R",67,"R",0,"R",0,"R",67,"R",57,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
419721,"A",,"A",,"A",,"R",120,"R",0,"R",0,"R",120,"R",87,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
420024,"R",27,"R",27,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
420042,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
420130,"A",,"A",,"A",,"R",14,"Z",0,"Z",0,"R",14,"R",8,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
420255,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",8,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
420325,"R",21,"R",28,"R",75,"R",20,"R",0,"R",0,"R",20,"R",18,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
420343,"A",,"A",,"A",,"R",215,"R",0,"R",0,"R",215,"R",177,"R",82,"R",54,"R",0,"R",0,"R",54,"R",34,"R",63,"R",23
420370,"A",,"A",,"A",,"R",95,"Z",0,"Z",0,"R",95,"R",72,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
420398,"R",1544,"R",4240,"R",36,"R",1059,"R",0,"R",0,"R",1059,"R",566,"R",53,"R",1655,"R",0,"R",0,"R",1655,"R",855,"R",52,"R",29
420431,"R",37,"R",780,"R",5,"R",56,"R",0,"Z",0,"R",56,"R",42,"R",75,"R",151,"R",0,"Z",0,"R",151,"R",79,"R",52,"R",11
420440,"R",284,"R",876,"R",32,"R",133,"R",0,"R",0,"R",133,"R",71,"R",53,"R",103,"R",0,"R",0,"R",103,"R",35,"R",34,"R",18
420468,"A",,"A",,"A",,"R",79,"R",0,"R",0,"R",79,"R",72,"R",91,"R",26,"R",0,"R",0,"R",26,"R",23,"R",88,"R",10
420538,"R",169,"R",351,"R",48,"R",136,"R",0,"R",0,"R",136,"R",85,"R",63,"R",60,"R",0,"R",0,"R",60,"R",34,"R",57,"R",14
420556,"R",109,"R",561,"R",19,"R",80,"Z",0,"Z",0,"R",80,"R",39,"R",49,"R",72,"Z",0,"Z",0,"R",72,"R",20,"R",28,"R",13
420723,"R",36,"R",289,"R",12,"R",42,"R",0,"R",0,"R",42,"R",19,"R",45,"R",21,"R",0,"R",0,"R",21,"R",9,"R",43,"R",9
420981,"A",,"A",,"A",,"R",211,"Z",0,"Z",0,"R",211,"R",153,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
421513,"A",,"A",,"A",,"R",22,"Z",0,"Z",0,"R",22,"R",13,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
421610,"A",,"A",,"A",,"R",39,"Z",0,"Z",0,"R",39,"R",31,"R",79,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",19
421665,"A",,"A",,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",4,"Z",0,"Z",0,"R",4,"R",4,"R",100,"R",20
421708,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",11,"R",0,"R",0,"R",11,"R",1,"R",9,"R",20
421717,"A",,"A",,"A",,"R",2,"Z",0,"Z",0,"R",2,"R",1,"R",50,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",5
421771,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",20
421841,"R",71,"R",116,"R",61,"R",102,"R",0,"R",0,"R",102,"R",80,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
421878,"R",15,"R",85,"R",18,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
421896,"A",,"A",,"A",,"R",79,"Z",0,"Z",0,"R",79,"R",72,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
422020,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",13,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",29
422695,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
422835,"A",,"A",,"A",,"R",284,"R",0,"R",0,"R",284,"R",190,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
423120,"A",,"A",,"A",,"R",178,"Z",0,"Z",0,"R",178,"R",147,"R",83,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",25
423397,"A",,"A",,"A",,"R",182,"R",0,"R",0,"R",182,"R",156,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",39
423412,"A",,"A",,"A",,"R",13,"R",0,"R",0,"R",13,"R",11,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
423652,"R",45,"R",198,"R",23,"R",58,"Z",0,"Z",0,"R",58,"R",28,"R",48,"R",63,"Z",0,"Z",0,"R",63,"R",17,"R",27,"R",9
425250,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",12,"R",75,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"R",9
425986,"A",,"A",,"A",,"R",29,"R",0,"R",0,"R",29,"R",15,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
426314,"A",,"A",,"A",,"R",74,"R",0,"R",0,"R",74,"R",44,"R",59,"R",289,"R",0,"R",0,"R",289,"R",124,"R",43,"R",19
427308,"A",,"A",,"A",,"R",40,"R",0,"R",0,"R",40,"R",40,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
427335,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
427894,"A",,"A",,"A",,"R",13,"R",0,"Z",0,"R",13,"R",12,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
427973,"A",,"A",,"A",,"R",32,"R",0,"R",0,"R",32,"R",26,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
427982,"A",,"A",,"A",,"R",32,"R",0,"R",0,"R",32,"R",10,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
427991,"A",,"A",,"A",,"R",247,"R",0,"R",0,"R",247,"R",133,"R",54,"R",28,"R",0,"R",0,"R",28,"R",19,"R",68,"R",8
428000,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
428019,"A",,"A",,"A",,"R",34,"R",0,"R",0,"R",34,"R",24,"R",71,"R",2,"R",1,"R",0,"R",1,"R",1,"R",100,"R",8
428055,"A",,"A",,"A",,"R",62,"R",0,"R",0,"R",62,"R",44,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
428125,"A",,"A",,"A",,"R",5,"Z",0,"Z",0,"R",5,"R",5,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
428170,"R",109,"R",191,"R",57,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
428259,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2
428392,"R",205,"R",420,"R",49,"R",138,"R",0,"R",0,"R",138,"R",88,"R",64,"R",93,"R",6,"R",0,"R",87,"R",29,"R",33,"R",14
429128,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",14,"R",0,"R",0,"R",14,"R",4,"R",29,"R",9
430184,"R",5,"R",187,"R",3,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",32,"R",0,"R",0,"R",32,"R",15,"R",47,"R",41
430227,"A",,"A",,"A",,"R",26,"R",0,"Z",0,"R",26,"R",21,"R",81,"R",2,"R",0,"Z",0,"R",2,"R",1,"R",50,"R",17
430245,"A",,"A",,"A",,"R",517,"R",0,"R",0,"R",517,"R",353,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
430306,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
430403,"A",,"A",,"A",,"R",35,"Z",0,"Z",0,"R",35,"R",27,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
430564,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
430582,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",50
430670,"R",16,"R",20,"R",80,"R",17,"R",0,"R",0,"R",17,"R",15,"R",88,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
430704,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
430795,"A",,"A",,"A",,"R",140,"R",0,"R",0,"R",140,"R",127,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
430883,"A",,"A",,"A",,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
430908,"A",,"A",,"A",,"R",13,"R",0,"R",0,"R",13,"R",9,"R",69,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"R",6
430935,"R",98,"R",302,"R",32,"R",137,"R",0,"R",0,"R",137,"R",72,"R",53,"R",22,"R",0,"R",0,"R",22,"R",16,"R",73,"R",30
430971,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",13,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
431017,"A",,"A",,"A",,"R",31,"R",0,"R",0,"R",31,"R",17,"R",55,"R",17,"R",0,"R",0,"R",17,"R",5,"R",29,"R",9
431071,"A",,"A",,"A",,"R",9,"Z",0,"Z",0,"R",9,"R",6,"R",67,"R",7,"Z",0,"Z",0,"R",7,"R",3,"R",43,"R",12
431105,"A",,"A",,"A",,"R",32,"R",0,"R",0,"R",32,"R",32,"R",100,"R",40,"R",0,"R",0,"R",40,"R",23,"R",58,"R",10
431123,"A",,"A",,"A",,"R",81,"Z",0,"Z",0,"R",81,"R",73,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
431141,"A",,"A",,"A",,"R",245,"R",2,"R",0,"R",243,"R",175,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
431187,"A",,"A",,"A",,"R",57,"R",0,"R",0,"R",57,"R",50,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
431196,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",15,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
431266,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",55,"R",0,"R",0,"R",55,"R",28,"R",51,"R",10
431275,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",9,"R",0,"R",0,"R",9,"R",7,"R",78,"R",5
431284,"A",,"A",,"A",,"R",34,"R",0,"R",0,"R",34,"R",31,"R",91,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",25
431558,"A",,"A",,"A",,"R",220,"R",0,"R",0,"R",220,"R",181,"R",82,"R",13,"R",0,"R",0,"R",13,"R",11,"R",85,"R",14
431600,"A",,"A",,"A",,"R",12,"Z",0,"Z",0,"R",12,"R",4,"R",33,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",7
431716,"A",,"A",,"A",,"R",353,"R",0,"R",0,"R",353,"R",215,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
431983,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
432117,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",10,"R",83,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",20
