UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
100654,1 ,2,"R",387631,"R",228498,"R",106,"R",26186,"R",38684,"R",1392,"R",132581,"R",415209,"R",399869,"R",815078,"R",1879,"R",196426,"R",198305,1,"R",2542,"R",146,1,"R",26,"R",7,"R",4,"R",3,"R",12,"R",0,"R",1162701,1,"R",372120,"R",35325,"R",751351,"R",126765,"R",913441,"R",17280,"R",1098217,"R",1115497,"R",3563759,3191639
100663,1 ,2,"R",901571,"R",520306,"R",573,"R",21677,"R",25253,"R",27543,"R",123641,"R",950791,"R",669773,"R",1620564,"R",27338,"R",212934,"R",240272,1,"R",15394,"R",4776,1,"R",108.5,"R",32,"R",40,"R",24.5,"R",12,"R",1,"R",4053374,1,"R",1143798,"R",2240810,"R",8159643,"R",189585,"R",10590038,"R",14593,"R",2724855,"R",2739448,"R",18526658,17382860
100690,1 ,2,"R",53214,"R",746,"R",62,"R",0,"Z",0,"R",1220,"R",0,"R",54434,"R",808,"R",55242,"R",39,"R",35832,"R",35871,1,"R",0,"R",436,1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",52655,2,"R",0,"R",9813,"R",79860,"R",4044,"R",93717,"R",0,"R",5038,"R",5038,"R",151410,151410
100706,1 ,2,"R",205107,"R",489643,"R",251,"R",14480,"R",86133,"R",852,"R",107650,"R",220439,"R",683677,"R",904116,"R",2747,"R",323020,"R",325767,1,"R",4489,"R",2145,1,"R",30.8,"R",10.8,"R",4,"R",7.31,"R",8.69,"R",0,"R",1298795,2,"Z",0,"R",47819,"R",1483326,"R",30547,"R",1561692,"R",4516,"R",132732,"R",137248,"R",2997735,2997735
100724,1 ,2,"R",224634,"R",110047,"R",198,"R",34696,"R",2,"R",1616,"R",7113,"R",260946,"R",117360,"R",378306,"R",517,"R",37456,"R",37973,1,"R",262,"R",19,1,"R",39,"R",13,"R",6,"R",11,"R",9,"R",0,"R",1256374,1,"R",434503,"R",45954,"R",565249,"R",0,"R",611203,"R",4623,"R",254731,"R",259354,"R",2561434,2126931
100751,1 ,2,"R",2181245,"R",2781589,"R",623,"R",199221,"R",227948,"R",72442,"R",247455,"R",2452908,"R",3257615,"R",5710523,"R",35730,"R",349569,"R",385299,1,"R",9493,"R",8233,1,"R",163,"R",56,"R",21,"R",47,"R",39,"R",6,"R",7223031,2,"Z",0,"R",1533185,"R",11095746,"R",684575,"R",13313506,"R",0,"R",2537690,"R",2537690,"R",23074227,23074227
100760,1 ,2,"R",26471,"R",8656,"R",2,"R",472,"R",0,"R",0,"R",0,"R",26943,"R",8658,"R",35601,"R",680,"R",11,"R",691,1,"R",0,"R",0,1,"R",4,"R",2,"R",1,"R",0,"R",1,"R",2,"R",213333,1,"R",50267,"R",0,"R",15594,"R",3795,"R",19389,"R",0,"R",4536,"R",4536,"R",287525,237258
100812,1 ,2,"R",90400,"R",604083,"R",148,"R",236,"R",30006,"R",81,"R",75575,"R",90717,"R",709812,"R",800529,"R",1186,"R",115942,"R",117128,1,"R",528,"R",145,1,"R",11,"R",5,"R",3,"R",0,"R",3,"R",0,"R",470659,1,"R",161154,"R",48368,"R",216226,"R",358,"R",264952,"R",0,"R",13120,"R",13120,"R",909885,748731
100830,1 ,2,"R",613706,"R",716998,"Z",0,"R",4253,"R",167,"R",959,"R",64128,"R",618918,"R",781293,"R",1400211,"R",1897,"R",1966,"R",3863,1,"R",621,"R",1182,1,"R",30,"R",8,"R",10,"R",3,"R",9,"R",0,"R",993545,1,"R",292130,"R",37560,"R",395235,"R",44887,"R",477682,"R",100,"R",107026,"R",107126,"R",1870483,1578353
100858,1 ,2,"R",1669761,"R",1485650,"R",358,"R",609736,"R",62732,"R",66353,"R",255636,"R",2345850,"R",1804376,"R",4150226,"R",45212,"R",2254953,"R",2300165,1,"R",17673,"R",6774,1,"R",160.54,"R",27,"R",35,"R",23.25,"R",75.29,"R",2,"R",6239588,1,"R",1479586,"R",1066416,"R",8449947,"R",79742,"R",9596105,"R",19124,"R",1918804,"R",1937928,"R",19253207,17773621
100937,1 ,2,"R",247488,"R",884131,"R",175,"R",31772,"R",95000,"R",16083,"R",50000,"R",295343,"R",1029306,"R",1324649,"R",3880,"R",547135,"R",551015,1,"R",595,"R",726,1,"R",12.7,"R",6,"R",0,"R",4,"R",2.7,"R",0,"R",473166,1,"R",62315,"R",51896,"R",294109,"R",0,"R",346005,"R",0,"R",87425,"R",87425,"R",968911,906596
101028,1 ,2,"R",32291,"R",28501,"R",104,"R",536,"R",0,"R",0,"R",24585,"R",32827,"R",53190,"R",86017,"R",759,"R",915,"R",1674,1,"R",48,"R",7,1,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",133272,1,"R",48437,"R",5030,"R",100,"R",5487,"R",10617,"R",0,"R",0,"R",0,"R",192326,143889
101116,2 ,2,"R",10423,"R",581930,"R",100,"R",1259,"R",79084,"R",0,"R",148816,"R",11682,"R",809930,"R",821612,"R",24,"R",20293,"R",20317,1,"R",0,"R",0,1,"R",1,"R",1,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101143,2 ,2,"R",7336,"R",10444,"R",5,"R",15,"R",0,"R",13,"R",0,"R",7364,"R",10449,"R",17813,"R",47,"R",121,"R",168,2,"A",,"A",,1,"R",4.48,"R",0,"R",2,"R",0.48,"R",2,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101161,1 ,2,"R",128817,"R",273203,"R",86,"R",8026,"Z",0,"R",92,"Z",0,"R",136935,"R",273289,"R",410224,"R",3709,"R",1424,"R",5133,1,"R",0,"R",4,1,"R",16.5,"R",3,"R",7.13,"R",2.37,"R",4,"R",8,"R",567886,1,"R",198465,"R",44190,"R",35608,"R",43451,"R",123249,"R",0,"R",21374,"R",21374,"R",910974,712509
101189,1 ,2,"R",119730,"R",505777,"R",137,"R",1269,"Z",0,"R",610,"R",131167,"R",121609,"R",637081,"R",758690,"R",1058,"R",5307,"R",6365,1,"R",1191,"R",361,1,"R",13,"R",4,"R",1,"R",2,"R",6,"R",4,"R",275778,2,"Z",0,"R",1205,"R",208301,"R",20884,"R",230390,"R",5000,"R",19834,"R",24834,"R",531002,531002
101240,1 ,2,"R",54688,"R",67999,"R",70,"R",4985,"R",90,"R",588,"R",77895,"R",60261,"R",146054,"R",206315,"R",1912,"R",147813,"R",149725,1,"R",0,"R",0,1,"R",12,"R",3,"R",3,"R",4,"R",2,"R",3,"R",286286,1,"R",88748,"R",4278,"R",15848,"R",3595,"R",23721,"R",0,"R",66056,"R",66056,"R",464811,376063
101286,1 ,2,"R",29218,"R",600,"R",8,"R",2548,"R",1,"R",45,"R",5,"R",31811,"R",614,"R",32425,"R",2162,"R",9471,"R",11633,1,"R",0,"R",3,1,"R",8.18,"R",2.71,"R",0,"R",0.47,"R",5,"R",1,"R",252976,1,"R",71215,"R",21066,"R",23254,"R",4595,"R",48915,"R",0,"R",949,"R",949,"R",374055,302840
101295,1 ,2,"R",41392,"R",233728,"R",136,"R",11361,"R",250054,"R",5,"R",658871,"R",52758,"R",1142789,"R",1195547,"R",3220,"R",3342,"R",6562,1,"R",0,"R",0,1,"R",11,"R",2,"R",3,"R",2,"R",4,"R",1,"R",224486,1,"R",63731,"R",21473,"R",94359,"R",0,"R",115832,"R",0,"R",300,"R",300,"R",404349,340618
101301,2 ,2,"R",23500,"R",95,"R",5,"R",680,"R",0,"R",85,"R",5000,"R",24265,"R",5100,"R",29365,"R",1450,"R",42,"R",1492,2,"A",,"A",,1,"R",3,"R",0,"R",1,"R",0,"R",2,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101365,2 ,1,"A",,"R",374896,"R",117,"A",,"R",113478,"A",,"R",80938,"A",,"R",569429,"R",569429,"A",,"R",411275,"R",411275,1,"R",0,"R",1,1,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101435,1 ,2,"R",72813,"R",108721,"R",137,"R",5533,"R",36,"R",160,"R",50983,"R",78506,"R",159877,"R",238383,"R",1651,"R",23636,"R",25287,1,"R",198,"R",231,1,"R",6.78,"R",4,"R",1,"R",1.12,"R",0.66,"R",0,"R",282064,1,"R",49304,"R",41955,"R",122174,"R",5788,"R",169917,"R",1877,"R",76399,"R",78276,"R",579561,530257
101453,1 ,2,"R",108486,"R",1557,"R",1,"R",12594,"R",0,"R",15964,"R",650,"R",137044,"R",2208,"R",139252,"R",695,"R",29,"R",724,1,"R",0,"R",4,1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",52211,1,"R",10991,"R",39942,"R",11930,"R",29287,"R",81159,"R",0,"R",14437,"R",14437,"R",158798,147807
101462,1 ,2,"R",13681,"R",131716,"R",111,"R",725,"R",0,"R",117,"R",38,"R",14523,"R",131865,"R",146388,"R",746,"R",3675,"R",4421,2,"A",,"A",,1,"R",3,"R",2,"R",0,"R",0,"R",1,"R",0,"R",152935,1,"R",46148,"R",14417,"R",53802,"R",0,"R",68219,"R",0,"R",36750,"R",36750,"R",304052,257904
101471,2 ,2,"R",1771,"R",0,"R",0,"R",0,"R",0,"R",16,"R",0,"R",1787,"R",0,"R",1787,"R",0,"R",0,"R",0,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101480,1 ,2,"R",639127,"R",297680,"R",458,"R",10049,"R",221981,"R",65314,"R",229191,"R",714490,"R",749310,"R",1463800,"R",6421,"R",209000,"R",215421,1,"R",1287,"R",203,1,"R",46,"R",14,"R",15,"R",0,"R",17,"R",0,"R",1561637,2,"Z",0,"R",202913,"R",679028,"R",0,"R",881941,"R",0,"R",70000,"R",70000,"R",2513578,2513578
101505,1 ,2,"R",43673,"R",240370,"R",58,"R",0,"R",54941,"R",102,"R",405256,"R",43775,"R",700625,"R",744400,"R",59,"R",139087,"R",139146,2,"A",,"A",,1,"R",6,"R",3,"R",2,"R",1,"R",0,"R",3,"R",468857,1,"R",149890,"R",1856,"R",194323,"R",188,"R",196367,"R",0,"R",52189,"R",52189,"R",867303,717413
101514,1 ,2,"R",49039,"R",49685,"R",9,"R",301,"R",0,"R",0,"R",0,"R",49340,"R",49694,"R",99034,"R",689,"R",1705,"R",2394,1,"R",0,"R",5,1,"R",15,"R",2,"R",4,"R",7,"R",2,"R",1,"R",425443,1,"R",137469,"R",13325,"R",16501,"R",51510,"R",81336,"R",176,"R",48934,"R",49110,"R",693358,555889
101569,1 ,2,"R",30240,"R",92553,"R",85,"R",426,"R",39376,"R",24,"R",7,"R",30690,"R",132021,"R",162711,"R",1593,"R",833,"R",2426,2,"A",,"A",,1,"R",6.75,"R",3,"R",2,"R",1,"R",0.75,"R",1,"R",419839,1,"R",151213,"R",5644,"R",36563,"R",13272,"R",55479,"R",408,"R",40807,"R",41215,"R",667746,516533
101587,1 ,2,"R",118620,"R",2831,"R",225,"R",2500,"R",2500,"R",11500,"R",106467,"R",132620,"R",112023,"R",244643,"R",6880,"R",5000,"R",11880,1,"R",118,"R",153,1,"R",13,"R",4,"R",1,"R",0,"R",8,"R",0,"R",415981,2,"Z",0,"R",8000,"R",0,"R",0,"R",8000,"R",2500,"R",0,"R",2500,"R",426481,426481
101602,1 ,2,"R",25502,"R",20744,"R",68,"R",1210,"R",41823,"R",1,"R",0,"R",26713,"R",62635,"R",89348,"R",857,"R",102,"R",959,1,"R",32,"R",7,1,"R",3,"R",1,"R",2,"R",0,"R",0,"R",3,"R",184472,1,"R",59487,"R",1959,"R",26721,"R",781,"R",29461,"R",0,"R",0,"R",0,"R",273420,213933
101648,1 ,2,"R",24326,"R",8545,"R",7,"R",455,"R",0,"R",1483,"R",0,"R",26264,"R",8552,"R",34816,"R",1180,"R",1415,"R",2595,1,"R",0,"R",0,1,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",103204,1,"R",37190,"R",3053,"R",8196,"R",0,"R",11249,"R",0,"R",4503,"R",4503,"R",156146,118956
101675,1 ,2,"R",41613,"R",150000,"R",68,"R",1459,"R",0,"R",11504,"R",0,"R",54576,"R",150068,"R",204644,"R",105,"R",501,"R",606,2,"A",,"A",,1,"R",12,"R",2,"R",2,"R",1,"R",7,"R",0,"R",130000,1,"R",20000,"R",0,"R",3000,"R",0,"R",3000,"R",19486,"R",0,"R",19486,"R",172486,152486
101693,1 ,2,"R",37901,"R",177965,"R",95,"R",428,"R",0,"R",0,"R",39201,"R",38329,"R",217261,"R",255590,"R",2213,"R",7427,"R",9640,1,"R",2,"R",25,1,"R",8,"R",2,"R",0,"R",1,"R",5,"R",0,"R",122836,2,"Z",0,"R",0,"R",144881,"R",0,"R",144881,"R",0,"R",31448,"R",31448,"R",299165,299165
101709,1 ,2,"R",190753,"R",306519,"R",115,"R",4669,"R",48174,"R",1346,"R",79029,"R",196768,"R",433837,"R",630605,"R",2983,"R",57909,"R",60892,1,"R",1658,"R",622,1,"R",15.62,"R",6.6,"R",0,"R",4.7,"R",4.32,"R",0,"R",635230,1,"R",176378,"R",60495,"R",255205,"R",14789,"R",330489,"R",6896,"R",100612,"R",107508,"R",1249605,1073227
101736,1 ,2,"R",58866,"R",38123,"R",105,"R",836,"R",4,"R",0,"R",0,"R",59702,"R",38232,"R",97934,"R",2138,"R",5626,"R",7764,1,"R",0,"R",7,1,"R",6.78,"R",2,"R",1,"R",1.78,"R",2,"R",1,"R",250636,1,"R",68444,"R",2530,"R",0,"R",18286,"R",20816,"R",0,"R",3338,"R",3338,"R",343234,274790
101879,1 ,2,"R",218068,"R",604297,"R",216,"R",9922,"R",122514,"R",2457,"R",64296,"R",230447,"R",791323,"R",1021770,"R",7222,"R",212294,"R",219516,1,"R",342,"R",1017,1,"R",23.43,"R",8,"R",1,"R",10.4,"R",4.03,"R",2,"R",1025248,1,"R",327970,"R",75022,"R",938790,"R",11668,"R",1025480,"R",406,"R",193398,"R",193804,"R",2572502,2244532
101897,1 ,2,"R",42108,"R",267071,"R",75,"R",818,"R",80324,"R",151,"R",24353,"R",43077,"R",371823,"R",414900,"R",1958,"R",2085,"R",4043,1,"R",12,"R",9,1,"R",5,"R",2.5,"R",1.5,"R",1,"R",0,"R",0,"R",328114,1,"R",103603,"R",24155,"R",54701,"R",0,"R",78856,"R",0,"R",39355,"R",39355,"R",549928,446325
101912,1 ,2,"R",71813,"R",2543042,"R",106,"R",5982,"R",2257977,"R",41,"R",48081,"R",77836,"R",4849206,"R",4927042,"R",436,"R",1018227,"R",1018663,1,"R",168,"R",38,1,"R",12,"R",2,"R",2,"R",3.5,"R",4.5,"R",1,"R",290920,1,"R",153180,"R",17308,"R",246569,"R",9573,"R",273450,"R",5603,"R",38290,"R",43893,"R",761443,608263
101994,1 ,2,"R",6364,"R",5466,"R",2,"R",258,"R",0,"R",37,"R",3019,"R",6659,"R",8487,"R",15146,"R",12,"R",504,"R",516,2,"A",,"A",,1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",80693,1,"R",25932,"R",3000,"R",9250,"R",14500,"R",26750,"R",0,"R",2300,"R",2300,"R",135675,109743
102030,1 ,2,"R",2109,"R",180000,"R",5,"R",4923,"R",11427,"R",99,"Z",0,"R",7131,"R",191432,"R",198563,"R",275,"R",1300,"R",1575,2,"A",,"A",,1,"R",7,"R",1,"R",3,"R",0,"R",3,"R",3,"R",186887,1,"R",83127,"R",4128,"R",53315,"R",3867,"R",61310,"R",0,"R",23562,"R",23562,"R",354886,271759
102049,1 ,2,"R",284574,"R",299557,"R",329,"R",14692,"R",149415,"R",7540,"R",109335,"R",306806,"R",558636,"R",865442,"R",25950,"R",64695,"R",90645,1,"R",2584,"R",3767,1,"R",40.13,"R",19,"R",0,"R",17.5,"R",3.63,"R",2,"R",2218565,1,"R",838828,"R",40641,"R",854427,"R",168453,"R",1063521,"R",2594,"R",288754,"R",291348,"R",4412262,3573434
102058,2 ,2,"R",25339,"R",61,"R",6,"R",0,"R",132,"R",0,"R",0,"R",25339,"R",199,"R",25538,"R",565,"R",593,"R",1158,1,"R",4,"R",4,1,"R",2,"R",1,"R",0,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102067,1 ,2,"R",40355,"R",28977,"R",8,"R",374,"R",0,"R",1,"R",0,"R",40730,"R",28985,"R",69715,"R",4188,"R",4186,"R",8374,1,"R",0,"R",0,1,"R",6,"R",4,"R",2,"R",0,"R",0,"R",1,"R",425753,1,"R",140457,"R",33653,"R",33808,"R",0,"R",67461,"R",0,"R",10988,"R",10988,"R",644659,504202
102076,1 ,1,"A",,"R",222376,"R",69,"A",,"R",38133,"A",,"R",0,"A",,"R",260578,"R",260578,"A",,"R",168,"R",168,2,"A",,"A",,1,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",158251,1,"R",50613,"R",0,"R",29908,"R",0,"R",29908,"R",0,"R",8770,"R",8770,"R",247542,196929
102094,1 ,2,"R",366405,"R",577145,"R",220,"R",26615,"R",67663,"R",2161,"R",83761,"R",395181,"R",728789,"R",1123970,"R",11290,"R",62028,"R",73318,1,"R",7086,"R",3979,1,"R",64,"R",19,"R",4,"R",35,"R",6,"R",2,"R",2465041,1,"R",877395,"R",51711,"R",3916575,"R",286085,"R",4254371,"R",551,"R",51889,"R",52440,"R",7649247,6771852
102234,1 ,2,"R",137551,"R",274297,"R",109,"R",11568,"R",24069,"R",2460,"R",68229,"R",151579,"R",366704,"R",518283,"R",1584,"R",24950,"R",26534,1,"R",2,"R",17,1,"R",4.5,"R",3,"R",1,"R",0,"R",0.5,"R",1,"R",231837,2,"Z",0,"R",0,"R",132121,"R",0,"R",132121,"R",0,"R",79968,"R",79968,"R",443926,443926
102270,1 ,2,"R",119000,"R",206852,"R",104,"R",6227,"R",0,"R",0,"R",0,"R",125227,"R",206956,"R",332183,"R",277,"R",17795,"R",18072,1,"R",0,"R",7,1,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",158568,1,"R",25125,"R",8797,"R",560,"R",1063,"R",10420,"R",0,"R",15530,"R",15530,"R",209643,184518
102298,1 ,2,"R",66649,"R",517278,"R",209,"R",410,"R",24782,"R",504,"R",162,"R",67563,"R",542431,"R",609994,"R",255,"R",200167,"R",200422,1,"R",0,"R",2,1,"R",11,"R",2,"R",1,"R",2,"R",6,"R",1,"R",132000,1,"R",11568,"R",8355,"R",60000,"R",6541,"R",74896,"R",1000,"R",5523,"R",6523,"R",224987,213419
102313,1 ,2,"R",4917,"R",1179,"R",32,"R",87,"R",0,"R",0,"R",70,"R",5004,"R",1281,"R",6285,"R",2053,"R",1042,"R",3095,2,"A",,"A",,1,"R",12,"R",2,"R",1,"R",2,"R",7,"R",1,"R",250400,1,"R",44653,"R",61866,"R",87500,"R",20000,"R",169366,"R",0,"R",0,"R",0,"R",464419,419766
102368,1 ,2,"R",263682,"R",525740,"R",283,"R",9282,"R",339077,"R",3592,"R",353509,"R",276556,"R",1218609,"R",1495165,"R",3939,"R",224925,"R",228864,1,"R",1645,"R",642,1,"R",28.25,"R",11.5,"R",2,"R",11,"R",3.75,"R",2,"R",1112644,1,"R",426385,"R",70814,"R",1287391,"R",4529,"R",1362734,"R",415,"R",287450,"R",287865,"R",3189628,2763243
102377,1 ,2,"R",382256,"R",201,"R",387,"R",2401,"R",923,"R",1513,"R",31,"R",386170,"R",1542,"R",387712,"R",727,"R",3871,"R",4598,1,"R",197,"R",111,1,"R",52,"R",9,"R",19,"R",0,"R",24,"R",5,"R",791638,1,"R",142111,"R",99100,"R",1039900,"R",91000,"R",1230000,"R",300000,"R",87230,"R",387230,"R",2550979,2408868
102395,1 ,2,"R",9037,"R",21631,"R",55,"R",1094,"R",0,"R",530,"R",72926,"R",10661,"R",94612,"R",105273,"R",172,"R",1,"R",173,1,"R",23,"R",0,1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",73578,1,"R",15499,"R",5969,"R",48778,"R",6218,"R",60965,"R",0,"R",4662,"R",4662,"R",154704,139205
102429,1 ,2,"R",62610,"R",191,"R",106,"R",1547,"R",0,"R",57,"R",0,"R",64214,"R",297,"R",64511,"R",1520,"R",1224,"R",2744,1,"R",0,"R",0,1,"R",7.8,"R",3,"R",3,"R",1.8,"R",0,"R",4,"R",384555,1,"R",129765,"R",12833,"R",1909,"R",18954,"R",33696,"R",0,"R",0,"R",0,"R",548016,418251
102553,1 ,2,"R",952199,"R",625397,"R",151,"R",513979,"R",96935,"R",17338,"R",102185,"R",1483516,"R",824668,"R",2308184,"R",31399,"R",202909,"R",234308,1,"R",10407,"R",2353,1,"R",62.2,"R",24.55,"R",6.5,"R",19.65,"R",11.5,"R",4,"R",3004824,1,"R",1748110,"R",201725,"R",1059058,"R",22517,"R",1283300,"R",7784,"R",309307,"R",317091,"R",6353325,4605215
102580,2 ,2,"R",30639,"R",11,"R",1,"R",262,"R",0,"R",13,"R",0,"R",30914,"R",12,"R",30926,"R",1705,"R",2893,"R",4598,2,"A",,"A",,1,"R",1.25,"R",1,"R",0,"R",0,"R",0.25,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102614,1 ,2,"R",509933,"R",443010,"R",186,"R",144962,"R",170293,"R",18204,"R",77867,"R",673099,"R",691356,"R",1364455,"R",6899,"R",147554,"R",154453,1,"R",4303,"R",1903,1,"R",47,"R",6,"R",9,"R",22,"R",10,"R",1,"R",2282731,1,"R",928286,"R",66358,"R",1903206,"R",0,"R",1969564,"R",0,"R",0,"R",0,"R",5180581,4252295
102632,1 ,2,"R",156441,"R",365624,"R",133,"R",6850,"R",12888,"R",3453,"R",98049,"R",166744,"R",476694,"R",643438,"R",9237,"R",37422,"R",46659,1,"R",3440,"R",875,1,"R",12.51,"R",3.48,"R",1.8,"R",5.31,"R",1.92,"R",1,"R",614900,1,"R",319611,"R",108679,"R",87569,"R",9748,"R",205996,"R",8356,"R",80679,"R",89035,"R",1229542,909931
102845,1 ,1,"A",,"R",0,"R",4,"A",,"R",0,"A",,"R",0,"A",,"R",4,"R",4,"A",,"R",31250,"R",31250,2,"A",,"A",,1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",55978,1,"R",8865,"R",0,"R",76093,"R",0,"R",76093,"R",0,"R",0,"R",0,"R",140936,132071
103501,2 ,2,"R",1102,"R",0,"R",1,"R",6,"R",0,"R",20,"R",0,"R",1128,"R",1,"R",1129,"R",117,"R",17943,"R",18060,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
103963,2 ,2,"R",957,"R",314056,"R",83,"R",0,"R",1171,"R",46,"R",28084,"R",1003,"R",343394,"R",344397,"R",0,"R",9671,"R",9671,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104090,2 ,1,"A",,"R",222838,"R",389,"A",,"R",40000,"A",,"R",135,"A",,"R",263362,"R",263362,"A",,"R",2854607,"R",2854607,1,"R",0,"R",7,1,"R",0.28,"R",0.28,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104151,1 ,2,"R",2447205,"R",2164078,"R",711,"R",858587,"R",251595,"R",66939,"R",176011,"R",3372731,"R",2592395,"R",5965126,"R",42170,"R",4155362,"R",4197532,1,"R",16541,"R",27011,1,"R",179,"R",56,"R",1,"R",122,"R",0,"R",7,"R",12093793,1,"R",3387044,"R",1381830,"R",11391212,"R",158834,"R",12931876,"R",34230,"R",4284742,"R",4318972,"R",32731685,29344641
104160,1 ,2,"R",51596,"R",100673,"R",51,"R",4608,"R",40355,"R",424,"R",18606,"R",56628,"R",159685,"R",216313,"R",2945,"R",71610,"R",74555,1,"R",0,"R",28,1,"R",12.43,"R",6.01,"R",0,"R",5.41,"R",1.01,"R",0,"R",489712,1,"R",160693,"R",81501,"R",126161,"R",1826,"R",209488,"R",2033,"R",112411,"R",114444,"R",974337,813644
104179,1 ,2,"R",2415622,"R",2750047,"R",935,"R",250000,"R",205311,"R",21774,"R",328046,"R",2687396,"R",3284339,"R",5971735,"R",22432,"R",7035806,"R",7058238,1,"R",17155,"R",10833,1,"R",190.1,"R",47,"R",60.5,"R",54,"R",28.6,"R",3,"R",10877769,1,"R",3187682,"R",1410321,"R",12484481,"R",1083295,"R",14978097,"R",0,"R",4062982,"R",4062982,"R",33106530,29918848
104346,1 ,2,"R",84750,"R",220424,"R",44,"R",4349,"R",40414,"R",1,"R",28,"R",89100,"R",260910,"R",350010,"R",6990,"R",96807,"R",103797,1,"R",578,"R",9,1,"R",15,"R",6,"R",0,"R",6,"R",3,"R",5,"R",507565,1,"R",181777,"R",80000,"R",73000,"R",0,"R",153000,"R",0,"R",0,"R",0,"R",842342,660565
104425,1 ,2,"R",46251,"R",252186,"R",144,"R",6354,"R",135226,"R",28,"R",0,"R",52633,"R",387556,"R",440189,"R",2578,"R",98317,"R",100895,1,"R",142,"R",140,1,"R",13,"R",3,"R",2,"R",6,"R",2,"R",1,"R",434684,1,"R",122846,"R",12997,"R",115403,"R",1505,"R",129905,"R",0,"R",22201,"R",22201,"R",709636,586790
104577,1 ,2,"R",12838,"R",256077,"R",106,"R",3212,"R",80824,"R",27,"R",64530,"R",16077,"R",401537,"R",417614,"R",5498,"R",70822,"R",76320,2,"A",,"A",,1,"R",9,"R",1,"R",0,"R",5,"R",3,"R",2,"R",296672,1,"R",97577,"R",44691,"R",60083,"R",0,"R",104774,"R",0,"R",47517,"R",47517,"R",546540,448963
104586,1 ,2,"R",22324,"R",898643,"R",100,"R",2833,"R",85870,"R",135,"R",110655,"R",25292,"R",1095268,"R",1120560,"R",8657,"R",152027,"R",160684,1,"R",2124,"R",933,1,"R",18.5,"R",8,"R",6,"R",0,"R",4.5,"R",0,"R",746500,1,"R",208338,"R",34915,"R",240827,"R",95,"R",275837,"R",0,"R",54538,"R",54538,"R",1285213,1076875
104665,2 ,2,"R",10173,"R",0,"R",2,"R",25,"R",0,"R",26,"R",0,"R",10224,"R",2,"R",10226,"R",247,"R",124,"R",371,2,"A",,"A",,1,"R",0.5,"R",0.25,"R",0,"R",0,"R",0.25,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
