UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
230597,1 ,2,"R",56188,"R",0,"R",108,"R",12580,"Z",0,"R",604,"Z",0,"R",69372,"R",108,"R",69480,"R",8731,"R",133649,"R",142380,1,"R",233,"R",213,1,"R",25,"R",3,"R",2,"R",8,"R",12,"R",1,"R",374480,1,"R",154295,"R",15288,"R",133649,"R",0,"R",148937,"R",6350,"R",28000,"R",34350,"R",712062,557767
230603,1 ,2,"R",346430,"R",282407,"R",172,"R",12515,"R",79568,"R",611,"R",47475,"R",359556,"R",409622,"R",769178,"R",20194,"R",566239,"R",586433,1,"R",769,"R",2425,1,"R",28.81,"R",10,"R",7.38,"R",6.21,"R",5.22,"R",0,"R",1442741,2,"Z",0,"R",44855,"R",361391,"R",0,"R",406246,"R",11298,"R",300574,"R",311872,"R",2160859,2160859
230728,1 ,2,"R",1245587,"R",846745,"R",474,"R",94439,"R",74019,"R",44888,"R",105136,"R",1384914,"R",1026374,"R",2411288,"R",39853,"R",930064,"R",969917,1,"R",5962,"R",7646,1,"R",90.42,"R",35.5,"R",10.55,"R",25.99,"R",18.38,"R",2,"R",4206200,2,"Z",0,"R",639014,"R",5054099,"R",58498,"R",5751611,"R",3011,"R",1328238,"R",1331249,"R",11289060,11289060
230737,1 ,2,"R",191947,"R",359116,"R",237,"R",17685,"R",163738,"R",1054,"R",189392,"R",210686,"R",712483,"R",923169,"R",18735,"R",590529,"R",609264,1,"R",1588,"R",2567,1,"R",60,"R",17,"R",0,"R",26,"R",17,"R",0,"R",2201239,1,"R",989158,"R",173906,"R",1183456,"R",0,"R",1357362,"R",12432,"R",400918,"R",413350,"R",4961109,3971951
230746,1 ,2,"R",42214,"R",4220,"R",41,"R",3445,"R",35249,"R",1074,"R",0,"R",46733,"R",39510,"R",86243,"R",8165,"R",36595,"R",44760,1,"R",115,"R",77,1,"R",32.5,"R",11,"R",0,"R",21.5,"R",0,"R",3,"R",1152452,2,"Z",0,"R",34692,"R",263886,"R",0,"R",298578,"R",500,"R",319075,"R",319575,"R",1770605,1770605
230764,1 ,2,"R",2440586,"R",1530000,"R",496,"R",303679,"R",286000,"R",942961,"R",10500,"R",3687226,"R",1826996,"R",5514222,"R",35555,"R",10415926,"R",10451481,1,"R",19849,"R",13580,1,"R",307,"R",56,"R",65,"R",137,"R",49,"R",2,"R",13278013,2,"Z",0,"R",453511,"R",9068991,"R",71209,"R",9593711,"R",15967,"R",1551700,"R",1567667,"R",24439391,24439391
230782,1 ,2,"R",337303,"R",565872,"R",411,"R",38093,"R",1971666,"R",4990,"R",195245,"R",380386,"R",2733194,"R",3113580,"R",10804,"R",357969,"R",368773,1,"R",2541,"R",1745,1,"R",55.6,"R",16.98,"R",2,"R",22,"R",14.62,"R",1,"R",2159385,1,"R",1100399,"R",190333,"R",1191809,"R",124649,"R",1506791,"R",18938,"R",323392,"R",342330,"R",5108905,4008506
230807,1 ,2,"R",87549,"R",279602,"R",94,"R",4926,"R",295362,"R",69,"R",195822,"R",92544,"R",770880,"R",863424,"R",1938,"R",5240,"R",7178,1,"R",237,"R",578,1,"R",23.5,"R",4.5,"R",0,"R",2,"R",17,"R",0,"R",391689,1,"R",102113,"R",11573,"R",229939,"R",9746,"R",251258,"R",240,"R",34882,"R",35122,"R",780182,678069
230816,1 ,2,"R",92000,"R",230000,"Z",0,"R",8000,"R",41000,"R",250,"R",26000,"R",100250,"R",297000,"R",397250,"R",12505,"R",7300,"R",19805,1,"R",734,"R",821,1,"R",22.5,"R",3,"R",1,"R",2.5,"R",16,"R",1,"R",393982,1,"R",106937,"R",45000,"R",143000,"R",0,"R",188000,"R",1000,"R",119237,"R",120237,"R",809156,702219
230834,1 ,2,"R",136558,"R",303848,"R",97,"R",4470,"R",39422,"R",955,"R",44014,"R",141983,"R",387381,"R",529364,"R",2430,"R",161246,"R",163676,1,"R",994,"R",396,1,"R",95.83,"R",1.75,"R",2.8,"R",1,"R",90.28,"R",0,"R",455613,2,"Z",0,"R",31529,"R",234827,"R",3135,"R",269491,"R",0,"R",21291,"R",21291,"R",746395,746395
230852,1 ,2,"R",51230,"R",324320,"R",154,"R",1304,"R",94502,"R",132,"R",126844,"R",52666,"R",545820,"R",598486,"R",5421,"R",1694658,"R",1700079,1,"R",166,"R",261,1,"R",15.69,"R",6.75,"R",1,"R",3.68,"R",4.26,"R",0,"R",777538,2,"Z",0,"R",78547,"R",423667,"R",10350,"R",512564,"R",6819,"R",109349,"R",116168,"R",1406270,1406270
230889,1 ,2,"R",30351,"R",255725,"R",105,"R",503,"R",2,"R",14,"R",326711,"R",30868,"R",582543,"R",613411,"R",1885,"R",8542,"R",10427,1,"R",193,"R",54,1,"R",2.35,"R",2,"R",0.35,"R",0,"R",0,"R",0,"R",119569,1,"R",45308,"R",10453,"R",62773,"R",0,"R",73226,"R",0,"R",12409,"R",12409,"R",250512,205204
230913,1 ,2,"R",151450,"R",355235,"R",16,"R",7586,"R",373976,"R",15,"R",69288,"R",159051,"R",798515,"R",957566,"R",3216,"R",52456,"R",55672,1,"R",750,"R",650,1,"R",31,"R",1,"R",6,"R",0,"R",24,"R",2,"R",312193,1,"R",126664,"R",1935,"R",152879,"R",870,"R",155684,"R",0,"R",0,"R",0,"R",594541,467877
230959,1 ,2,"R",587026,"R",860990,"R",559,"R",97343,"R",179849,"R",3302,"R",193918,"R",687671,"R",1235316,"R",1922987,"R",15901,"R",269624,"R",285525,1,"R",7701,"R",21834,1,"R",35.41,"R",13,"R",10,"R",6.91,"R",5.5,"R",2,"R",2370242,2,"R",0,"R",229684,"R",1153290,"R",879725,"R",2262699,"R",38706,"R",234015,"R",272721,"R",4905662,4905662
230995,1 ,2,"R",120037,"R",739625,"R",147,"R",10084,"R",40791,"R",1844,"R",79542,"R",131965,"R",860105,"R",992070,"R",2670,"R",54299,"R",56969,1,"R",1325,"R",2580,1,"R",15.34,"R",9.25,"R",0,"R",4.25,"R",1.84,"R",0,"R",773890,1,"R",243483,"R",90906,"R",562241,"R",15265,"R",668412,"R",854,"R",142577,"R",143431,"R",1829216,1585733
231059,1 ,2,"R",200963,"R",647732,"R",164,"R",7951,"R",96325,"R",1211,"R",198729,"R",210125,"R",942950,"R",1153075,"R",5792,"R",463140,"R",468932,1,"R",2276,"R",599,1,"R",11.3,"R",4.67,"R",0,"R",1.88,"R",4.75,"R",0,"R",450132,2,"Z",0,"R",57030,"R",440365,"R",69114,"R",566509,"R",450,"R",106208,"R",106658,"R",1123299,1123299
231068,1 ,2,"R",26120,"R",241554,"R",84,"R",1318,"R",0,"R",0,"R",71,"R",27438,"R",241709,"R",269147,"R",252,"R",1607,"R",1859,1,"R",188,"R",499,1,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",124254,1,"R",29936,"R",28000,"R",72800,"R",15000,"R",115800,"R",0,"R",250,"R",250,"R",270240,240304
231095,2 ,2,"R",11954,"R",9692,"R",25,"R",687,"R",6,"R",66,"R",20465,"R",12707,"R",30188,"R",42895,"R",470,"R",2408,"R",2878,1,"R",0,"R",28,1,"R",0.45,"R",0,"R",0.2,"R",0,"R",0.25,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
231147,1 ,2,"R",57447,"R",277803,"R",106,"R",1232,"R",3,"R",2993,"R",52381,"R",61672,"R",330293,"R",391965,"R",2053,"R",252,"R",2305,1,"R",364,"R",551,1,"R",12.15,"R",6,"R",2,"R",2,"R",2.15,"R",0,"R",472288,1,"R",114286,"R",51323,"R",535324,"R",0,"R",586647,"R",3142,"R",108615,"R",111757,"R",1284978,1170692
231165,1 ,2,"R",28324,"R",508541,"R",110,"R",3546,"R",28225,"R",173,"R",86615,"R",32043,"R",623491,"R",655534,"R",1943,"R",104428,"R",106371,1,"R",445,"R",645,1,"R",16,"R",5,"R",1,"R",3,"R",7,"R",1,"R",375700,1,"R",119649,"R",21173,"R",179877,"R",4036,"R",205086,"R",0,"R",1864,"R",1864,"R",702299,582650
231174,1 ,2,"R",1207957,"R",755438,"R",363,"R",57122,"R",31874,"R",41910,"R",101684,"R",1306989,"R",889359,"R",2196348,"R",31786,"R",238054,"R",269840,1,"R",5656,"R",9567,1,"R",78.59,"R",22.6,"R",16.76,"R",32.55,"R",6.68,"R",3,"R",4280130,1,"R",1906914,"R",515095,"R",5237321,"R",109864,"R",5862280,"R",43794,"R",633304,"R",677098,"R",12726422,10819508
231420,1 ,2,"R",92042,"R",425386,"R",89,"R",944,"R",17801,"R",2376,"R",50295,"R",95362,"R",493571,"R",588933,"R",478,"R",17988,"R",18466,1,"R",438,"R",193,1,"R",5.98,"R",3,"R",0,"R",1.48,"R",1.5,"R",0,"R",142003,2,"Z",0,"R",757,"R",111929,"R",419,"R",113105,"R",0,"R",44311,"R",44311,"R",299419,299419
231536,1 ,2,"R",43212,"R",466894,"R",147,"R",1883,"R",122711,"R",104,"R",67311,"R",45199,"R",657063,"R",702262,"R",1656,"R",76502,"R",78158,1,"R",176,"R",94,1,"R",6,"R",2,"R",1,"R",2,"R",1,"R",1,"R",248794,2,"Z",0,"R",18118,"R",39538,"R",7617,"R",65273,"R",0,"R",11890,"R",11890,"R",325957,325957
231554,1 ,2,"R",44461,"R",195317,"Z",0,"R",736,"R",110716,"R",149,"R",42008,"R",45346,"R",348041,"R",393387,"R",459,"R",31352,"R",31811,1,"R",108,"R",125,1,"R",11,"R",3,"R",0,"R",0,"R",8,"R",0,"R",132000,1,"R",20353,"R",468,"R",60000,"R",15574,"R",76042,"R",0,"R",2000,"R",2000,"R",230395,210042
231581,1 ,2,"R",80778,"R",24883,"R",90,"R",4206,"R",0,"R",139,"R",82978,"R",85123,"R",107951,"R",193074,"R",7237,"R",3768,"R",11005,1,"R",1766,"R",1412,1,"R",11,"R",6,"R",0,"R",2,"R",3,"R",0,"R",524966,1,"R",86049,"R",44991,"R",50827,"R",249764,"R",345582,"R",3999,"R",30052,"R",34051,"R",990648,904599
231624,1 ,2,"R",1445034,"R",2927643,"R",874,"R",197454,"R",222825,"R",40121,"R",275523,"R",1682609,"R",3426865,"R",5109474,"R",33810,"R",1020118,"R",1053928,1,"R",9476,"R",8509,1,"R",97.37,"R",33.8,"R",9,"R",32.6,"R",21.97,"R",5,"R",4841735,1,"R",1759488,"R",699955,"R",4500819,"R",215608,"R",5416382,"R",15692,"R",706596,"R",722288,"R",12739893,10980405
231651,1 ,2,"R",302770,"R",1112043,"R",488,"R",60440,"R",152130,"R",50824,"R",130132,"R",414034,"R",1394793,"R",1808827,"R",10901,"R",83677,"R",94578,1,"R",2376,"R",3966,1,"R",25.09,"R",8,"R",8,"R",2.43,"R",6.66,"R",1,"R",945832,1,"R",315483,"R",108030,"R",822590,"R",0,"R",930620,"R",2420,"R",36499,"R",38919,"R",2230854,1915371
231697,1 ,2,"R",27499,"R",481102,"R",262,"R",4453,"R",122711,"R",36,"R",67311,"R",31988,"R",671386,"R",703374,"R",1613,"R",44732,"R",46345,1,"R",200,"R",108,1,"R",4,"R",1,"R",0,"R",3,"R",0,"R",0,"R",132432,1,"R",41325,"R",7267,"R",19584,"R",4745,"R",31596,"R",0,"R",5981,"R",5981,"R",211334,170009
231712,1 ,2,"R",221052,"R",785014,"R",336,"R",216807,"R",138184,"R",1071,"R",70226,"R",438930,"R",993760,"R",1432690,"R",12933,"R",113982,"R",126915,1,"R",9410,"R",2775,1,"R",44,"R",8,"R",0,"R",9,"R",27,"R",0,"R",937545,1,"R",329119,"R",99375,"R",1044090,"R",32910,"R",1176375,"R",0,"R",140533,"R",140533,"R",2583572,2254453
231785,1 ,2,"R",7725,"R",4700,"R",46,"R",409,"R",128,"R",677,"R",23,"R",8811,"R",4897,"R",13708,"R",50,"R",1796,"R",1846,2,"A",,"A",,1,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",109264,2,"Z",0,"R",5033,"R",105719,"R",0,"R",110752,"R",0,"R",0,"R",0,"R",220016,220016
231873,1 ,2,"R",35561,"R",338784,"R",122,"R",552,"R",48561,"R",12,"R",73508,"R",36125,"R",460975,"R",497100,"R",358,"R",16944,"R",17302,1,"R",12,"R",6,1,"R",3,"R",2,"R",1,"R",0,"R",0,"R",1,"R",124061,2,"Z",0,"R",462,"R",345,"R",0,"R",807,"R",0,"R",0,"R",0,"R",124868,124868
231882,2 ,2,"R",49870,"R",466894,"R",146,"R",1553,"R",122711,"R",989,"R",67311,"R",52412,"R",657062,"R",709474,"R",435,"R",14432,"R",14867,1,"R",81,"R",44,1,"R",5,"R",2,"R",1,"R",2,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
231970,1 ,2,"R",14850,"R",48480,"R",132,"R",952,"R",39,"R",1532,"R",95531,"R",17334,"R",144182,"R",161516,"R",400,"R",670648,"R",671048,1,"R",2222,"R",468,1,"R",16.5,"R",7,"R",0,"R",9.5,"R",0,"R",0,"R",884150,1,"R",243882,"R",3864,"R",1115964,"R",43308,"R",1163136,"R",0,"R",394505,"R",394505,"R",2685673,2441791
232016,2 ,2,"R",2516,"R",242546,"R",47,"R",503,"R",4273,"R",334,"R",81512,"R",3353,"R",328378,"R",331731,"R",17,"R",114,"R",131,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
232025,1 ,2,"R",161555,"R",234270,"R",106,"R",56203,"R",44987,"R",416,"R",102484,"R",218174,"R",381847,"R",600021,"R",3873,"R",87843,"R",91716,1,"R",1547,"R",490,1,"R",9.15,"R",5,"R",0,"R",3.44,"R",0.71,"R",1,"R",382080,2,"Z",0,"R",35809,"R",154309,"R",122,"R",190240,"R",0,"R",87020,"R",87020,"R",659340,659340
232043,1 ,2,"R",131611,"R",320239,"R",176,"R",7368,"R",103858,"R",2325,"R",73915,"R",141304,"R",498188,"R",639492,"R",4015,"R",72385,"R",76400,1,"R",2101,"R",1312,1,"R",7.99,"R",4.02,"R",0,"R",1,"R",2.97,"R",0,"R",310394,1,"R",84823,"R",21754,"R",209136,"R",18968,"R",249858,"R",1844,"R",56611,"R",58455,"R",703530,618707
232052,1 ,2,"R",12981,"R",489725,"R",0,"R",926,"R",122711,"R",0,"R",67311,"R",13907,"R",679747,"R",693654,"R",233,"R",56209,"R",56442,1,"R",0,"R",0,1,"R",3,"R",1,"R",1,"R",1,"R",0,"R",1,"R",100561,1,"R",43678,"R",0,"R",12045,"R",0,"R",12045,"R",0,"R",0,"R",0,"R",156284,112606
232089,1 ,2,"R",41220,"R",666526,"R",76,"R",2365,"R",119597,"R",65,"R",82047,"R",43650,"R",868246,"R",911896,"R",1040,"R",11581,"R",12621,1,"R",189,"R",256,1,"R",6,"R",2,"R",0,"R",2,"R",2,"R",0,"R",163512,2,"Z",0,"R",5295,"R",82300,"R",1093,"R",88688,"R",0,"R",42008,"R",42008,"R",294208,294208
232186,1 ,2,"R",1013173,"R",1456269,"R",990,"R",196899,"R",108315,"R",2878,"R",161735,"R",1212950,"R",1727309,"R",2940259,"R",20641,"R",5704152,"R",5724793,1,"R",17806,"R",6600,1,"R",164,"R",60,"R",11,"R",72,"R",21,"R",3,"R",9010045,1,"R",3179770,"R",1315088,"R",8835856,"R",266956,"R",10417900,"R",25573,"R",892867,"R",918440,"R",23526155,20346385
232195,1 ,2,"R",10791,"R",511535,"R",125,"R",1503,"R",122823,"R",0,"R",71517,"R",12294,"R",706000,"R",718294,"R",344,"R",119468,"R",119812,1,"R",14,"R",227,1,"R",10.5,"R",4,"R",0,"R",6.5,"R",0,"R",3,"R",547272,2,"Z",0,"R",40527,"R",94753,"R",135580,"R",270860,"R",0,"R",29855,"R",29855,"R",847987,847987
232256,1 ,2,"R",210234,"R",412764,"R",97,"R",8605,"R",56196,"R",47,"R",84198,"R",218886,"R",553255,"R",772141,"R",6451,"R",793,"R",7244,1,"R",1065,"R",1023,1,"R",29,"R",5,"R",0,"R",4,"R",20,"R",0,"R",431605,1,"R",154726,"R",89534,"R",86201,"R",54308,"R",230043,"R",0,"R",16890,"R",16890,"R",833264,678538
232265,1 ,2,"R",316286,"R",137535,"R",176,"R",8589,"R",0,"R",4783,"R",101027,"R",329658,"R",238738,"R",568396,"R",3450,"R",69,"R",3519,1,"R",0,"R",0,1,"R",33,"R",7,"R",11,"R",0,"R",15,"R",2,"R",683232,1,"R",71920,"R",227688,"R",601860,"R",0,"R",829548,"R",1708,"R",58697,"R",60405,"R",1645105,1573185
232308,1 ,2,"R",216672,"R",529155,"R",145,"R",15074,"R",44352,"R",1237,"R",102301,"R",232983,"R",675953,"R",908936,"R",5918,"R",26097,"R",32015,1,"R",1137,"R",1092,1,"R",12.75,"R",6,"R",0,"R",3.5,"R",3.25,"R",0,"R",483398,2,"Z",0,"R",116115,"R",243139,"R",11799,"R",371053,"R",0,"R",95178,"R",95178,"R",949629,949629
232414,1 ,2,"R",71552,"R",471283,"R",134,"R",5955,"R",122711,"R",292,"R",67311,"R",77799,"R",661439,"R",739238,"R",2411,"R",57132,"R",59543,1,"R",1034,"R",79,1,"R",18.5,"R",7.5,"R",0,"R",11,"R",0,"R",3,"R",1042975,2,"Z",0,"R",0,"R",23122,"R",300,"R",23422,"R",0,"R",1318,"R",1318,"R",1067715,1067715
232423,1 ,2,"R",500646,"R",1601416,"R",374,"R",38102,"R",325344,"R",5379,"R",174165,"R",544127,"R",2101299,"R",2645426,"R",14887,"R",788155,"R",803042,1,"R",11938,"R",9441,1,"R",148.19,"R",32,"R",16,"R",85.8,"R",14.39,"R",3,"R",7357074,1,"R",3151125,"R",903594,"R",3600611,"R",29030,"R",4533235,"R",8036,"R",1234923,"R",1242959,"R",16284393,13133268
232450,1 ,2,"R",37797,"R",467329,"R",187,"R",93,"R",122722,"R",9,"R",67311,"R",37899,"R",657549,"R",695448,"R",2226,"R",333267,"R",335493,1,"R",65,"R",81,1,"R",12.76,"R",3,"R",0,"R",7.63,"R",2.13,"R",0,"R",490928,1,"R",203639,"R",47200,"R",58937,"R",26040,"R",132177,"R",77,"R",17052,"R",17129,"R",843873,640234
232557,1 ,2,"R",356394,"R",1116834,"R",394,"R",182429,"R",281057,"R",3038,"R",175664,"R",541861,"R",1573949,"R",2115810,"R",40370,"R",11378756,"R",11419126,1,"R",7710,"R",4407,1,"R",134.1,"R",32,"R",7,"R",49.5,"R",45.6,"R",3,"R",4552234,1,"R",1248963,"R",1493216,"R",4227663,"R",252755,"R",5973634,"R",33754,"R",911944,"R",945698,"R",12720529,11471566
232566,1 ,2,"R",219990,"R",550110,"R",281,"R",12779,"R",170050,"R",2357,"R",62400,"R",235126,"R",782841,"R",1017967,"R",8656,"R",20565,"R",29221,1,"R",1295,"R",1492,1,"R",24.6,"R",7,"R",0,"R",15,"R",2.6,"R",0,"R",1183500,1,"R",505860,"R",57475,"R",322065,"R",779,"R",380319,"R",0,"R",417664,"R",417664,"R",2487343,1981483
232575,1 ,2,"R",65793,"R",906221,"R",164,"R",6203,"R",122711,"R",46,"R",67711,"R",72042,"R",1096807,"R",1168849,"R",2436,"R",71111,"R",73547,1,"R",867,"R",90,1,"R",8,"R",3,"R",5,"R",0,"R",0,"R",1,"R",414547,1,"R",183072,"R",43026,"R",58090,"R",19697,"R",120813,"R",159,"R",27265,"R",27424,"R",745856,562784
232609,1 ,2,"R",116649,"R",929075,"R",216,"R",4399,"R",78955,"R",15,"R",94273,"R",121063,"R",1102519,"R",1223582,"R",2036,"R",547332,"R",549368,1,"R",1118,"R",2214,1,"R",12.94,"R",6,"R",0,"R",4,"R",2.94,"R",0,"R",392498,2,"Z",0,"R",78254,"R",369600,"R",9143,"R",456997,"R",3366,"R",24174,"R",27540,"R",877035,877035
232672,1 ,2,"R",91742,"R",780563,"R",147,"R",2310,"R",103461,"R",64,"R",81909,"R",94116,"R",966080,"R",1060196,"R",3465,"R",88942,"R",92407,1,"R",815,"R",2122,1,"R",6.5,"R",4,"R",0,"R",0,"R",2.5,"R",0,"R",235450,1,"R",12940,"R",9197,"R",145826,"R",0,"R",155023,"R",3570,"R",45394,"R",48964,"R",452377,439437
232681,1 ,2,"R",287762,"R",546496,"R",208,"R",31040,"R",135531,"R",4399,"R",118287,"R",323201,"R",800522,"R",1123723,"R",6091,"R",156060,"R",162151,1,"R",3233,"R",2053,1,"R",29.5,"R",12,"R",0,"R",8,"R",9.5,"R",0,"R",1014620,1,"R",468143,"R",60324,"R",392004,"R",0,"R",452328,"R",469,"R",268532,"R",269001,"R",2204092,1735949
232706,1 ,2,"R",174835,"R",473422,"R",294,"R",2524,"R",46654,"R",1127,"R",137703,"R",178486,"R",658073,"R",836559,"R",6816,"R",26117,"R",32933,1,"R",1826,"R",1183,1,"R",18.5,"R",7.5,"R",0,"R",8,"R",3,"R",1,"R",989716,1,"R",212119,"R",61573,"R",297208,"R",7354,"R",366135,"R",20,"R",353656,"R",353676,"R",1921646,1709527
232788,1 ,2,"R",43803,"R",490479,"R",16,"R",1254,"R",122801,"R",289,"R",93491,"R",45346,"R",706787,"R",752133,"R",105,"R",53952,"R",54057,1,"R",114,"R",2,1,"R",4.9,"R",1,"R",0,"R",3.9,"R",0,"R",1,"R",135517,1,"R",42024,"R",16725,"R",38217,"R",1425,"R",56367,"R",3625,"R",13776,"R",17401,"R",251309,209285
232797,2 ,2,"R",37242,"R",220176,"R",93,"R",2590,"R",2,"R",27,"R",0,"R",39859,"R",220271,"R",260130,"R",0,"R",11978,"R",11978,2,"A",,"A",,1,"R",1.5,"R",1.5,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
232867,1 ,2,"R",30161,"R",477946,"R",107,"R",978,"R",122719,"R",193,"R",69219,"R",31332,"R",669991,"R",701323,"R",1075,"R",71259,"R",72334,1,"R",87,"R",73,1,"R",4.88,"R",1,"R",0.63,"R",3.25,"R",0,"R",0,"R",211942,1,"R",44986,"R",35682,"R",58765,"R",3880,"R",98327,"R",750,"R",6921,"R",7671,"R",362926,317940
232885,1 ,2,"R",2108,"R",5966,"R",35,"R",242,"R",0,"R",76,"R",37831,"R",2426,"R",43832,"R",46258,"R",111,"R",14176,"R",14287,1,"R",1104,"R",2509,1,"R",5.5,"R",3,"R",1,"R",1.5,"R",0,"R",1,"R",377554,2,"Z",0,"R",104000,"R",1202834,"R",10280,"R",1317114,"R",0,"R",21147,"R",21147,"R",1715815,1715815
232937,1 ,2,"R",259786,"R",698182,"R",221,"R",1538,"R",391735,"R",3913,"R",168415,"R",265237,"R",1258553,"R",1523790,"R",1153,"R",35907,"R",37060,1,"R",1440,"R",123,1,"R",26,"R",3,"R",0,"R",10,"R",13,"R",0,"R",652104,1,"R",294843,"R",22763,"R",660386,"R",0,"R",683149,"R",2486,"R",272242,"R",274728,"R",1904824,1609981
232946,1 ,2,"R",139982,"R",498189,"R",218,"R",9855,"R",125924,"R",755,"R",95352,"R",150592,"R",719683,"R",870275,"R",7412,"R",1550179,"R",1557591,1,"R",506,"R",285,1,"R",48,"R",16,"R",3,"R",25,"R",4,"R",6,"R",2365793,2,"Z",0,"R",267216,"R",702477,"R",0,"R",969693,"R",0,"R",60181,"R",60181,"R",3395667,3395667
232982,1 ,2,"R",1072112,"R",1847582,"R",438,"R",230999,"R",307512,"R",20994,"R",202538,"R",1324105,"R",2358070,"R",3682175,"R",13041,"R",2102859,"R",2115900,1,"R",4143,"R",7010,1,"R",80.61,"R",19.5,"R",3,"R",47.5,"R",10.61,"R",2,"R",3033100,1,"R",1294807,"R",566931,"R",3381435,"R",166019,"R",4114385,"R",5064,"R",733712,"R",738776,"R",9181068,7886261
233019,1 ,2,"R",25629,"R",610559,"R",184,"R",772,"R",122711,"R",91,"R",67311,"R",26492,"R",800765,"R",827257,"R",303,"R",14440,"R",14743,1,"R",21,"R",41,1,"R",3,"R",1,"R",1,"R",1,"R",0,"R",0,"R",131997,1,"R",32350,"R",2959,"R",46067,"R",2904,"R",51930,"R",0,"R",3275,"R",3275,"R",219552,187202
233037,1 ,2,"R",10730,"R",488602,"R",148,"R",51,"R",122711,"R",0,"R",67311,"R",10781,"R",678772,"R",689553,"R",75,"R",17637,"R",17712,1,"R",2,"R",12,1,"R",4.95,"R",2.45,"R",0,"R",2.45,"R",0.05,"R",1,"R",113387,1,"R",42005,"R",10500,"R",2940,"R",0,"R",13440,"R",0,"R",4056,"R",4056,"R",172888,130883
233082,2 ,2,"R",242,"R",2034,"R",14,"R",0,"R",0,"R",0,"R",38004,"R",242,"R",40052,"R",40294,"R",17,"R",5975,"R",5992,1,"R",0,"R",14,1,"R",1.4,"R",1.4,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
233116,1 ,2,"R",21383,"R",504937,"R",146,"R",243,"R",124323,"R",7,"R",105537,"R",21633,"R",734943,"R",756576,"R",1734,"R",142913,"R",144647,1,"R",2727,"R",160,1,"R",7,"R",5,"R",0,"R",2,"R",0,"R",0,"R",311810,1,"R",134027,"R",33223,"R",74123,"R",3300,"R",110646,"R",0,"R",18294,"R",18294,"R",574777,440750
233277,1 ,2,"R",257704,"R",1009576,"R",467,"R",14595,"R",175730,"R",1625,"R",55766,"R",273924,"R",1241539,"R",1515463,"R",4778,"R",478847,"R",483625,1,"R",1464,"R",5164,1,"R",59.5,"R",15,"R",0,"R",15.5,"R",29,"R",1,"R",1806393,1,"R",695449,"R",65715,"R",1115811,"R",38942,"R",1220468,"R",0,"R",121001,"R",121001,"R",3843311,3147862
233295,1 ,2,"R",137210,"R",598423,"R",210,"R",2371,"R",116024,"R",366,"R",213862,"R",139947,"R",928519,"R",1068466,"R",2535,"R",120887,"R",123422,1,"R",226,"R",905,1,"R",14.05,"R",4,"R",1,"R",5,"R",4.05,"R",0,"R",582103,2,"Z",0,"R",47241,"R",332602,"R",24930,"R",404773,"R",2198,"R",124479,"R",126677,"R",1113553,1113553
233301,1 ,2,"R",133945,"R",673587,"R",116,"R",2305,"R",121082,"R",1138,"R",183909,"R",137388,"R",978694,"R",1116082,"R",2463,"R",590,"R",3053,1,"R",550,"R",215,1,"R",9.5,"R",3,"R",0,"R",4,"R",2.5,"R",0,"R",338194,2,"Z",0,"R",3955,"R",124298,"R",0,"R",128253,"R",0,"R",90098,"R",90098,"R",556545,556545
