UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
233310,"R",92,"R",5539236,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",560445,"R",43,"R",3050931,"R",6,"R",345930,"R",5,"R",276616,"R",4,"R",244755,"Z",0,"Z",0,"R",5,"R",263691,"Z",0,"Z",0,"R",13,"R",595252,"R",4,"R",201616,"Z",0,"Z",0
233329,"R",16,"R",916377,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",372382,"R",4,"R",217390,"Z",0,"Z",0,"R",5,"R",251600,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",75005,"Z",0,"Z",0,"Z",0,"Z",0
233338,"R",86,"R",5434632,"Z",0,"Z",0,"R",3,"R",195353,"R",13,"R",549677,"R",12,"R",1399660,"R",12,"R",720933,"R",4,"R",363407,"R",14,"R",874145,"Z",0,"Z",0,"R",11,"R",594059,"R",1,"R",42000,"R",9,"R",364334,"R",7,"R",331064,"Z",0,"Z",0
233356,"R",56,"R",4639771,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",245398,"R",26,"R",2762510,"R",4,"R",246397,"R",10,"R",736236,"R",7,"R",418891,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",230339,"Z",0,"Z",0,"Z",0,"Z",0
233374,"R",1180,"R",88359124,"R",1,"R",63440,"Z",0,"Z",0,"R",139,"R",10060520,"R",156,"R",25904714,"R",130,"R",9700708,"R",62,"R",5643522,"R",117,"R",10325115,"R",16,"R",1153407,"R",296,"R",12522177,"R",8,"R",357487,"R",181,"R",8636425,"R",69,"R",3795314,"R",5,"R",196295
233408,"R",22,"R",1673021,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",82000,"R",13,"R",1077203,"R",4,"R",282591,"R",2,"R",123898,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",107329,"Z",0,"Z",0,"Z",0,"Z",0
233426,"R",211,"R",13808160,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",496971,"R",45,"R",5960873,"R",20,"R",1296650,"R",16,"R",942000,"R",29,"R",1585068,"R",1,"R",47000,"R",45,"R",1628525,"Z",0,"Z",0,"R",34,"R",1267779,"R",11,"R",531294,"R",1,"R",52000
233480,"R",3,"R",261019,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",261019,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
233541,"R",422,"R",22614033,"Z",0,"Z",0,"Z",0,"Z",0,"R",59,"R",2755140,"R",74,"R",6517169,"R",29,"R",1750342,"R",30,"R",1880671,"R",64,"R",3056500,"R",9,"R",523548,"R",59,"R",2135325,"Z",0,"Z",0,"R",81,"R",3221875,"R",15,"R",716617,"R",2,"R",56846
233602,"R",10,"R",436376,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",37506,"R",2,"R",118180,"R",2,"R",97162,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40934,"Z",0,"Z",0,"R",3,"R",101394,"R",1,"R",41200,"Z",0,"Z",0
233611,"R",117,"R",6710056,"R",1,"R",85600,"Z",0,"Z",0,"R",21,"R",951921,"R",20,"R",1866001,"R",10,"R",504001,"R",6,"R",244750,"R",46,"R",2277763,"R",3,"R",217500,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",562520,"Z",0,"Z",0,"Z",0,"Z",0
233639,"R",101,"R",5564979,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",618312,"R",37,"R",2902856,"R",3,"R",166012,"R",7,"R",353602,"R",3,"R",154817,"Z",0,"Z",0,"R",13,"R",480507,"Z",0,"Z",0,"R",15,"R",598192,"R",6,"R",290681,"Z",0,"Z",0
233648,"R",105,"R",5956727,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",65500,"R",49,"R",3470447,"R",9,"R",438964,"R",6,"R",346134,"R",3,"R",173754,"Z",0,"Z",0,"R",5,"R",216039,"Z",0,"Z",0,"R",30,"R",1169036,"R",2,"R",76853,"Z",0,"Z",0
233718,"R",144,"R",8043953,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",905042,"R",28,"R",3018462,"R",15,"R",917980,"R",5,"R",260308,"R",8,"R",350194,"Z",0,"Z",0,"R",35,"R",1124388,"Z",0,"Z",0,"R",19,"R",809149,"R",15,"R",658430,"Z",0,"Z",0
233754,"R",137,"R",8739719,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1110022,"R",52,"R",4273047,"R",8,"R",548106,"R",12,"R",820421,"R",1,"R",57582,"Z",0,"Z",0,"R",4,"R",242237,"Z",0,"Z",0,"R",28,"R",1295496,"R",8,"R",392808,"Z",0,"Z",0
233772,"R",469,"R",29132537,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",1564695,"R",177,"R",14514815,"R",29,"R",1851295,"R",40,"R",3039480,"R",14,"R",674856,"Z",0,"Z",0,"R",53,"R",1860924,"Z",0,"Z",0,"R",82,"R",3622674,"R",31,"R",1776774,"R",5,"R",227024
233842,"R",52,"R",3197380,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",570108,"R",20,"R",1668857,"R",1,"R",67000,"R",2,"R",94100,"R",2,"R",103900,"Z",0,"Z",0,"R",2,"R",99382,"Z",0,"Z",0,"R",12,"R",487233,"R",2,"R",106800,"Z",0,"Z",0
233897,"R",228,"R",12266207,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",577103,"R",53,"R",4668579,"R",18,"R",933989,"R",11,"R",580380,"R",45,"R",2010125,"R",7,"R",355256,"R",31,"R",1029027,"R",2,"R",70565,"R",36,"R",1469095,"R",12,"R",572088,"Z",0,"Z",0
233903,"R",64,"R",3828560,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",266119,"R",29,"R",2277863,"R",3,"R",180457,"R",3,"R",186381,"R",1,"R",45500,"Z",0,"Z",0,"R",6,"R",276241,"Z",0,"Z",0,"R",11,"R",459666,"R",4,"R",136333,"Z",0,"Z",0
233921,"R",6116,"R",436553234,"R",619,"R",49605600,"R",134,"R",8857038,"R",75,"R",4670895,"R",170,"R",35567917,"R",2036,"R",178674349,"R",665,"R",40722107,"R",178,"R",11380943,"R",105,"R",5828232,"R",545,"R",22299372,"Z",0,"Z",0,"R",1136,"R",55264139,"R",401,"R",21469251,"R",52,"R",2213391
233949,"R",157,"R",10294935,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",370222,"R",80,"R",5979616,"R",6,"R",354164,"R",21,"R",1517631,"R",4,"R",205407,"Z",0,"Z",0,"R",9,"R",495568,"Z",0,"Z",0,"R",19,"R",886568,"R",9,"R",422511,"R",1,"R",63248
234030,"R",3480,"R",273635409,"R",176,"R",13332452,"R",5,"R",560880,"R",357,"R",22465192,"R",446,"R",68941192,"R",707,"R",53926454,"R",456,"R",34606138,"R",535,"R",35910170,"R",169,"R",10666983,"R",171,"R",9582731,"Z",0,"Z",0,"R",281,"R",14315702,"R",177,"R",9327515,"Z",0,"Z",0
234076,"R",5614,"R",458054138,"R",75,"R",9688255,"Z",0,"Z",0,"R",240,"R",16510577,"R",1210,"R",160320764,"R",774,"R",59907376,"R",1085,"R",83414084,"R",419,"R",31282349,"R",63,"R",5304506,"R",461,"R",20151700,"R",19,"R",710258,"R",517,"R",26634332,"R",645,"R",38625719,"R",106,"R",5504218
234085,"R",431,"R",24442158,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",928404,"R",64,"R",6105583,"R",30,"R",1710019,"R",41,"R",2885235,"R",51,"R",3455552,"R",16,"R",964265,"R",60,"R",2193417,"R",6,"R",192079,"R",77,"R",3292983,"R",40,"R",1716836,"R",32,"R",997785
234137,"R",36,"R",1255298,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",443207,"R",2,"R",148800,"R",3,"R",110000,"R",3,"R",90000,"R",5,"R",185625,"R",1,"R",31000,"R",2,"R",105000,"Z",0,"Z",0,"R",4,"R",116666,"R",1,"R",25000,"Z",0,"Z",0
234155,"R",445,"R",32586904,"R",9,"R",520661,"R",33,"R",2001763,"R",53,"R",3345562,"R",96,"R",10584921,"R",78,"R",5541348,"R",26,"R",2059728,"R",25,"R",1697388,"R",9,"R",640543,"Z",0,"Z",0,"Z",0,"Z",0,"R",102,"R",5211614,"R",11,"R",759521,"R",3,"R",223855
234164,"R",221,"R",14127589,"R",5,"R",392000,"R",2,"R",126000,"R",17,"R",1156000,"R",64,"R",5976451,"R",21,"R",1316457,"R",6,"R",270010,"R",22,"R",1238953,"Z",0,"Z",0,"R",10,"R",532506,"R",21,"R",1061301,"R",22,"R",979582,"R",30,"R",1040329,"R",1,"R",38000
234173,"R",120,"R",7536996,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1245505,"R",24,"R",2652410,"R",3,"R",197353,"R",10,"R",669139,"R",25,"R",1362299,"R",1,"R",40000,"R",13,"R",468625,"R",1,"R",52417,"R",18,"R",849248,"Z",0,"Z",0,"Z",0,"Z",0
234207,"R",700,"R",48914138,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1902968,"R",65,"R",11925097,"R",65,"R",5178080,"R",57,"R",4863744,"R",131,"R",9096842,"R",11,"R",643722,"R",191,"R",7480035,"R",8,"R",389100,"R",105,"R",4557430,"R",42,"R",2877120,"Z",0,"Z",0
234377,"R",62,"R",3881545,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",43,"R",3040995,"R",4,"R",195531,"R",3,"R",146940,"R",1,"R",59040,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",316384,"R",3,"R",122655,"Z",0,"Z",0
234669,"R",456,"R",34672438,"R",3,"R",238637,"Z",0,"Z",0,"R",85,"R",7540247,"R",41,"R",5145515,"R",36,"R",2765223,"R",33,"R",3313191,"R",12,"R",830182,"Z",0,"Z",0,"R",54,"R",3072736,"Z",0,"Z",0,"R",150,"R",9673319,"R",42,"R",2093388,"Z",0,"Z",0
234696,"R",130,"R",9251245,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",869565,"R",11,"R",1300903,"R",8,"R",661140,"R",8,"R",672600,"Z",0,"Z",0,"R",1,"R",55776,"R",15,"R",752076,"Z",0,"Z",0,"R",77,"R",4599129,"R",5,"R",340056,"Z",0,"Z",0
234711,"R",137,"R",8202928,"R",1,"R",63216,"Z",0,"Z",0,"R",27,"R",1335506,"R",29,"R",2709758,"R",8,"R",415657,"R",6,"R",549266,"R",7,"R",471987,"Z",0,"Z",0,"R",22,"R",897751,"Z",0,"Z",0,"R",28,"R",1238792,"R",9,"R",520995,"Z",0,"Z",0
234827,"R",942,"R",59715824,"R",4,"R",273632,"R",2,"R",101683,"R",30,"R",1121000,"R",116,"R",12474709,"R",140,"R",9171051,"R",80,"R",7093852,"R",146,"R",8190174,"R",17,"R",1338356,"R",143,"R",6071190,"R",1,"R",129063,"R",202,"R",9679862,"R",61,"R",4071252,"Z",0,"Z",0
234845,"R",177,"R",10933645,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",562109,"R",53,"R",4436878,"R",17,"R",1055375,"R",8,"R",712032,"R",17,"R",920877,"Z",0,"Z",0,"R",26,"R",1109700,"R",1,"R",37152,"R",41,"R",1852934,"R",4,"R",246588,"Z",0,"Z",0
234915,"R",103,"R",7030576,"R",2,"R",165534,"Z",0,"Z",0,"R",5,"R",286749,"R",20,"R",2242090,"R",69,"R",4144672,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",191531,"Z",0,"Z",0,"Z",0,"Z",0
234933,"R",331,"R",21499123,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",2310370,"R",46,"R",4716658,"R",34,"R",2016787,"R",30,"R",2404803,"R",20,"R",1350061,"Z",0,"Z",0,"R",35,"R",1604390,"R",3,"R",167182,"R",112,"R",6178363,"R",11,"R",750509,"Z",0,"Z",0
234951,"R",162,"R",11380448,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",2054192,"R",22,"R",2435453,"R",32,"R",2185029,"R",12,"R",992317,"R",5,"R",354804,"R",1,"R",51840,"R",14,"R",744514,"R",1,"R",72080,"R",22,"R",1315269,"R",20,"R",1122557,"R",1,"R",52393
234979,"R",280,"R",17594630,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",204984,"R",61,"R",5648465,"R",7,"R",363468,"R",11,"R",818640,"R",3,"R",142668,"Z",0,"Z",0,"R",15,"R",837132,"R",2,"R",130361,"R",144,"R",7840060,"R",31,"R",1522284,"R",2,"R",86568
235024,"R",80,"R",4431201,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",163931,"R",12,"R",1342538,"R",12,"R",1064483,"R",4,"R",235456,"R",21,"R",1049999,"Z",0,"Z",0,"R",2,"R",80910,"R",1,"R",44990,"R",5,"R",258427,"R",3,"R",190467,"Z",0,"Z",0
235097,"R",769,"R",51466389,"Z",0,"Z",0,"Z",0,"Z",0,"R",98,"R",5408983,"R",125,"R",13251410,"R",52,"R",3717811,"R",51,"R",4470417,"R",97,"R",5706629,"R",7,"R",475684,"R",142,"R",6901963,"R",2,"R",91746,"R",126,"R",6899506,"R",54,"R",3799008,"R",15,"R",743232
235103,"R",400,"R",26043103,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",715817,"R",61,"R",6119773,"R",12,"R",758506,"R",24,"R",2088689,"R",56,"R",2887821,"R",1,"R",67580,"R",5,"R",276632,"Z",0,"Z",0,"R",187,"R",11190004,"R",41,"R",1893473,"R",1,"R",44808
235149,"R",290,"R",18966833,"Z",0,"Z",0,"Z",0,"Z",0,"R",43,"R",2248734,"R",62,"R",5844839,"R",16,"R",993476,"R",18,"R",1604438,"R",16,"R",919004,"Z",0,"Z",0,"R",35,"R",1555086,"Z",0,"Z",0,"R",87,"R",5060760,"R",13,"R",740496,"Z",0,"Z",0
235167,"R",395,"R",27834908,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",2336870,"R",66,"R",7232324,"R",59,"R",3984180,"R",53,"R",4709248,"R",49,"R",2797452,"R",3,"R",358056,"R",48,"R",2257584,"Z",0,"Z",0,"R",61,"R",2859726,"R",17,"R",1058916,"R",4,"R",240552
235237,"R",333,"R",23238596,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",1431009,"R",51,"R",5846072,"R",61,"R",4084394,"R",20,"R",1886592,"R",8,"R",528299,"Z",0,"Z",0,"R",43,"R",1954764,"Z",0,"Z",0,"R",127,"R",6823142,"R",10,"R",643512,"R",1,"R",40812
235316,"R",870,"R",65266391,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",453771,"R",247,"R",26153480,"R",65,"R",4175889,"R",37,"R",2821760,"R",95,"R",11339962,"R",2,"R",221198,"R",110,"R",5376599,"Z",0,"Z",0,"R",259,"R",11976718,"R",38,"R",2478393,"R",8,"R",268621
235334,"R",101,"R",6840492,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",170107,"R",28,"R",2773956,"R",5,"R",307495,"R",8,"R",667296,"R",1,"R",58704,"Z",0,"Z",0,"R",3,"R",140976,"Z",0,"Z",0,"R",42,"R",2246918,"R",11,"R",475040,"Z",0,"Z",0
235343,"R",353,"R",25943807,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",1457508,"R",171,"R",14764705,"R",19,"R",1166664,"R",17,"R",1569702,"R",8,"R",440616,"Z",0,"Z",0,"R",22,"R",966338,"R",2,"R",100020,"R",97,"R",4988006,"R",5,"R",333144,"R",3,"R",157104
235422,"R",114,"R",5953860,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",39575,"R",23,"R",2183065,"Z",0,"Z",0,"R",7,"R",439588,"R",2,"R",108000,"Z",0,"Z",0,"R",29,"R",1002928,"Z",0,"Z",0,"R",52,"R",2180704,"Z",0,"Z",0,"Z",0,"Z",0
235431,"R",300,"R",21316768,"R",1,"R",74423,"R",2,"R",119770,"R",40,"R",2967437,"R",100,"R",8906770,"R",14,"R",812318,"R",23,"R",2062402,"R",38,"R",2146517,"Z",0,"Z",0,"R",28,"R",1384872,"R",1,"R",51876,"R",50,"R",2617617,"R",2,"R",95328,"R",1,"R",77438
235547,"R",119,"R",8240467,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",591616,"R",32,"R",3384003,"R",14,"R",971120,"R",1,"R",56509,"Z",0,"Z",0,"R",13,"R",859022,"R",20,"R",865034,"Z",0,"Z",0,"R",27,"R",1450761,"R",1,"R",62402,"Z",0,"Z",0
235671,"R",155,"R",10764965,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",89112,"R",43,"R",4136812,"R",2,"R",181679,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",55,"R",2798602,"Z",0,"Z",0,"R",54,"R",3558760,"Z",0,"Z",0,"Z",0,"Z",0
235699,"R",161,"R",12083302,"R",1,"R",78000,"Z",0,"Z",0,"R",13,"R",812508,"R",45,"R",5077068,"R",20,"R",1244484,"R",8,"R",643902,"R",12,"R",762192,"R",1,"R",58656,"R",18,"R",931656,"Z",0,"Z",0,"R",37,"R",2104396,"R",6,"R",370440,"Z",0,"Z",0
235750,"R",253,"R",15120362,"R",2,"R",126483,"Z",0,"Z",0,"R",34,"R",2262261,"R",35,"R",3153828,"R",19,"R",1214136,"R",11,"R",985878,"R",5,"R",328596,"R",2,"R",108695,"R",71,"R",3224517,"Z",0,"Z",0,"R",61,"R",3038832,"R",13,"R",677136,"Z",0,"Z",0
236072,"R",166,"R",11569732,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",675652,"R",43,"R",4138719,"R",6,"R",425636,"R",5,"R",476868,"R",21,"R",1377175,"Z",0,"Z",0,"R",24,"R",1142556,"R",1,"R",43848,"R",48,"R",2815446,"R",7,"R",426780,"R",1,"R",47052
236133,"R",132,"R",8026433,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",625526,"R",20,"R",2185390,"R",12,"R",681434,"R",11,"R",659538,"R",14,"R",695358,"R",2,"R",94665,"Z",0,"Z",0,"R",21,"R",1241015,"R",39,"R",1843507,"Z",0,"Z",0,"Z",0,"Z",0
236188,"R",226,"R",15024836,"R",1,"R",80535,"Z",0,"Z",0,"R",26,"R",2100684,"R",41,"R",3913708,"R",21,"R",1223603,"R",12,"R",1034381,"R",8,"R",545740,"R",6,"R",544104,"R",21,"R",1150817,"Z",0,"Z",0,"R",71,"R",3582912,"R",19,"R",848352,"Z",0,"Z",0
236212,"R",66,"R",4202247,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",109034,"R",17,"R",1735723,"R",2,"R",151577,"R",4,"R",231754,"R",2,"R",116906,"Z",0,"Z",0,"R",12,"R",562162,"R",3,"R",149947,"R",24,"R",1145144,"Z",0,"Z",0,"Z",0,"Z",0
236230,"R",354,"R",21835593,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",569267,"R",93,"R",8838016,"R",17,"R",1234882,"R",26,"R",1624845,"R",42,"R",2393698,"R",2,"R",137825,"R",76,"R",2956796,"R",2,"R",75257,"R",70,"R",3105455,"R",11,"R",618200,"R",5,"R",281352
236258,"R",124,"R",7811668,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1388958,"R",29,"R",2748928,"R",8,"R",441853,"R",12,"R",883901,"R",7,"R",386194,"Z",0,"Z",0,"R",8,"R",348312,"Z",0,"Z",0,"R",22,"R",1120106,"R",11,"R",493416,"Z",0,"Z",0
236328,"R",329,"R",22774061,"R",1,"R",43680,"Z",0,"Z",0,"R",47,"R",2863726,"R",46,"R",6941648,"R",22,"R",1503953,"R",41,"R",2799010,"R",37,"R",2147666,"R",5,"R",313715,"R",50,"R",2108394,"R",1,"R",31824,"R",65,"R",3225820,"R",14,"R",794625,"Z",0,"Z",0
236382,"R",159,"R",12100023,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",973677,"R",57,"R",5696638,"R",15,"R",903571,"R",14,"R",1155158,"R",3,"R",182783,"R",2,"R",141571,"R",26,"R",1362897,"Z",0,"Z",0,"R",28,"R",1683728,"Z",0,"Z",0,"Z",0,"Z",0
236452,"R",160,"R",9608071,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",1001090,"R",22,"R",2226530,"R",15,"R",1065406,"R",12,"R",837122,"R",29,"R",1436498,"R",4,"R",289755,"R",23,"R",1019620,"Z",0,"Z",0,"R",33,"R",1545334,"R",3,"R",186716,"Z",0,"Z",0
236504,"R",152,"R",10638048,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",359296,"R",42,"R",4117906,"R",3,"R",272054,"R",5,"R",471789,"R",15,"R",935308,"Z",0,"Z",0,"R",32,"R",1587972,"R",2,"R",95400,"R",42,"R",2462095,"R",5,"R",336228,"Z",0,"Z",0
236513,"R",411,"R",31966923,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1708553,"R",119,"R",12610776,"R",34,"R",2514797,"R",38,"R",3547461,"R",34,"R",2251273,"Z",0,"Z",0,"R",29,"R",1421328,"R",2,"R",89664,"R",112,"R",6623843,"R",11,"R",702536,"R",8,"R",496692
236577,"R",312,"R",22139311,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",780202,"R",47,"R",6029752,"R",9,"R",578019,"R",26,"R",2116408,"Z",0,"Z",0,"R",2,"R",140244,"R",31,"R",1721384,"Z",0,"Z",0,"R",184,"R",10773302,"Z",0,"Z",0,"Z",0,"Z",0
236595,"R",713,"R",53384406,"Z",0,"Z",0,"Z",0,"Z",0,"R",42,"R",2043905,"R",125,"R",15827093,"R",143,"R",10128318,"R",59,"R",4605794,"R",170,"R",12720939,"R",6,"R",338134,"R",74,"R",2477886,"Z",0,"Z",0,"R",72,"R",3602817,"R",22,"R",1639520,"Z",0,"Z",0
236610,"R",224,"R",14984112,"R",1,"R",82000,"Z",0,"Z",0,"R",18,"R",1016146,"R",59,"R",5147423,"R",15,"R",993674,"R",13,"R",1253823,"R",1,"R",66372,"Z",0,"Z",0,"R",17,"R",957045,"Z",0,"Z",0,"R",77,"R",4304173,"R",21,"R",1100105,"R",2,"R",63351
236638,"R",317,"R",19100807,"Z",0,"Z",0,"Z",0,"Z",0,"R",114,"R",5697307,"R",75,"R",6556959,"R",19,"R",1101247,"R",14,"R",1147295,"R",6,"R",312768,"R",2,"R",105232,"R",28,"R",1278912,"R",2,"R",91356,"R",48,"R",2211543,"R",9,"R",598188,"Z",0,"Z",0
236656,"R",227,"R",15218950,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",1257263,"R",91,"R",7661262,"R",19,"R",1072516,"R",16,"R",1393368,"R",1,"R",38952,"Z",0,"Z",0,"R",7,"R",382200,"Z",0,"Z",0,"R",49,"R",2392153,"R",22,"R",1021236,"Z",0,"Z",0
236692,"R",588,"R",34905418,"Z",0,"Z",0,"Z",0,"Z",0,"R",85,"R",5577632,"R",74,"R",6595064,"R",70,"R",4160646,"R",31,"R",2695190,"R",34,"R",1854084,"R",4,"R",219538,"R",145,"R",7130007,"R",1,"R",50592,"R",66,"R",2955434,"R",78,"R",3667231,"Z",0,"Z",0
236708,"R",97,"R",6649767,"Z",0,"Z",0,"Z",0,"Z",0,"R",49,"R",3434868,"R",20,"R",1782681,"R",2,"R",131846,"Z",0,"Z",0,"R",1,"R",43800,"Z",0,"Z",0,"R",5,"R",295810,"Z",0,"Z",0,"R",20,"R",960762,"Z",0,"Z",0,"Z",0,"Z",0
236753,"R",286,"R",18473171,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",2055734,"R",55,"R",5295266,"R",11,"R",679365,"R",20,"R",1759875,"R",35,"R",2163238,"R",2,"R",113256,"R",39,"R",1775280,"R",4,"R",169080,"R",74,"R",3955365,"R",9,"R",506712,"Z",0,"Z",0
236887,"R",178,"R",11879232,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",1199259,"R",37,"R",3867475,"R",17,"R",1066271,"R",12,"R",965218,"R",6,"R",414291,"R",1,"R",47495,"R",16,"R",738137,"R",1,"R",45852,"R",57,"R",2942340,"R",9,"R",592894,"Z",0,"Z",0
236896,"R",127,"R",7374528,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",1809359,"R",27,"R",1962646,"R",11,"R",612133,"R",10,"R",623691,"R",4,"R",211276,"Z",0,"Z",0,"R",11,"R",584176,"Z",0,"Z",0,"R",24,"R",1228125,"R",7,"R",343122,"Z",0,"Z",0
236939,"R",4330,"R",303266957,"R",260,"R",17082617,"R",69,"R",5923450,"R",317,"R",17644233,"R",329,"R",47830259,"R",747,"R",53640158,"R",724,"R",52770867,"R",599,"R",43380041,"R",165,"R",10562581,"R",426,"R",18968909,"R",2,"R",69624,"R",424,"R",20121569,"R",210,"R",12230423,"R",58,"R",3042226
236948,"R",8479,"R",740468970,"R",1051,"R",89280960,"Z",0,"Z",0,"R",278,"R",19179127,"R",760,"R",123966969,"R",2422,"R",212386091,"R",926,"R",89416189,"R",972,"R",82295455,"R",135,"R",10518416,"R",707,"R",34032497,"R",1,"R",38280,"R",791,"R",47104193,"R",333,"R",25841712,"R",103,"R",6409081
236975,"R",149,"R",9809598,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",403041,"R",25,"R",2722809,"R",10,"R",644608,"R",16,"R",1176449,"R",40,"R",2353402,"R",1,"R",56553,"R",12,"R",473364,"Z",0,"Z",0,"R",34,"R",1629164,"R",6,"R",350208,"Z",0,"Z",0
237011,"R",1090,"R",80348626,"Z",0,"Z",0,"Z",0,"Z",0,"R",65,"R",4543493,"R",69,"R",10471000,"R",176,"R",14188095,"R",165,"R",13207616,"R",59,"R",3776481,"R",16,"R",1179436,"R",53,"R",3744002,"Z",0,"Z",0,"R",406,"R",24046223,"R",70,"R",4566048,"R",11,"R",626232
237039,"R",190,"R",12204395,"R",1,"R",84665,"Z",0,"Z",0,"R",19,"R",1373768,"R",51,"R",4384611,"R",5,"R",242039,"R",11,"R",782530,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",1149421,"R",4,"R",254018,"R",62,"R",3353233,"R",11,"R",580110,"Z",0,"Z",0
237057,"R",271,"R",18049711,"R",6,"R",364027,"Z",0,"Z",0,"R",21,"R",1306621,"R",62,"R",6969191,"R",14,"R",992547,"R",29,"R",1886402,"R",28,"R",1478971,"R",3,"R",153963,"R",52,"R",2079632,"R",1,"R",48352,"R",41,"R",2033467,"R",13,"R",695766,"R",1,"R",40772
