UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3C12,F3C12,XF3C121,F3C121,XF3C122,F3C122,XF3C13,F3C13,XF3C131,F3C131,XF3C132,F3C132,XF3C14,F3C14,XF3C141,F3C141,XF3C142,F3C142,XF3C15,F3C15,XF3C151,F3C151,XF3C152,F3C152,XF3C16,F3C16,XF3C161,F3C161,XF3C162,F3C162,XF3C17,F3C17,XF3C171,F3C171,XF3C172,F3C172,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03,XF3G01,F3G01,XF3G02,F3G02,XF3G03,F3G03,XF3G04,F3G04,XF3G05,F3G05,XF3G06,F3G06,XF3G07,F3G07   
488110,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",197858,"R",0,"R",0,"R",0,"R",0,"R",0,"R",197858,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",742467,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",94974,"A",,"A",,"R",0,"R",837441,"R",197789,"R",111227,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",79538,"R",54743,"R",186541,"R",82875,"A",,"A",,"R",0,"A",,"A",,"R",101677,"R",0,"R",565545,"R",248845,"R",0,"R",91791,"R",1647,"R",8239,"R",215023,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488129,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",151275,"R",0,"R",0,"R",0,"R",0,"R",0,"R",151275,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",151275,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38065,"A",,"A",,"R",0,"R",189340,"R",56258,"R",14025,"R",0,"R",0,"R",0,"R",0,"R",49720,"R",42225,"R",32075,"R",22075,"R",23075,"R",19555,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",161128,"R",97880,"R",0,"R",15654,"R",6532,"R",0,"R",41062,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488138,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",63845,"R",0,"R",3655,"R",0,"R",3655,"R",0,"R",67500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",432720,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",432720,"R",198000,"R",121000,"R",2025,"R",0,"R",1000,"R",0,"R",40000,"R",35000,"R",30480,"R",20000,"R",32251,"R",20000,"A",,"A",,"R",0,"A",,"A",,"R",37000,"R",25000,"R",340756,"R",221000,"R",10000,"R",5000,"R",0,"R",650,"R",104106,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488147,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",327346,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",327346,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",960732,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",960732,"R",183913,"R",183913,"R",0,"R",0,"R",0,"R",0,"R",247740,"R",247740,"R",59277,"R",59277,"R",422435,"R",422435,"A",,"A",,"R",0,"A",,"A",,"R",126964,"R",0,"R",1040329,"R",913365,"R",0,"R",110624,"R",16340,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488174,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",141832,"R",0,"R",0,"R",0,"R",0,"R",0,"R",141832,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",353629,"R",15500,"R",0,"R",15500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",230,"R",51102,"A",,"A",,"R",0,"R",420461,"R",147777,"R",84986,"R",0,"R",0,"R",0,"R",0,"R",43702,"R",0,"R",15269,"R",0,"R",49472,"R",42493,"A",,"A",,"R",0,"A",,"A",,"R",126144,"R",0,"R",382364,"R",127479,"R",0,"R",97865,"R",7364,"R",8445,"R",141211,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488183,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",71899,"R",0,"R",0,"R",0,"R",0,"R",0,"R",71899,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",207116,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36889,"A",,"A",,"R",0,"R",244005,"R",51418,"R",47818,"R",0,"R",0,"R",0,"R",0,"R",3007,"R",400,"R",5097,"R",2800,"R",20669,"R",18962,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",80191,"R",69980,"R",0,"R",857,"R",6408,"R",13,"R",2933,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488192,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",189925,"R",0,"R",0,"R",0,"R",0,"R",0,"R",189925,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",863309,"R",0,"R",0,"R",0,"R",67180,"R",0,"R",0,"R",0,"R",67180,"R",0,"R",0,"R",0,"A",,"A",,"R",19816,"R",950305,"R",347543,"R",256,"Z",0,"Z",0,"Z",0,"Z",0,"R",35000,"R",35000,"R",25000,"R",25000,"R",231746,"R",231746,"A",,"A",,"Z",0,"A",,"A",,"R",264519,"R",255833,"R",903808,"R",547835,"Z",0,"R",90000,"R",3799,"R",0,"R",262174,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488217,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",514165,"R",0,"R",0,"R",0,"R",0,"R",0,"R",514165,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1482019,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",1482019,"R",314000,"R",314000,"R",0,"R",0,"R",0,"R",0,"R",65000,"R",32500,"R",5000,"R",5000,"R",149029,"R",52700,"A",,"A",,"R",0,"A",,"A",,"R",1,"R",0,"R",533030,"R",404200,"R",18000,"R",18000,"R",500,"R",0,"R",92330,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488226,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39384,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39384,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",280751,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",64200,"A",,"A",,"R",0,"R",344951,"R",155850,"R",155850,"R",0,"R",0,"R",100,"R",0,"R",7965,"R",7965,"R",28226,"R",28226,"R",70050,"R",100,"A",,"A",,"R",10980,"A",,"A",,"R",62129,"R",79,"R",335300,"R",192220,"R",0,"R",57880,"R",8992,"R",3120,"R",73088,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488253,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",142226,"R",65480,"R",10400,"R",10400,"R",0,"R",0,"R",218106,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1301863,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",1301863,"R",229261,"R",229261,"R",0,"R",0,"R",0,"R",0,"R",49039,"R",49039,"R",115857,"R",93538,"R",1367031,"R",270646,"A",,"A",,"R",0,"A",,"A",,"R",32974,"R",0,"R",1794162,"R",642484,"R",89859,"R",12259,"R",10770,"R",16487,"R",1022303,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488262,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",74393,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74393,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",266403,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",44704,"A",,"A",,"R",0,"R",311107,"R",16820,"R",16820,"R",0,"R",0,"R",0,"R",0,"R",60400,"R",60400,"R",21736,"R",2207,"R",43090,"R",43090,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",142046,"R",122517,"R",3732,"R",3518,"R",2000,"R",0,"R",10279,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488271,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",384047,"R",18304,"R",0,"R",0,"R",0,"R",3416,"R",405767,"R",21720,"R",0,"R",21720,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21720,"R",21720,"R",0,"R",1523742,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",233104,"A",,"A",,"R",0,"R",1756846,"R",550000,"R",450000,"R",20000,"R",12605,"R",25000,"R",19000,"R",64000,"R",55000,"R",76000,"R",60000,"R",110000,"R",70000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",845000,"R",666605,"R",0,"R",158096,"R",12357,"R",0,"R",7942,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488280,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",226032,"R",0,"R",0,"R",0,"R",0,"R",0,"R",226032,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",898792,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",54909,"R",953701,"R",156792,"R",149509,"R",0,"R",0,"R",0,"R",0,"R",13879,"R",0,"R",76815,"R",76815,"R",612630,"R",61891,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",860116,"R",288215,"R",0,"R",114975,"R",49066,"R",4386,"R",403474,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488299,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",172127,"R",0,"R",0,"R",0,"R",0,"R",0,"R",172127,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",357402,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1062,"A",,"A",,"R",0,"R",358464,"R",175964,"R",116706,"R",0,"R",0,"R",0,"R",0,"R",874,"R",325,"R",1003,"R",389,"R",25478,"R",6120,"A",,"A",,"R",0,"A",,"A",,"R",285,"R",0,"R",203604,"R",123540,"R",0,"R",7177,"R",932,"R",0,"R",71955,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488332,"R",1021610,"R",0,"R",4665,"R",0,"R",177190,"R",0,"R",844420,"R",1021610,"R",4665,"R",0,"R",76365,"R",0,"Z",0,"R",81030,"R",76365,"R",4665,"R",1125102,"R",856739,"R",68160,"R",336523,"Z",0,"R",688045,"R",-180148,"R",844420,"R",214918,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",214918,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1125102,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",1125102,"R",200000,"R",182040,"Z",0,"Z",0,"Z",0,"Z",0,"R",5757,"R",5757,"R",2257,"R",2257,"R",312103,"R",171202,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",336622,"R",0,"R",856739,"R",361256,"R",0,"R",4665,"R",0,"R",0,"R",490818,"A",,"A",,-2,"R",0,"R",1125102,"R",844420,"R",1021610,"R",450778,"R",0,"R",856739
488369,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",221040,"R",0,"R",0,"R",0,"R",0,"R",0,"R",221040,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",635125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7550,"A",,"A",,"R",0,"R",642675,"R",243362,"R",162917,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70583,"R",8420,"R",206066,"R",29470,"A",,"A",,"R",0,"A",,"A",,"R",45939,"R",0,"R",565950,"R",200807,"R",0,"R",89215,"R",45248,"R",691,"R",229989,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488378,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",416444,"R",4000,"R",51320,"R",51320,"R",0,"R",0,"R",471764,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",416444,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11159,"A",,"A",,"R",0,"R",427603,"R",227649,"R",227649,"R",0,"R",0,"R",0,"R",0,"R",39630,"R",6099,"R",108481,"R",108481,"R",16773,"R",9563,"A",,"A",,"R",0,"A",,"A",,"R",6099,"R",0,"R",398632,"R",351792,"R",0,"R",11626,"R",8228,"R",0,"R",26986,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488396,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",213745,"R",0,"R",0,"R",0,"R",0,"R",0,"R",213745,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",417583,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",417583,"R",196000,"R",184512,"R",0,"R",0,"R",0,"R",0,"R",95164,"R",94212,"R",1000,"R",500,"R",62154,"R",375,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",354318,"R",279599,"R",400,"R",52235,"R",8100,"R",0,"R",13984,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488411,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",303759,"R",0,"R",47826,"R",8809,"R",39017,"R",0,"R",351585,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1331077,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",119072,"A",,"A",,"R",0,"R",1450149,"R",388018,"R",194009,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",600602,"R",194009,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",988620,"R",388018,"R",0,"R",592579,"R",8023,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488420,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",300096,"R",0,"R",0,"R",0,"R",0,"R",0,"R",300096,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2332129,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",246255,"A",,"A",,"R",0,"R",2578384,"R",468131,"R",219087,"R",0,"R",0,"R",0,"R",0,"R",529671,"R",255981,"R",108460,"R",65860,"R",550265,"R",205684,"A",,"A",,"R",0,"A",,"A",,"R",1,"R",0,"R",1656528,"R",746612,"R",0,"R",282545,"R",12213,"R",0,"R",615158,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488439,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",542798,"R",0,"R",0,"R",0,"R",0,"R",0,"R",542798,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1201455,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28860,"A",,"A",,"R",0,"R",1230315,"R",349679,"R",267282,"R",0,"R",0,"R",0,"R",0,"R",108570,"R",108570,"R",76556,"R",76556,"R",254140,"R",254140,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",788945,"R",706548,"R",0,"R",24594,"R",43091,"R",0,"R",14712,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
488448,"R",3178805,"R",0,"R",19673,"R",0,"R",190078,"R",0,"R",2988727,"R",3178805,"R",0,"R",0,"R",19673,"R",0,"R",0,"R",19673,"R",0,"R",19673,"R",2483957,"R",2148552,"R",0,"R",335405,"R",0,"R",2614422,"R",38900,"R",2988727,"R",205775,"R",20546,"R",0,"R",0,"R",0,"R",62439,"R",288760,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2331385,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",408,"R",0,"R",0,"R",0,"R",152164,"R",2483957,"R",512896,"R",360000,"R",0,"R",0,"R",0,"R",0,"R",261850,"R",220000,"R",236406,"R",125000,"R",728300,"R",315000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",409100,"R",0,"R",2148552,"R",1020000,"R",120000,"R",400000,"R",0,"R",0,"R",608552,"A",,"A",,-2,"R",335405,"R",2483957,"R",2988727,"R",3178805,"R",2969054,"R",0,"R",2148552
488554,"R",65112241,"R",8907645,"R",28744399,"R",0,"R",51720079,"R",39084023,"R",13392162,"R",65112241,"R",0,"R",31152072,"R",9132002,"Z",0,"Z",0,"R",40284074,"R",11539675,"R",28744399,"R",35454352,"R",32334930,"R",0,"R",3119422,"R",0,"R",10272740,"R",0,"R",13392162,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35823310,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-851205,"R",0,"R",0,"R",0,"R",482247,"R",35454352,"R",8072001,"R",4805920,"R",578781,"R",311237,"R",0,"R",0,"R",3434033,"R",1994001,"R",1601177,"R",1201572,"R",18648937,"R",3691263,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",32334930,"R",12003993,"R",2160227,"R",1456923,"R",2015181,"R",3013065,"R",11685541,"R",0,"R",0, 3,"R",3119422,"R",35454352,"R",13392162,"R",65112241,"R",-15352237,"R",39084023,"R",32334930
488563,"R",445889,"R",0,"R",0,"R",0,"R",137319,"R",0,"R",308570,"R",445889,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",207321,"R",341416,"R",-800,"R",-134895,"R",0,"R",443475,"R",-10,"R",308570,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14628,"R",14628,"R",6396,"R",0,"R",6396,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6396,"R",6396,"R",0,"R",150099,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1680,"R",0,"A",,"R",55542,"R",207321,"R",145123,"R",145123,"R",0,"R",0,"R",0,"R",0,"R",6396,"R",0,"R",50140,"R",0,"R",89617,"R",0,"R",50140,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",341416,"R",145123,"R",0,"R",196293,"R",0,"R",0,"R",0,"R",0,"R",800, 3,"R",-134095,"R",207321,"R",308570,"R",445889,"R",308581,"R",0,"R",341416
