UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
220215,"R",24300,"R",0,"R",775,"R",24300,"Z",0,"R",775,"R",24300,"Z",0,"R",775,"R",11430,"R",0,"R",635,"R",11430,"Z",0,"R",635,"R",11430,"Z",0,"R",635,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22950,"R",0,"R",22950,"R",22950,"R",0,"R",22950,"R",23300,"R",0,"R",23300,"R",24300,"R",0,"R",24300,.,.,"R",22950,"R",0,"R",22950,"R",22950,"R",0,"R",22950,"R",23300,"R",0,"R",23300,"R",24300,"R",0,"R",24300,.,.,"R",22950,"R",0,"R",22950,"R",22950,"R",0,"R",22950,"R",23300,"R",0,"R",23300,"R",24300,"R",0,"R",24300,.,.,"R",1300,"R",1300,"R",1300,"R",1300,"R",7950,"R",7950,"R",7950,"R",7950,"R",3750,"R",3750,"R",3750,"R",3750,"R",4500,"R",4500,"R",4500,"R",4500,"R",3000,"R",3000,"R",3000,"R",3000,"R",2000,"R",2000,"R",2000,"R",2000
220400,"R",4104,"R",292,"R",171,"R",4104,"R",292,"R",171,"R",13458,"R",4618,"R",534,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4032,"R",292,"R",4324,"R",4032,"R",292,"R",4324,"R",4326,"R",292,"R",4618,"R",4326,"R",292,"R",4618,.,.,"R",4032,"R",292,"R",4324,"R",4032,"R",292,"R",4324,"R",4326,"R",292,"R",4618,"R",4326,"R",292,"R",4618,.,.,"R",12576,"R",4324,"R",16900,"R",12576,"R",4324,"R",16900,"R",13458,"R",4618,"R",18076,"R",13458,"R",4618,"R",18076,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10886,"R",10886,"R",10886,"R",10886,"R",4720,"R",4720,"R",4720,"R",4720,"R",4720,"R",4720,"R",4720,"R",4720
220464,"R",10675,"R",1060,"R",350,"R",10675,"R",1060,"R",350,"R",10675,"R",1060,"R",350,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10368,"R",760,"R",11128,"R",10523,"R",1060,"R",11583,"R",10523,"R",1060,"R",11583,"R",10675,"R",1060,"R",11735,.,.,"R",10368,"R",760,"R",11128,"R",10523,"R",1060,"R",11583,"R",10523,"R",1060,"R",11583,"R",10675,"R",1060,"R",11735,.,.,"R",10368,"R",760,"R",11128,"R",10523,"R",1060,"R",11583,"R",10523,"R",1060,"R",11583,"R",10675,"R",1060,"R",11735,.,.,"R",1300,"R",1300,"R",2300,"R",1300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8000,"R",8000,"R",8000,"R",15200,"R",2500,"R",2500,"R",4700,"R",5816,"R",2500,"R",2500,"R",4700,"R",5080
220473,"R",17384,"R",1890,"R",560,"R",17384,"R",1890,"R",560,"R",17384,"R",1890,"R",560,"R",9285,"R",295,"R",515,"R",9285,"R",295,"R",515,"R",9285,"R",295,"R",515,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15480,"R",1440,"R",16920,"R",16400,"R",1890,"R",18290,"R",17384,"R",1890,"R",19274,"R",17384,"R",1890,"R",19274,.,.,"R",15480,"R",1440,"R",16920,"R",16400,"R",1890,"R",18290,"R",17384,"R",1890,"R",19274,"R",17384,"R",1890,"R",19274,.,.,"R",15480,"R",1440,"R",16920,"R",16400,"R",1890,"R",18290,"R",17384,"R",1890,"R",19274,"R",17384,"R",1890,"R",19274,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",6946,"R",7952,"R",8515,"R",8664,"R",2420,"R",2420,"R",2291,"R",1825,"R",9812,"R",10160,"R",8422,"R",10468,"R",3310,"R",3310,"R",3255,"R",2380,"R",3310,"R",3310,"R",3255,"R",2380
220516,"R",31942,"R",1842,"R",600,"R",31942,"R",1842,"R",600,"R",31942,"R",1842,"R",600,"R",14181,"R",0,"R",530,"R",14181,"Z",0,"R",530,"R",14181,"Z",0,"R",530,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",28948,"R",1668,"R",30616,"R",30106,"R",1734,"R",31840,"R",31010,"R",1788,"R",32798,"R",31942,"R",1842,"R",33784,.,.,"R",28948,"R",1668,"R",30616,"R",30106,"R",1734,"R",31840,"R",31010,"R",1788,"R",32798,"R",31942,"R",1842,"R",33784,.,.,"R",28948,"R",1668,"R",30616,"R",30106,"R",1734,"R",31840,"R",31010,"R",1788,"R",32798,"R",31942,"R",1842,"R",33784,.,.,"R",1520,"R",1560,"R",1600,"R",1656,"R",9024,"R",9386,"R",9668,"R",9960,"R",3570,"R",3590,"R",3210,"R",3410,"R",6000,"R",6600,"R",6300,"R",6690,"R",6760,"R",6800,"R",6000,"R",6948,"R",4490,"R",6130,"R",5500,"R",6948
220552,"R",16450,"R",885,"R",335,"R",16450,"R",885,"R",335,"R",16450,"R",885,"R",335,"R",27480,"R",885,"A",.,"R",27480,"R",885,"A",.,"R",27480,"R",885,"A",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",35925,"R",885,"R",35925,"R",885,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",16500,"R",525,"R",17025,"R",16450,"R",525,"R",16975,"R",16450,"R",885,"R",17335,"R",16450,"R",885,"R",17335,.,.,"R",16500,"R",525,"R",17025,"R",16450,"R",525,"R",16975,"R",16450,"R",885,"R",17335,"R",16450,"R",885,"R",17335,.,.,"R",16500,"R",525,"R",17025,"R",16450,"R",525,"R",16975,"R",16450,"R",885,"R",17335,"R",16450,"R",885,"R",17335,.,.,"R",1298,"R",1298,"R",1400,"R",1400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14787,"R",16056,"R",16056,"R",18180,"R",3753,"R",4023,"R",4674,"R",4446,"R",3213,"R",3823,"R",4455,"R",4446
220598,"R",9270,"R",2520,"R",375,"R",9270,"R",2520,"R",375,"R",9270,"R",2520,"R",375,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9270,"R",2520,"R",11790,"R",9270,"R",2520,"R",11790,"R",9270,"R",2520,"R",11790,"R",9270,"R",2520,"R",11790,.,.,"R",9270,"R",2520,"R",11790,"R",9270,"R",2520,"R",11790,"R",9270,"R",2520,"R",11790,"R",9270,"R",2520,"R",11790,.,.,"R",9270,"R",2520,"R",11790,"R",9270,"R",2520,"R",11790,"R",9270,"R",2520,"R",11790,"R",9270,"R",2520,"R",11790,.,.,"R",700,"R",700,"R",700,"R",700,"R",7610,"R",7610,"R",7610,"R",7610,"R",3580,"R",3580,"R",3580,"R",3580,"R",7880,"R",7880,"R",7880,"R",7880,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500
220604,"R",10776,"R",1300,"R",449,"R",10776,"R",1300,"R",449,"R",10776,"R",1300,"R",449,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10776,"R",420,"R",11196,"R",10776,"R",1300,"R",12076,"R",10776,"R",1300,"R",12076,"R",10776,"R",1300,"R",12076,.,.,"R",10776,"R",420,"R",11196,"R",10776,"R",1300,"R",12076,"R",10776,"R",1300,"R",12076,"R",10776,"R",1300,"R",12076,.,.,"R",10776,"R",420,"R",11196,"R",10776,"R",1300,"R",12076,"R",10776,"R",1300,"R",12076,"R",10776,"R",1300,"R",12076,.,.,"R",1250,"R",1250,"R",1250,"R",1250,"R",6100,"R",6100,"R",6100,"R",6100,"R",750,"R",750,"R",750,"R",750,"R",6100,"R",6100,"R",6500,"R",6500,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400
220613,"R",21000,"R",730,"R",875,"R",21000,"R",730,"R",875,"R",21000,"R",730,"R",875,"R",15750,"R",200,"R",875,"R",15750,"R",200,"R",875,"R",15750,"R",200,"R",875,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18120,"R",650,"R",18770,"R",18840,"R",700,"R",19540,"R",19800,"R",700,"R",20500,"R",21000,"R",730,"R",21730,.,.,"R",18120,"R",650,"R",18770,"R",18840,"R",700,"R",19540,"R",19800,"R",700,"R",20500,"R",21000,"R",730,"R",21730,.,.,"R",18120,"R",650,"R",18770,"R",18840,"R",700,"R",19540,"R",19800,"R",700,"R",20500,"R",21000,"R",730,"R",21730,.,.,"R",1600,"R",1600,"R",1250,"R",1250,"R",8325,"R",8584,"R",8510,"R",8840,"R",3805,"R",3276,"R",3860,"R",3980,"R",8325,"R",8584,"R",8510,"R",8840,"R",3805,"R",3276,"R",3860,"R",3980,"R",3805,"R",3276,"R",3860,"R",3980
220631,"R",24720,"R",460,"R",1030,"R",24720,"R",460,"R",1030,"R",24720,"R",460,"R",1030,"R",19160,"R",673,"R",655,"R",19160,"R",673,"R",655,"R",19160,"R",673,"R",655,"Y",.,"Y",.,"Y",.,"Y",.,"R",43000,"R",12510,"R",43000,"R",12510,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",55300,"R",710,"R",55300,"R",710,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",51950,"R",482,"R",51950,"R",482,"R",41100,"R",310,"R",41100,"R",310,"R",22200,"R",540,"R",22740,"R",23040,"R",450,"R",23490,"R",23760,"R",450,"R",24210,"R",24720,"R",460,"R",25180,.,.,"R",22200,"R",540,"R",22740,"R",23040,"R",450,"R",23490,"R",23760,"R",450,"R",24210,"R",24720,"R",460,"R",25180,.,.,"R",22200,"R",540,"R",22740,"R",23040,"R",450,"R",23490,"R",23760,"R",450,"R",24210,"R",24720,"R",460,"R",25180,.,.,"R",1400,"R",1400,"R",1400,"R",1400,"R",8250,"R",8500,"R",10674,"R",11070,"R",5470,"R",5500,"R",4066,"R",4070,"R",5000,"R",5004,"R",5004,"R",5000,"R",6060,"R",6500,"R",4570,"R",4570,"R",6060,"R",6200,"R",4570,"R",4570
220701,"R",9000,"R",1200,"R",375,"R",9000,"R",1200,"R",375,"R",9000,"R",1200,"R",375,"R",8910,"R",0,"R",495,"R",8910,"Z",0,"R",495,"R",8910,"Z",0,"R",495,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",23200,"R",1700,"R",24900,"R",23650,"R",2200,"R",25850,"R",9000,"R",1200,"R",10200,"R",9000,"R",1200,"R",10200,.,.,"R",23200,"R",1700,"R",24900,"R",23650,"R",2200,"R",25850,"R",9000,"R",1200,"R",10200,"R",9000,"R",1200,"R",10200,.,.,"R",23200,"R",1700,"R",24900,"R",23650,"R",2200,"R",25850,"R",9000,"R",1200,"R",10200,"R",9000,"R",1200,"R",10200,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"R",8400,"R",8600,"R",8600,"R",8600,"R",7500,"R",7500,"R",7500,"R",7500,"R",8700,"R",8700,"R",8700,"R",8700,"R",10500,"R",10500,"R",10500,"R",10500,"R",9900,"R",9900,"R",9900,"R",9900
220710,"R",36880,"R",878,"R",950,"R",36880,"R",878,"R",950,"R",36880,"R",878,"R",950,"R",14400,"R",1250,"R",400,"R",14400,"R",1250,"R",400,"R",14400,"R",1250,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",34752,"R",826,"R",35578,"R",35448,"R",844,"R",36292,"R",36156,"R",860,"R",37016,"R",36880,"R",878,"R",37758,.,.,"R",34752,"R",826,"R",35578,"R",35448,"R",844,"R",36292,"R",36156,"R",860,"R",37016,"R",36880,"R",878,"R",37758,.,.,"R",34752,"R",826,"R",35578,"R",35448,"R",844,"R",36292,"R",36156,"R",860,"R",37016,"R",36880,"R",878,"R",37758,.,.,"R",1244,"R",1240,"R",1258,"R",1256,"R",11710,"R",12004,"R",12306,"R",12616,"R",2784,"R",2812,"R",2870,"R",2928,"R",11652,"R",12004,"R",12306,"R",12616,"R",2784,"R",2812,"R",2870,"R",2928,"R",2784,"R",2812,"R",2870,"R",2928
220792,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",27570,"R",5360,"A",.,"R",27570,"R",5360,"A",.,"R",27570,"R",5360,"A",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",58984,"R",13255,"R",58984,"R",13255,"R",55821,"R",7867,"R",55821,"R",7867,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
220862,"R",8352,"R",1704,"R",348,"R",8352,"R",1704,"R",348,"R",12576,"R",1704,"R",524,"R",9378,"R",1530,"R",521,"R",9378,"R",1530,"R",521,"R",13194,"R",1530,"R",733,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",17402,"R",1976,"R",22440,"R",1976,"R",8208,"R",1704,"R",9912,"R",8208,"R",1704,"R",9912,"R",8352,"R",1704,"R",10056,"R",8352,"R",1704,"R",10056,0,.,"R",8208,"R",1704,"R",9912,"R",8208,"R",1704,"R",9912,"R",8352,"R",1704,"R",10056,"R",8352,"R",1704,"R",10056,0,.,"R",12048,"R",1704,"R",13752,"R",12048,"R",1704,"R",13752,"R",12384,"R",1704,"R",14088,"R",12576,"R",1704,"R",14280,0,.,"R",1600,"R",1600,"R",1600,"R",1600,"R",10175,"R",10175,"R",9354,"R",10126,"R",4699,"R",4699,"R",5419,"R",6354,"R",10175,"R",10175,"R",9354,"R",11732,"R",4699,"R",4699,"R",5419,"R",6354,"R",4699,"R",4699,"R",5419,"R",6354
220871,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19200,"R",85,"R",640,"R",19200,"R",85,"R",640,"R",19200,"R",85,"R",640,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
220978,"R",7344,"R",1888,"R",306,"R",7344,"R",1888,"R",306,"R",26376,"R",1888,"R",1099,"R",9396,"R",1422,"R",522,"R",9396,"R",1422,"R",522,"R",26010,"R",1422,"R",1445,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7200,"R",1870,"R",9070,"R",7200,"R",1870,"R",9070,"R",7344,"R",1888,"R",9232,"R",7344,"R",1888,"R",9232,.,.,"R",7200,"R",1870,"R",9070,"R",7200,"R",1870,"R",9070,"R",7344,"R",1888,"R",9232,"R",7344,"R",1888,"R",9232,.,.,"R",25872,"R",1870,"R",27742,"R",25872,"R",1870,"R",27742,"R",26376,"R",1888,"R",28264,"R",26376,"R",1888,"R",28264,.,.,"R",1260,"R",1260,"R",1260,"R",1260,"R",8976,"R",9286,"R",9426,"R",9576,"R",4212,"R",4398,"R",4642,"R",4486,"R",8976,"R",9286,"R",9426,"R",9576,"R",4212,"R",4398,"R",4642,"R",4486,"R",4212,"R",4398,"R",4642,"R",4486
220996,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",833,"A",.,"A",.,"R",833,"A",.,"A",.,"R",833,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221096,"R",4104,"R",312,"R",171,"R",4104,"R",312,"R",171,"R",16920,"R",312,"R",534,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4032,"R",312,"R",4344,"R",4032,"R",298,"R",4330,"R",4104,"R",312,"R",4416,"R",4104,"R",312,"R",4416,.,.,"R",4032,"R",312,"R",4344,"R",4032,"R",298,"R",4330,"R",4104,"R",312,"R",4416,"R",4104,"R",312,"R",4416,.,.,"R",16608,"R",312,"R",16920,"R",16608,"R",298,"R",16906,"R",16920,"R",312,"R",17232,"R",16920,"R",312,"R",17232,.,.,"R",1000,"R",1460,"R",1124,"R",1460,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4082,"R",4090,"R",4846,"R",5408,"R",4584,"R",5822,"R",6616,"R",6988,"R",8666,"R",9912,"R",11462,"R",12396
