UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
219639,"R",11568,"R",1510,"R",482,"R",11568,"R",1510,"R",482,"R",11568,"R",1510,"R",482,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10872,"R",1340,"R",12212,"R",11112,"R",1460,"R",12572,"R",11112,"R",1460,"R",12572,"R",11568,"R",1510,"R",13078,.,.,"R",10872,"R",1340,"R",12212,"R",11112,"R",1460,"R",12572,"R",11112,"R",1460,"R",12572,"R",11568,"R",1510,"R",13078,.,.,"R",10872,"R",1340,"R",12212,"R",11112,"R",1460,"R",12572,"R",11112,"R",1460,"R",12572,"R",11568,"R",1510,"R",13078,.,.,"R",940,"R",940,"R",940,"R",996,"R",3648,"R",3800,"R",3800,"R",3928,"R",5953,"R",5428,"R",5953,"R",5784,"R",6967,"R",6967,"R",6967,"R",7385,"R",3884,"R",3959,"R",3959,"R",4192,"R",3884,"R",3959,"R",3959,"R",4192
219709,"R",38000,"R",1850,"R",1430,"R",38000,"R",1850,"R",1430,"R",38000,"R",1850,"R",1430,"R",25200,"R",910,"R",1400,"R",25200,"R",910,"R",1400,"R",25200,"R",910,"R",1400,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",45100,"R",910,"R",45100,"R",910,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",50500,"R",910,"R",50500,"R",910,"R",34000,"R",1650,"R",35650,"R",35310,"R",1720,"R",37030,"R",36650,"R",1780,"R",38430,"R",38000,"R",1850,"R",39850,.,.,"R",34000,"R",1650,"R",35650,"R",35310,"R",1720,"R",37030,"R",36650,"R",1780,"R",38430,"R",38000,"R",1850,"R",39850,.,.,"R",34000,"R",1650,"R",35650,"R",35310,"R",1720,"R",37030,"R",36650,"R",1780,"R",38430,"R",38000,"R",1850,"R",39850,.,.,"R",1400,"R",1400,"R",1400,"R",1400,"R",12520,"R",12890,"R",13240,"R",13670,"R",5025,"R",5130,"R",5235,"R",5560,"R",12520,"R",12890,"R",14085,"R",15210,"R",5025,"R",5130,"R",5235,"R",5560,"R",5125,"R",5230,"R",5235,"R",5560
219718,"R",16222,"R",649,"R",388,"R",16222,"R",649,"R",388,"R",16222,"R",649,"R",388,"R",11448,"R",0,"R",631,"R",11448,"Z",0,"R",631,"R",11448,"Z",0,"R",631,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15750,"R",1260,"R",17010,"R",15750,"R",1260,"R",17010,"R",16222,"R",1260,"R",17482,"R",16222,"R",1260,"R",17482,.,.,"R",15750,"R",1260,"R",17010,"R",15750,"R",1260,"R",17010,"R",16222,"R",1260,"R",17482,"R",16222,"R",1260,"R",17482,.,.,"R",15750,"R",1260,"R",17010,"R",15750,"R",1260,"R",17010,"R",16222,"R",1260,"R",17482,"R",16222,"R",1260,"R",17482,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",9198,"R",9368,"R",9368,"R",13446,"R",4620,"R",4620,"R",4620,"R",1200,"R",9198,"R",9368,"R",9368,"R",13446,"R",4620,"R",4620,"R",4620,"R",1200,"R",4620,"R",4620,"R",4620,"R",4620
219790,"R",17300,"R",600,"R",770,"R",17300,"R",600,"R",770,"R",17300,"R",600,"R",770,"R",10026,"R",200,"R",557,"R",10026,"R",200,"R",557,"R",10026,"R",200,"R",557,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",27900,"R",0,"R",27900,"R",16900,"R",150,"R",17050,"R",16900,"R",460,"R",17360,"R",17300,"R",600,"R",17900,.,.,"R",27900,"R",0,"R",27900,"R",16900,"R",150,"R",17050,"R",16900,"R",460,"R",17360,"R",17300,"R",600,"R",17900,.,.,"R",27900,"R",0,"R",27900,"R",16900,"R",150,"R",17050,"R",16900,"R",460,"R",17360,"R",17300,"R",600,"R",17900,.,.,"R",1250,"R",1250,"R",1250,"R",1250,"R",7800,"R",7800,"R",8050,"R",8250,"R",2700,"R",2700,"R",2700,"R",3460,"R",8417,"R",9800,"R",9800,"R",13599,"R",2700,"R",2700,"R",2700,"R",3460,"R",2700,"R",2700,"R",2700,"R",3460
219806,"R",31300,"R",1700,"R",1305,"R",31300,"R",1700,"R",1305,"R",31300,"R",1700,"R",1305,"R",9207,"R",200,"R",512,"R",9207,"R",200,"R",512,"R",9207,"R",200,"R",512,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",27600,"R",1300,"R",28900,"R",28200,"R",1350,"R",29550,"R",29920,"R",1400,"R",31320,"R",31300,"R",1700,"R",33000,.,.,"R",27600,"R",1300,"R",28900,"R",28200,"R",1350,"R",29550,"R",29920,"R",1400,"R",31320,"R",31300,"R",1700,"R",33000,.,.,"R",27600,"R",1300,"R",28900,"R",28200,"R",1350,"R",29550,"R",29920,"R",1400,"R",31320,"R",31300,"R",1700,"R",33000,.,.,"R",1600,"R",1600,"R",1600,"R",1600,"R",8724,"R",8894,"R",9474,"R",10097,"R",3040,"R",3166,"R",3122,"R",3267,"R",7508,"R",7508,"R",7664,"R",7664,"R",3108,"R",3282,"R",3234,"R",3282,"R",4518,"R",4632,"R",4614,"R",3282
219824,"R",4104,"R",326,"R",190,"R",4104,"R",326,"R",190,"R",16920,"R",326,"R",724,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3744,"R",319,"R",4063,"R",3744,"R",319,"R",4063,"R",4104,"R",326,"R",4430,"R",4104,"R",326,"R",4430,.,.,"R",3744,"R",319,"R",4063,"R",3744,"R",319,"R",4063,"R",4104,"R",326,"R",4430,"R",4104,"R",326,"R",4430,.,.,"R",15408,"R",319,"R",15727,"R",15408,"R",319,"R",15727,"R",16608,"R",326,"R",16934,"R",16920,"R",326,"R",17246,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7200,"R",7200,"R",7200,"R",7200,"R",4200,"R",4200,"R",4200,"R",4200,"R",4200,"R",4200,"R",4200,"R",4200
219833,"R",35520,"R",0,"R",1306,"R",35520,"Z",0,"R",1306,"R",35520,"Z",0,"R",1306,"R",14977,"R",535,"R",650,"R",14977,"R",535,"R",650,"R",14977,"R",535,"R",650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",32920,"R",920,"R",33840,"R",33900,"R",980,"R",34880,"R",34820,"R",0,"R",34820,"R",35520,"R",0,"R",35520,.,.,"R",32920,"R",920,"R",33840,"R",33900,"R",980,"R",34880,"R",34820,"R",0,"R",34820,"R",35520,"R",0,"R",35520,.,.,"R",32920,"R",920,"R",33840,"R",33900,"R",980,"R",34880,"R",34820,"R",0,"R",34820,"R",35520,"R",0,"R",35520,.,.,"R",1250,"R",1288,"R",1288,"R",1327,"R",9143,"R",9417,"R",9417,"R",10220,"R",3097,"R",3190,"R",3190,"R",2027,"R",9143,"R",9417,"R",9417,"R",11700,"R",3097,"R",3190,"R",3190,"R",2027,"R",3097,"R",3190,"R",3190,"R",2027
219842,"R",2400,"R",196,"R",100,"R",2400,"R",196,"R",100,"R",2400,"R",196,"R",100,"R",11472,"R",523,"R",486,"R",11472,"R",523,"R",486,"R",11472,"R",523,"R",486,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
219879,"R",4104,"R",296,"R",171,"R",4104,"R",296,"R",171,"R",16920,"R",296,"R",705,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4032,"R",306,"R",4338,"R",4032,"R",306,"R",4338,"R",4104,"R",296,"R",4400,"R",4104,"R",296,"R",4400,.,.,"R",4032,"R",306,"R",4338,"R",4032,"R",306,"R",4338,"R",4104,"R",296,"R",4400,"R",4104,"R",296,"R",4400,.,.,"R",16608,"R",306,"R",16914,"R",16608,"R",306,"R",16914,"R",16920,"R",296,"R",17216,"R",16920,"R",296,"R",17216,.,.,"R",1096,"R",942,"R",1460,"R",1460,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6652,"R",6843,"R",7648,"R",7648,"R",5898,"R",6317,"R",6782,"R",5195,"R",5898,"R",6317,"R",6782,"R",5195
219888,"R",4140,"R",340,"R",171,"R",4140,"R",340,"R",171,"R",16920,"R",340,"R",705,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4242,"R",340,"R",4582,"R",4242,"R",340,"R",4582,"R",4326,"R",340,"R",4666,"R",4326,"R",340,"R",4666,.,.,"R",4242,"R",340,"R",4582,"R",4242,"R",340,"R",4582,"R",4326,"R",340,"R",4666,"R",4326,"R",340,"R",4666,.,.,"R",17448,"R",340,"R",17788,"R",17448,"R",340,"R",17788,"R",17784,"R",340,"R",18124,"R",16920,"R",340,"R",17260,.,.,"R",1750,"R",1750,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10750,"R",10750,"R",10170,"R",10170,"R",3467,"R",3467,"R",3424,"R",3424,"R",3457,"R",3457,"R",3424,"R",3424
219949,"R",25200,"R",1200,"R",1050,"R",25200,"R",1200,"R",1050,"R",25200,"R",1200,"R",1050,"R",7800,"R",0,"R",650,"R",7800,"Z",0,"R",650,"R",7800,"Z",0,"R",650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22950,"R",1050,"R",24000,"R",24336,"R",1050,"R",25386,"R",24336,"R",1076,"R",25412,"R",25200,"R",1200,"R",26400,.,.,"R",22950,"R",1050,"R",24000,"R",24336,"R",1050,"R",25386,"R",24336,"R",1076,"R",25412,"R",25200,"R",1200,"R",26400,.,.,"R",22950,"R",1050,"R",24000,"R",24336,"R",1050,"R",25386,"R",24336,"R",1076,"R",25412,"R",25200,"R",1200,"R",26400,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"R",7720,"R",8190,"R",8990,"R",8990,"R",6010,"R",6120,"R",6180,"R",5790,"R",8200,"R",8270,"R",9170,"R",9230,"R",6770,"R",6880,"R",6940,"R",6490,"R",12190,"R",12370,"R",13030,"R",12640
219976,"R",34304,"R",2848,"R",1439,"R",34304,"R",2848,"R",1439,"R",34304,"R",2848,"R",1439,"R",17370,"R",0,"R",951,"R",17370,"Z",0,"R",951,"R",17370,"Z",0,"R",951,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",37938,"R",3248,"R",37938,"R",3248,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",30860,"R",2564,"R",33424,"R",32080,"R",2664,"R",34744,"R",33012,"R",2740,"R",35752,"R",34304,"R",2848,"R",37152,.,.,"R",30860,"R",2564,"R",33424,"R",32080,"R",2664,"R",34744,"R",33012,"R",2740,"R",35752,"R",34304,"R",2848,"R",37152,.,.,"R",30860,"R",2564,"R",33424,"R",32080,"R",2664,"R",34744,"R",33012,"R",2740,"R",35752,"R",34304,"R",2848,"R",37152,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"R",13280,"R",13804,"R",13976,"R",14036,"R",3250,"R",4000,"R",4000,"R",4000,"R",10500,"R",10500,"R",12000,"R",12000,"R",3500,"R",4000,"R",4000,"R",4000,"R",3500,"R",4000,"R",4000,"R",4000
220002,"R",22225,"R",0,"A",.,"R",22225,"Z",0,"A",.,"R",22225,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18000,"R",0,"R",18000,"R",20724,"R",0,"R",20724,"R",22348,"R",0,"R",22348,"R",22225,"R",0,"R",22225,.,.,"R",18000,"R",0,"R",18000,"R",20724,"R",0,"R",20724,"R",22348,"R",0,"R",22348,"R",22225,"R",0,"R",22225,.,.,"R",18000,"R",0,"R",18000,"R",20724,"R",0,"R",20724,"R",22348,"R",0,"R",22348,"R",22225,"R",0,"R",22225,.,.,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6840,"R",6975,"R",7110,"R",8245,"R",5476,"R",5580,"R",5670,"R",5582,"R",5476,"R",5580,"R",5670,"R",5582
220057,"R",4104,"R",306,"R",171,"R",4104,"R",306,"R",171,"R",16920,"R",306,"R",705,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4032,"R",306,"R",4338,"R",4032,"R",306,"R",4338,"R",4104,"R",306,"R",4410,"R",4104,"R",306,"R",4410,.,.,"R",4032,"R",306,"R",4338,"R",4032,"R",306,"R",4338,"R",4104,"R",306,"R",4410,"R",4104,"R",306,"R",4410,.,.,"R",16608,"R",306,"R",16914,"R",16608,"R",306,"R",16914,"R",16920,"R",306,"R",17226,"R",16920,"R",306,"R",17226,.,.,"R",1200,"R",1200,"R",1200,"R",1460,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9368,"R",9368,"R",9660,"R",9330,"R",2580,"R",2580,"R",2580,"R",2400,"R",3705,"R",3705,"R",3750,"R",4240
220075,"R",7486,"R",1952,"R",307,"R",7486,"R",1952,"R",307,"R",10788,"R",1952,"R",434,"R",8784,"R",1952,"R",488,"R",8784,"R",1952,"R",488,"R",23904,"R",1952,"R",1329,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",35744,"R",2178,"R",46467,"R",2178,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",38674,"R",1703,"R",38674,"R",1703,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",7340,"R",1919,"R",9259,"R",7340,"R",1919,"R",9259,"R",7486,"R",1952,"R",9438,"R",7722,"R",1952,"R",9674,.,.,"R",7340,"R",1919,"R",9259,"R",7340,"R",1919,"R",9259,"R",7486,"R",1952,"R",9438,"R",7722,"R",1952,"R",9674,.,.,"R",25487,"R",1919,"R",27406,"R",25487,"R",1919,"R",27406,"R",10788,"R",1952,"R",12740,"R",11532,"R",1952,"R",13484,.,.,"R",1276,"R",1350,"R",1350,"R",1350,"R",8242,"R",8938,"R",9582,"R",9613,"R",5385,"R",5520,"R",5520,"R",6360,"R",8242,"R",7818,"R",10746,"R",12411,"R",5385,"R",6870,"R",7170,"R",7710,"R",5385,"R",5520,"R",5520,"R",6360
220118,"R",10665,"R",25,"A",.,"R",10665,"R",25,"A",.,"R",10665,"R",25,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10665,"R",25,"R",10690,"R",10665,"R",25,"R",10690,"R",10665,"R",25,"R",10690,"R",10665,"R",25,"R",10690,0,.,"R",10665,"R",25,"R",10690,"R",10665,"R",25,"R",10690,"R",10665,"R",25,"R",10690,"R",10665,"R",25,"R",10690,0,.,"R",10665,"R",25,"R",10690,"R",10665,"R",25,"R",10690,"R",10665,"R",25,"R",10690,"R",10665,"R",25,"R",10690,0,.,"R",3840,"R",3840,"R",3840,"R",3840,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8481,"R",8864,"R",9335,"R",10416,"R",7828,"R",7861,"R",8617,"R",11124,"R",5450,"R",5581,"R",5955,"R",11124
220181,"R",21600,"R",1978,"R",900,"R",21600,"R",1978,"R",900,"R",21600,"R",1978,"R",900,"R",21600,"R",1978,"R",1215,"R",21600,"R",1978,"R",1215,"R",21600,"R",1978,"R",1215,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20220,"R",1754,"R",21974,"R",20220,"R",1912,"R",22132,"R",20928,"R",1978,"R",22906,"R",21600,"R",1978,"R",23578,.,.,"R",20220,"R",1754,"R",21974,"R",20220,"R",1912,"R",22132,"R",20928,"R",1978,"R",22906,"R",21600,"R",1978,"R",23578,.,.,"R",20220,"R",1754,"R",21974,"R",20220,"R",1912,"R",22132,"R",20928,"R",1978,"R",22906,"R",21600,"R",1978,"R",23578,.,.,"R",1800,"R",1800,"R",1800,"R",2000,"R",10790,"R",11112,"R",11500,"R",11500,"R",3000,"R",3000,"R",3000,"R",3200,"R",10790,"R",11112,"R",11500,"R",11500,"R",3000,"R",3000,"R",3000,"R",3200,"R",3000,"R",3000,"R",3000,"R",3200
220206,"R",20170,"R",0,"R",687,"R",20170,"Z",0,"R",687,"R",20170,"Z",0,"R",687,"R",8100,"R",0,"R",450,"R",8100,"Z",0,"R",450,"R",8100,"Z",0,"R",450,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19582,"R",0,"R",19582,"R",19582,"R",0,"R",19582,"R",19582,"R",0,"R",19582,"R",20170,"R",0,"R",20170,.,.,"R",19582,"R",0,"R",19582,"R",19582,"R",0,"R",19582,"R",19582,"R",0,"R",19582,"R",20170,"R",0,"R",20170,.,.,"R",19582,"R",0,"R",19582,"R",19582,"R",0,"R",19582,"R",19582,"R",0,"R",19582,"R",20170,"R",0,"R",20170,.,.,"R",1000,"R",1000,"R",1000,"R",1200,"R",7728,"R",7728,"R",7728,"R",8170,"R",7000,"R",7000,"R",7000,"R",7500,"R",6900,"R",6900,"R",6900,"R",7950,"R",7900,"R",7900,"R",7900,"R",8500,"R",5500,"R",5500,"R",5500,"R",6000
