UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
220598, 1,"R",1148,"R",190,"R",852,"R",106
220598, 2,"R",1148,"R",190,"R",852,"R",106
220598, 3,"R",1148,"R",190,"R",852,"R",106
220604, 1,"R",809,"A",,"A",,"R",809
220604, 2,"R",809,"A",,"A",,"R",809
220604, 3,"R",808,"A",,"A",,"R",808
220604,11,"R",1,"A",,"A",,"R",1
220613, 1,"R",5076,"R",884,"R",1089,"R",3103
220613, 2,"R",4422,"R",787,"R",965,"R",2670
220613, 3,"R",3738,"R",739,"R",931,"R",2068
220613,11,"R",684,"R",48,"R",34,"R",602
220613,12,"R",654,"R",97,"R",124,"R",433
220631, 1,"R",5674,"R",654,"R",1483,"R",3537
220631, 2,"R",1848,"R",104,"R",1070,"R",674
220631, 3,"R",1696,"R",104,"R",954,"R",638
220631,11,"R",152,"R",0,"R",116,"R",36
220631,12,"R",3826,"R",550,"R",413,"R",2863
220640, 1,"R",1964,"A",,"A",,"R",1964
220640, 2,"R",1964,"A",,"A",,"R",1964
220640, 3,"R",1964,"A",,"A",,"R",1964
220701, 1,"R",979,"R",46,"R",633,"R",300
220701, 2,"R",949,"R",37,"R",631,"R",281
220701, 3,"R",820,"R",35,"R",619,"R",166
220701,11,"R",129,"R",2,"R",12,"R",115
220701,12,"R",30,"R",9,"R",2,"R",19
220710, 1,"R",1114,"R",8,"R",754,"R",352
220710, 2,"R",1111,"R",8,"R",754,"R",349
220710, 3,"R",1022,"R",2,"R",745,"R",275
220710,11,"R",89,"R",6,"R",9,"R",74
220710,12,"R",3,"R",0,"R",0,"R",3
220756, 1,"R",159,"A",,"A",,"R",159
220756, 2,"R",159,"A",,"A",,"R",159
220756, 3,"R",135,"A",,"A",,"R",135
220756,11,"R",24,"A",,"A",,"R",24
220765, 1,"R",553,"A",,"A",,"R",553
220765, 2,"R",553,"A",,"A",,"R",553
220765, 3,"R",553,"A",,"A",,"R",553
220792, 1,"R",980,"A",,"A",,"R",980
220792,12,"R",980,"A",,"A",,"R",980
220853, 1,"R",1806,"A",,"A",,"R",1806
220853, 2,"R",1806,"A",,"A",,"R",1806
220853, 3,"R",1315,"A",,"A",,"R",1315
220853,11,"R",491,"A",,"A",,"R",491
220862, 1,"R",25394,"R",6442,"R",12009,"R",6943
220862, 2,"R",19294,"R",4103,"R",9879,"R",5312
220862, 3,"R",16668,"R",3722,"R",9535,"R",3411
220862,11,"R",2626,"R",381,"R",344,"R",1901
220862,12,"R",6100,"R",2339,"R",2130,"R",1631
220871, 1,"R",245,"R",0,"R",197,"R",48
220871,12,"R",245,"R",0,"R",197,"R",48
220978, 1,"R",28573,"R",2797,"R",13225,"R",12551
220978, 2,"R",24815,"R",1424,"R",12511,"R",10880
220978, 3,"R",23138,"R",1350,"R",12428,"R",9360
220978,11,"R",1677,"R",74,"R",83,"R",1520
220978,12,"R",3758,"R",1373,"R",714,"R",1671
220996, 1,"R",476,"R",206,"R",270,"R",0
220996,12,"R",476,"R",206,"R",270,"R",0
221050, 1,"R",1243,"A",,"A",,"R",1243
221050, 2,"R",1243,"A",,"A",,"R",1243
221050, 3,"R",878,"A",,"A",,"R",878
221050,11,"R",365,"A",,"A",,"R",365
221096, 1,"R",7224,"R",3156,"R",2840,"R",1228
221096, 2,"R",7224,"R",3156,"R",2840,"R",1228
221096, 3,"R",5144,"R",2318,"R",2482,"R",344
221096,11,"R",2080,"R",838,"R",358,"R",884
221102, 1,"R",875,"A",,"A",,"R",875
221102, 2,"R",875,"A",,"A",,"R",875
221102, 3,"R",874,"A",,"A",,"R",874
221102,11,"R",1,"A",,"A",,"R",1
221148, 1,"R",2017,"A",,"A",,"R",2017
221148, 2,"R",2017,"A",,"A",,"R",2017
221148, 3,"R",2017,"A",,"A",,"R",2017
221184, 1,"R",8954,"R",1870,"R",3758,"R",3326
221184, 2,"R",8954,"R",1870,"R",3758,"R",3326
221184, 3,"R",6921,"R",1236,"R",3394,"R",2291
221184,11,"R",2033,"R",634,"R",364,"R",1035
221236, 1,"R",615,"A",,"A",,"R",615
221236, 2,"R",615,"A",,"A",,"R",615
221236, 3,"R",450,"A",,"A",,"R",450
221236,11,"R",165,"A",,"A",,"R",165
221281, 1,"R",318,"A",,"A",,"R",318
221281, 2,"R",318,"A",,"A",,"R",318
221281, 3,"R",252,"A",,"A",,"R",252
221281,11,"R",66,"A",,"A",,"R",66
221333, 1,"R",873,"A",,"A",,"R",873
221333, 2,"R",873,"A",,"A",,"R",873
221333, 3,"R",390,"A",,"A",,"R",390
221333,11,"R",483,"A",,"A",,"R",483
221351, 1,"R",2528,"A",,"A",,"R",2528
221351, 2,"R",2492,"A",,"A",,"R",2492
221351, 3,"R",2450,"A",,"A",,"R",2450
221351,11,"R",42,"A",,"A",,"R",42
221351,12,"R",36,"A",,"A",,"R",36
221388, 1,"R",325,"A",,"A",,"R",325
221388, 2,"R",325,"A",,"A",,"R",325
221388, 3,"R",281,"A",,"A",,"R",281
221388,11,"R",44,"A",,"A",,"R",44
221397, 1,"R",6045,"R",1589,"R",2219,"R",2237
221397, 2,"R",6045,"R",1589,"R",2219,"R",2237
221397, 3,"R",4068,"R",1251,"R",1941,"R",876
221397,11,"R",1977,"R",338,"R",278,"R",1361
221430, 1,"R",1573,"R",0,"R",139,"R",1434
221430, 2,"R",1573,"R",0,"R",139,"R",1434
221430, 3,"R",537,"R",0,"R",134,"R",403
221430,11,"R",1036,"R",0,"R",5,"R",1031
221485, 1,"R",9718,"R",3070,"R",3678,"R",2970
221485, 2,"R",9718,"R",3070,"R",3678,"R",2970
221485, 3,"R",7711,"R",2343,"R",3519,"R",1849
221485,11,"R",2007,"R",727,"R",159,"R",1121
221494, 1,"R",607,"A",,"A",,"R",607
221494, 2,"R",607,"A",,"A",,"R",607
221494, 3,"R",576,"A",,"A",,"R",576
221494,11,"R",31,"A",,"A",,"R",31
221519, 1,"R",1954,"R",0,"R",357,"R",1597
221519, 2,"R",1796,"R",0,"R",331,"R",1465
221519, 3,"R",1769,"R",0,"R",328,"R",1441
221519,11,"R",27,"R",0,"R",3,"R",24
221519,12,"R",158,"R",0,"R",26,"R",132
221582, 1,"R",530,"A",,"A",,"R",530
221582, 2,"R",530,"A",,"A",,"R",530
221582, 3,"R",252,"A",,"A",,"R",252
221582,11,"R",278,"A",,"A",,"R",278
221591, 1,"R",706,"A",,"A",,"R",706
221591, 2,"R",706,"A",,"A",,"R",706
221591, 3,"R",563,"A",,"A",,"R",563
221591,11,"R",143,"A",,"A",,"R",143
221607, 1,"R",470,"A",,"A",,"R",470
221607, 2,"R",470,"A",,"A",,"R",470
221607, 3,"R",398,"A",,"A",,"R",398
221607,11,"R",72,"A",,"A",,"R",72
221616, 1,"R",2126,"A",,"A",,"R",2126
221616, 2,"R",2126,"A",,"A",,"R",2126
221616, 3,"R",773,"A",,"A",,"R",773
221616,11,"R",1353,"A",,"A",,"R",1353
221625, 1,"R",1612,"R",0,"R",0,"R",1612
221625, 2,"R",1612,"R",0,"R",0,"R",1612
221625, 3,"R",1217,"R",0,"R",0,"R",1217
221625,11,"R",395,"R",0,"R",0,"R",395
221643, 1,"R",11899,"R",5338,"R",4554,"R",2007
221643, 2,"R",11899,"R",5338,"R",4554,"R",2007
221643, 3,"R",8103,"R",2499,"R",4145,"R",1459
221643,11,"R",3796,"R",2839,"R",409,"R",548
221661, 1,"R",3142,"R",296,"R",1600,"R",1246
221661, 2,"R",2705,"R",114,"R",1406,"R",1185
221661, 3,"R",2530,"R",45,"R",1398,"R",1087
221661,11,"R",175,"R",69,"R",8,"R",98
221661,12,"R",437,"R",182,"R",194,"R",61
221670, 1,"R",545,"A",,"A",,"R",545
221670,12,"R",545,"A",,"A",,"R",545
221731, 1,"R",1208,"R",199,"R",822,"R",187
221731, 2,"R",1050,"R",140,"R",727,"R",183
221731, 3,"R",1040,"R",139,"R",727,"R",174
221731,11,"R",10,"R",1,"R",0,"R",9
221731,12,"R",158,"R",59,"R",95,"R",4
221740, 1,"R",12384,"R",1163,"R",8957,"R",2264
221740, 2,"R",10653,"R",671,"R",8330,"R",1652
221740, 3,"R",10501,"R",623,"R",8309,"R",1569
221740,11,"R",152,"R",48,"R",21,"R",83
221740,12,"R",1731,"R",492,"R",627,"R",612
221759, 1,"R",34640,"R",2689,"R",20909,"R",11042
221759, 2,"R",26961,"R",793,"R",19289,"R",6879
221759, 3,"R",26715,"R",710,"R",19231,"R",6774
221759,11,"R",246,"R",83,"R",58,"R",105
221759,12,"R",7679,"R",1896,"R",1620,"R",4163
221768, 1,"R",7803,"R",2135,"R",2464,"R",3204
221768, 2,"R",6871,"R",1342,"R",2420,"R",3109
221768, 3,"R",5198,"R",652,"R",2188,"R",2358
221768,11,"R",1673,"R",690,"R",232,"R",751
221768,12,"R",932,"R",793,"R",44,"R",95
221829, 1,"R",479,"A",,"A",,"R",479
221829, 2,"R",479,"A",,"A",,"R",479
221829, 3,"R",479,"A",,"A",,"R",479
221838, 1,"R",8976,"R",1499,"R",2892,"R",4585
221838, 2,"R",6894,"R",980,"R",2359,"R",3555
221838, 3,"R",6274,"R",524,"R",2348,"R",3402
221838,11,"R",620,"R",456,"R",11,"R",153
221838,12,"R",2082,"R",519,"R",533,"R",1030
221847, 1,"R",10804,"R",1241,"R",7557,"R",2006
221847, 2,"R",9126,"R",406,"R",7089,"R",1631
221847, 3,"R",8728,"R",341,"R",7066,"R",1321
221847,11,"R",398,"R",65,"R",23,"R",310
221847,12,"R",1678,"R",835,"R",468,"R",375
221892, 1,"R",4338,"R",1981,"R",0,"R",2357
221892, 2,"R",2355,"R",521,"Z",0,"R",1834
221892, 3,"R",2251,"R",521,"Z",0,"R",1730
221892,11,"R",104,"Z",0,"Z",0,"R",104
221892,12,"R",1983,"R",1460,"R",0,"R",523
221908, 1,"R",6661,"R",1423,"R",3001,"R",2237
221908, 2,"R",6661,"R",1423,"R",3001,"R",2237
221908, 3,"R",5218,"R",1159,"R",2775,"R",1284
221908,11,"R",1443,"R",264,"R",226,"R",953
221953, 1,"R",1589,"R",248,"Z",0,"R",1341
221953, 2,"R",1288,"R",127,"Z",0,"R",1161
221953, 3,"R",1272,"R",127,"Z",0,"R",1145
221953,11,"R",16,"R",0,"Z",0,"R",16
221953,12,"R",301,"R",121,"Z",0,"R",180
221971, 1,"R",3357,"R",808,"R",1161,"R",1388
221971, 2,"R",2222,"R",316,"R",748,"R",1158
221971, 3,"R",2035,"R",280,"R",742,"R",1013
221971,11,"R",187,"R",36,"R",6,"R",145
221971,12,"R",1135,"R",492,"R",413,"R",230
221999, 1,"R",14770,"R",872,"R",1401,"R",12497
221999, 2,"R",7233,"R",0,"R",128,"R",7105
221999, 3,"R",7219,"R",0,"R",128,"R",7091
221999,11,"R",14,"R",0,"R",0,"R",14
221999,12,"R",7537,"R",872,"R",1273,"R",5392
222053, 1,"R",9540,"R",4474,"R",3136,"R",1930
222053, 2,"R",9540,"R",4474,"R",3136,"R",1930
222053, 3,"R",7280,"R",3267,"R",2868,"R",1145
222053,11,"R",2260,"R",1207,"R",268,"R",785
222062, 1,"R",6736,"R",1854,"R",3074,"R",1808
222062, 2,"R",6736,"R",1854,"R",3074,"R",1808
222062, 3,"R",4531,"R",1328,"R",2558,"R",645
222062,11,"R",2205,"R",526,"R",516,"R",1163
222105, 1,"R",681,"R",165,"R",0,"R",516
222105, 2,"R",681,"R",165,"R",0,"R",516
222105, 3,"R",511,"A",,"A",,"R",511
222105,11,"R",170,"R",165,"R",0,"R",5
222178, 1,"R",5760,"R",2060,"R",2272,"R",1428
222178, 2,"R",3362,"R",145,"R",1917,"R",1300
222178, 3,"R",3311,"R",94,"R",1917,"R",1300
222178,11,"R",51,"R",51,"R",0,"R",0
222178,12,"R",2398,"R",1915,"R",355,"R",128
222567, 1,"R",7327,"R",1382,"R",2541,"R",3404
222567, 2,"R",7327,"R",1382,"R",2541,"R",3404
222567, 3,"R",4980,"R",1382,"R",2305,"R",1293
222567,11,"R",2347,"R",0,"R",236,"R",2111
222576, 1,"R",11788,"R",3686,"R",3091,"R",5011
222576, 2,"R",11788,"R",3686,"R",3091,"R",5011
222576, 3,"R",9371,"R",2178,"R",2735,"R",4458
222576,11,"R",2417,"R",1508,"R",356,"R",553
222628, 1,"R",1518,"R",1045,"R",292,"R",181
222628, 2,"R",240,"R",230,"R",1,"R",9
222628, 3,"R",240,"R",230,"R",1,"R",9
222628,12,"R",1278,"R",815,"R",291,"R",172
222822, 1,"R",5797,"R",2516,"R",2285,"R",996
222822, 2,"R",5797,"R",2516,"R",2285,"R",996
222822, 3,"R",3897,"R",1999,"R",1562,"R",336
222822,11,"R",1900,"R",517,"R",723,"R",660
222831, 1,"R",12438,"R",2539,"R",4784,"R",5115
222831, 2,"R",10300,"R",863,"R",4428,"R",5009
222831, 3,"R",5963,"R",831,"R",4391,"R",741
222831,11,"R",4337,"R",32,"R",37,"R",4268
222831,12,"R",2138,"R",1676,"R",356,"R",106
222877, 1,"R",239,"R",34,"R",80,"R",125
222877, 2,"R",234,"R",29,"R",80,"R",125
222877, 3,"R",234,"R",29,"R",80,"R",125
222877,12,"R",5,"R",5,"R",0,"R",0
222886, 1,"R",554,"R",257,"R",267,"R",30
222886, 2,"R",554,"R",257,"R",267,"R",30
222886, 3,"R",554,"R",257,"R",267,"R",30
222938, 1,"R",610,"A",,"A",,"R",610
222938, 2,"R",610,"A",,"A",,"R",610
222938, 3,"R",610,"A",,"A",,"R",610
222983, 1,"R",1242,"R",1,"R",98,"R",1143
222983, 2,"R",1226,"R",1,"R",98,"R",1127
222983, 3,"R",1221,"Z",0,"R",98,"R",1123
222983,11,"R",5,"R",1,"Z",0,"R",4
222983,12,"R",16,"A",,"A",,"R",16
222992, 1,"R",56531,"R",29044,"R",16778,"R",10709
222992, 2,"R",56531,"R",29044,"R",16778,"R",10709
222992, 3,"R",41184,"R",23466,"R",13311,"R",4407
222992,11,"R",15347,"R",5578,"R",3467,"R",6302
223001, 1,"R",188,"A",,"A",,"R",188
223001,12,"R",188,"A",,"A",,"R",188
223056, 1,"R",50,"A",,"A",,"R",50
223056, 2,"R",50,"A",,"A",,"R",50
223056, 3,"R",50,"A",,"A",,"R",50
223083, 1,"R",853,"R",52,"R",801,"R",0
223083, 2,"R",853,"R",52,"R",801,"R",0
223083, 3,"R",853,"R",52,"R",801,"R",0
223117, 1,"R",139,"R",112,"R",16,"R",11
223117, 2,"R",64,"R",53,"R",5,"R",6
223117, 3,"R",63,"R",53,"R",5,"R",5
223117,11,"R",1,"Z",0,"Z",0,"R",1
223117,12,"R",75,"R",59,"R",11,"R",5
223223, 1,"R",1661,"R",0,"R",644,"R",1017
223223,12,"R",1661,"R",0,"R",644,"R",1017
223232, 1,"R",23218,"R",4657,"R",10136,"R",8425
223232, 2,"R",16239,"R",819,"R",9859,"R",5561
223232, 3,"R",15913,"R",540,"R",9849,"R",5524
223232,11,"R",326,"R",279,"R",10,"R",37
223232,12,"R",6979,"R",3838,"R",277,"R",2864
223320, 1,"R",5233,"R",2380,"R",2069,"R",784
223320, 2,"R",5233,"R",2380,"R",2069,"R",784
223320, 3,"R",3374,"R",1504,"R",1566,"R",304
223320,11,"R",1859,"R",876,"R",503,"R",480
223427, 1,"R",32764,"R",8632,"R",8394,"R",15738
223427, 2,"R",32764,"R",8632,"R",8394,"R",15738
223427, 3,"R",27378,"R",7488,"R",6897,"R",12993
223427,11,"R",5386,"R",1144,"R",1497,"R",2745
223463, 1,"R",683,"Z",0,"R",683,"R",0
223463, 2,"R",683,"Z",0,"R",683,"R",0
223463, 3,"R",683,"Z",0,"R",683,"R",0
223472, 1,"R",389,"R",0,"R",220,"R",169
223472, 2,"R",389,"R",0,"R",220,"R",169
223472, 3,"R",389,"R",0,"R",220,"R",169
223506, 1,"R",5599,"R",1891,"R",2059,"R",1649
223506, 2,"R",5599,"R",1891,"R",2059,"R",1649
223506, 3,"R",4098,"R",1467,"R",1590,"R",1041
223506,11,"R",1501,"R",424,"R",469,"R",608
223816, 1,"R",16868,"R",9921,"R",3810,"R",3137
223816, 2,"R",16868,"R",9921,"R",3810,"R",3137
223816, 3,"R",10242,"R",6371,"R",2057,"R",1814
223816,11,"R",6626,"R",3550,"R",1753,"R",1323
223852, 1,"R",34,"A",,"A",,"R",34
223852, 2,"R",34,"A",,"A",,"R",34
223852, 3,"R",34,"A",,"A",,"R",34
223898, 1,"R",4101,"R",1127,"R",1605,"R",1369
223898, 2,"R",4101,"R",1127,"R",1605,"R",1369
223898, 3,"R",4070,"R",1120,"R",1590,"R",1360
223898,11,"R",31,"R",7,"R",15,"R",9
223922, 1,"R",2750,"R",1620,"R",480,"R",650
223922, 2,"R",2750,"R",1620,"R",480,"R",650
223922, 3,"R",1706,"R",576,"R",480,"R",650
223922,11,"R",1044,"R",1044,"R",0,"R",0
224004, 1,"R",2657,"R",805,"R",1851,"R",1
224004, 2,"R",2117,"R",477,"R",1639,"R",1
224004, 3,"R",2116,"R",477,"R",1639,"R",0
224004,11,"R",1,"R",0,"R",0,"R",1
224004,12,"R",540,"R",328,"R",212,"R",0
224013, 1,"R",82,"A",,"A",,"R",82
224013, 2,"R",82,"A",,"A",,"R",82
224013, 3,"R",82,"A",,"A",,"R",82
224110, 1,"R",11333,"R",4624,"R",4801,"R",1908
224110, 2,"R",11333,"R",4624,"R",4801,"R",1908
224110, 3,"R",8833,"R",3850,"R",3947,"R",1036
224110,11,"R",2500,"R",774,"R",854,"R",872
224147, 1,"R",13368,"R",4075,"R",5932,"R",3361
224147, 2,"R",9252,"R",1014,"R",5433,"R",2805
224147, 3,"R",9171,"R",1010,"R",5401,"R",2760
224147,11,"R",81,"R",4,"R",32,"R",45
224147,12,"R",4116,"R",3061,"R",499,"R",556
224156, 1,"R",546,"A",,"A",,"R",546
224156, 2,"R",546,"A",,"A",,"R",546
224156, 3,"R",546,"A",,"A",,"R",546
224226, 1,"R",5044,"R",843,"R",2582,"R",1619
224226, 2,"R",3444,"R",609,"R",1835,"R",1000
224226, 3,"R",2947,"R",320,"R",1804,"R",823
224226,11,"R",497,"R",289,"R",31,"R",177
224226,12,"R",1600,"R",234,"R",747,"R",619
224244, 1,"R",342,"R",101,"R",75,"R",166
224244, 2,"R",342,"R",101,"R",75,"R",166
224244, 3,"R",298,"R",57,"R",75,"R",166
224244,11,"R",44,"R",44,"R",0,"R",0
224271, 1,"R",827,"R",698,"R",92,"R",37
224271, 2,"R",827,"R",698,"R",92,"R",37
224271, 3,"R",827,"R",698,"R",92,"R",37
224305, 1,"R",3015,"R",730,"R",1518,"R",767
224305,12,"R",3015,"R",730,"R",1518,"R",767
224323, 1,"R",2836,"R",746,"R",1064,"R",1026
224323, 2,"R",1569,"R",17,"R",720,"R",832
224323, 3,"R",1527,"R",13,"R",720,"R",794
224323,11,"R",42,"R",4,"R",0,"R",38
224323,12,"R",1267,"R",729,"R",344,"R",194
224350, 1,"R",13899,"R",3540,"R",7509,"R",2850
224350, 2,"R",13899,"R",3540,"R",7509,"R",2850
224350, 3,"R",12941,"R",3303,"R",7081,"R",2557
224350,11,"R",958,"R",237,"R",428,"R",293
224527, 1,"R",1811,"R",210,"R",642,"R",959
224527, 2,"R",1609,"R",77,"R",582,"R",950
224527, 3,"R",1392,"R",77,"R",582,"R",733
224527,11,"R",217,"R",0,"R",0,"R",217
224527,12,"R",202,"R",133,"R",60,"R",9
224545, 1,"R",2598,"R",723,"R",1599,"R",276
224545, 2,"R",2121,"R",498,"R",1399,"R",224
224545, 3,"R",2086,"R",473,"R",1396,"R",217
224545,11,"R",35,"R",25,"R",3,"R",7
224545,12,"R",477,"R",225,"R",200,"R",52
224554, 1,"R",14124,"R",5704,"R",6198,"R",2222
224554, 2,"R",8870,"R",2673,"R",4520,"R",1677
224554, 3,"R",8188,"R",2625,"R",4449,"R",1114
224554,11,"R",682,"R",48,"R",71,"R",563
224554,12,"R",5254,"R",3031,"R",1678,"R",545
224615, 1,"R",102680,"R",51727,"R",33161,"R",17792
224615, 2,"R",102680,"R",51727,"R",33161,"R",17792
224615, 3,"R",62347,"R",34125,"R",18908,"R",9314
224615,11,"R",40333,"R",17602,"R",14253,"R",8478
224642, 1,"R",32410,"R",1412,"R",14870,"R",16128
224642, 2,"R",32410,"R",1412,"R",14870,"R",16128
224642, 3,"R",32164,"R",1394,"R",14789,"R",15981
224642,11,"R",246,"R",18,"R",81,"R",147
224660, 1,"R",819,"R",222,"R",0,"R",597
224660, 2,"R",800,"R",203,"R",0,"R",597
224660, 3,"R",800,"R",203,"R",0,"R",597
224660,12,"R",19,"R",19,"Z",0,"R",0
224679, 1,"R",2082,"A",,"A",,"R",2082
224679, 2,"R",2082,"A",,"A",,"R",2082
224679, 3,"R",2082,"A",,"A",,"R",2082
224712, 1,"R",142,"R",0,"R",5,"R",137
224712,12,"R",142,"R",0,"R",5,"R",137
224758, 1,"R",55,"A",,"A",,"R",55
224758, 2,"R",55,"A",,"A",,"R",55
224758, 3,"R",55,"A",,"A",,"R",55
224776, 1,"R",567,"A",,"A",,"R",567
224776, 2,"R",566,"A",,"A",,"R",566
224776, 3,"R",566,"A",,"A",,"R",566
224776,12,"R",1,"A",,"A",,"R",1
224828, 1,"R",139,"A",,"A",,"R",139
224828, 2,"R",139,"A",,"A",,"R",139
224828, 3,"R",139,"A",,"A",,"R",139
224891, 1,"R",1826,"R",507,"R",512,"R",807
224891, 2,"R",1826,"R",507,"R",512,"R",807
224891, 3,"R",856,"R",62,"R",205,"R",589
224891,11,"R",970,"R",445,"R",307,"R",218
224961, 1,"R",2712,"R",945,"R",1286,"R",481
224961, 2,"R",2712,"R",945,"R",1286,"R",481
224961, 3,"R",1712,"R",591,"R",961,"R",160
224961,11,"R",1000,"R",354,"R",325,"R",321
225043, 1,"R",4,"R",0,"R",0,"R",4
225043, 2,"R",4,"R",0,"R",0,"R",4
225043, 3,"R",4,"R",0,"R",0,"R",4
225070, 1,"R",4541,"R",1201,"R",2246,"R",1094
225070, 2,"R",4541,"R",1201,"R",2246,"R",1094
225070, 3,"R",3308,"R",995,"R",1372,"R",941
225070,11,"R",1233,"R",206,"R",874,"R",153
225201, 1,"R",1203,"R",266,"R",386,"R",551
225201, 2,"R",1128,"R",191,"R",386,"R",551
225201, 3,"R",1105,"R",189,"R",385,"R",531
225201,11,"R",23,"R",2,"R",1,"R",20
225201,12,"R",75,"R",75,"R",0,"R",0
225247, 1,"R",2067,"R",237,"R",1395,"R",435
225247, 2,"R",1574,"R",60,"R",1292,"R",222
225247, 3,"R",1552,"R",55,"R",1290,"R",207
225247,11,"R",22,"R",5,"R",2,"R",15
225247,12,"R",493,"R",177,"R",103,"R",213
225308, 1,"R",7732,"R",2790,"R",2211,"R",2731
225308, 2,"R",7732,"R",2790,"R",2211,"R",2731
225308, 3,"R",4421,"R",2094,"R",1363,"R",964
225308,11,"R",3311,"R",696,"R",848,"R",1767
225371, 1,"R",5321,"R",2189,"R",1573,"R",1559
225371, 2,"R",5321,"R",2189,"R",1573,"R",1559
225371, 3,"R",3034,"R",1535,"R",1168,"R",331
225371,11,"R",2287,"R",654,"R",405,"R",1228
225399, 1,"R",5261,"R",1838,"R",1880,"R",1543
225399, 2,"R",3395,"R",667,"R",1496,"R",1232
225399, 3,"R",3207,"R",659,"R",1496,"R",1052
225399,11,"R",188,"R",8,"Z",0,"R",180
225399,12,"R",1866,"R",1171,"R",384,"R",311
225414, 1,"R",11375,"R",2612,"R",3303,"R",5460
225414, 2,"R",8174,"R",1545,"R",2864,"R",3765
225414, 3,"R",8120,"R",1518,"R",2859,"R",3743
225414,11,"R",54,"R",27,"R",5,"R",22
225414,12,"R",3201,"R",1067,"R",439,"R",1695
225423, 1,"R",67107,"R",29364,"R",26176,"R",11567
225423, 2,"R",67107,"R",29364,"R",26176,"R",11567
225423, 3,"R",56597,"R",26390,"R",22094,"R",8113
225423,11,"R",10510,"R",2974,"R",4082,"R",3454
225432, 1,"R",18523,"R",7066,"R",9865,"R",1592
225432, 2,"R",16509,"R",5977,"R",9036,"R",1496
225432, 3,"R",16268,"R",5861,"R",8971,"R",1436
225432,11,"R",241,"R",116,"R",65,"R",60
225432,12,"R",2014,"R",1089,"R",829,"R",96
225502, 1,"R",5609,"R",3442,"R",2026,"R",141
225502, 2,"R",3942,"R",2126,"R",1681,"R",135
225502, 3,"R",3799,"R",2089,"R",1610,"R",100
225502,11,"R",143,"R",37,"R",71,"R",35
225502,12,"R",1667,"R",1316,"R",345,"R",6
225511, 1,"R",52516,"R",6547,"R",37525,"R",8444
225511, 2,"R",42751,"R",4818,"R",32820,"R",5113
225511, 3,"R",41319,"R",4467,"R",32297,"R",4555
225511,11,"R",1432,"R",351,"R",523,"R",558
225511,12,"R",9765,"R",1729,"R",4705,"R",3331
225520, 1,"R",4897,"R",1517,"R",1177,"R",2203
225520, 2,"R",4897,"R",1517,"R",1177,"R",2203
225520, 3,"R",2435,"R",830,"R",966,"R",639
225520,11,"R",2462,"R",687,"R",211,"R",1564
225548, 1,"R",971,"R",138,"R",556,"R",277
225548, 2,"R",891,"R",83,"R",553,"R",255
225548, 3,"R",795,"R",37,"R",544,"R",214
225548,11,"R",96,"R",46,"R",9,"R",41
225548,12,"R",80,"R",55,"R",3,"R",22
225575, 1,"R",1172,"R",0,"R",559,"R",613
225575, 2,"R",1154,"R",0,"R",541,"R",613
225575, 3,"R",1153,"R",0,"R",541,"R",612
225575,11,"R",1,"R",0,"R",0,"R",1
225575,12,"R",18,"R",0,"R",18,"R",0
225627, 1,"R",9124,"R",3116,"R",2647,"R",3361
225627, 2,"R",5932,"R",2003,"R",2111,"R",1818
225627, 3,"R",5368,"R",1597,"R",2075,"R",1696
225627,11,"R",564,"R",406,"R",36,"R",122
225627,12,"R",3192,"R",1113,"R",536,"R",1543
225876, 1,"R",1081,"R",535,"R",428,"R",118
225876, 2,"R",1081,"R",535,"R",428,"R",118
225876, 3,"R",359,"R",30,"R",249,"R",80
225876,11,"R",722,"R",505,"R",179,"R",38
225885, 1,"R",874,"R",111,"R",741,"R",22
225885, 2,"R",874,"R",111,"R",741,"R",22
225885, 3,"R",874,"R",111,"R",741,"R",22
225991, 1,"R",135,"A",,"A",,"R",135
225991, 2,"R",135,"A",,"A",,"R",135
225991, 3,"R",135,"A",,"A",,"R",135
226019, 1,"R",6799,"R",1733,"R",2791,"R",2275
226019, 2,"R",6799,"R",1733,"R",2791,"R",2275
226019, 3,"R",4462,"R",1059,"R",2321,"R",1082
226019,11,"R",2337,"R",674,"R",470,"R",1193
226091, 1,"R",22229,"R",13851,"R",5013,"R",3365
226091, 2,"R",10143,"R",3672,"R",4598,"R",1873
226091, 3,"R",9479,"R",3014,"R",4595,"R",1870
226091,11,"R",664,"R",658,"R",3,"R",3
226091,12,"R",12086,"R",10179,"R",415,"R",1492
226107, 1,"R",3301,"R",1286,"R",1576,"R",439
226107, 2,"R",3301,"R",1286,"R",1576,"R",439
226107, 3,"R",2281,"R",849,"R",1210,"R",222
226107,11,"R",1020,"R",437,"R",366,"R",217
226116, 1,"R",3112,"R",1765,"R",892,"R",455
226116, 2,"R",3112,"R",1765,"R",892,"R",455
226116, 3,"R",2996,"R",1699,"R",857,"R",440
226116,11,"R",116,"R",66,"R",35,"R",15
226125, 1,"R",207,"A",,"A",,"R",207
226125, 2,"R",207,"A",,"A",,"R",207
226125, 3,"R",207,"A",,"A",,"R",207
226134, 1,"R",12965,"R",5309,"R",4677,"R",2979
226134, 2,"R",12965,"R",5309,"R",4677,"R",2979
226134, 3,"R",10203,"R",4330,"R",3744,"R",2129
226134,11,"R",2762,"R",979,"R",933,"R",850
