UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
100654, 1,"R",6681,"R",417,"R",4744,"R",1520
100654, 2,"R",5663,"R",245,"R",4170,"R",1248
100654, 3,"R",5621,"R",230,"R",4161,"R",1230
100654,11,"R",42,"R",15,"R",9,"R",18
100654,12,"R",1018,"R",172,"R",574,"R",272
100663, 1,"R",25963,"R",7858,"R",12675,"R",5430
100663, 2,"R",15360,"R",3195,"R",10124,"R",2041
100663, 3,"R",14780,"R",2933,"R",9983,"R",1864
100663,11,"R",580,"R",262,"R",141,"R",177
100663,12,"R",10603,"R",4663,"R",2551,"R",3389
100690, 1,"R",916,"R",916,"A",,"A",
100690, 2,"R",351,"R",351,"A",,"A",
100690, 3,"R",351,"R",351,"A",,"A",
100690,12,"R",565,"R",565,"A",,"A",
100706, 1,"R",11142,"R",1677,"R",7188,"R",2277
100706, 2,"R",8536,"R",897,"R",6237,"R",1402
100706, 3,"R",8085,"R",674,"R",6144,"R",1267
100706,11,"R",451,"R",223,"R",93,"R",135
100706,12,"R",2606,"R",780,"R",951,"R",875
100724, 1,"R",4425,"R",563,"R",3335,"R",527
100724, 2,"R",3899,"R",275,"R",3159,"R",465
100724, 3,"R",3898,"R",275,"R",3159,"R",464
100724,11,"R",1,"R",0,"R",0,"R",1
100724,12,"R",526,"R",288,"R",176,"R",62
100751, 1,"R",42327,"R",8207,"R",16842,"R",17278
100751, 2,"R",34616,"R",4865,"R",15263,"R",14488
100751, 3,"R",33078,"R",3572,"R",15197,"R",14309
100751,11,"R",1538,"R",1293,"R",66,"R",179
100751,12,"R",7711,"R",3342,"R",1579,"R",2790
100760, 1,"R",2218,"R",697,"R",954,"R",567
100760, 2,"R",2218,"R",697,"R",954,"R",567
100760, 3,"R",1247,"R",350,"R",682,"R",215
100760,11,"R",971,"R",347,"R",272,"R",352
100812, 1,"R",3844,"R",2300,"R",1305,"R",239
100812, 2,"R",3466,"R",1922,"R",1305,"R",239
100812, 3,"R",3288,"R",1751,"R",1303,"R",234
100812,11,"R",178,"R",171,"R",2,"R",5
100812,12,"R",378,"R",378,"R",0,"R",0
100830, 1,"R",6309,"R",1232,"R",3544,"R",1533
100830, 2,"R",4796,"R",708,"R",2910,"R",1178
100830, 3,"R",4184,"R",498,"R",2790,"R",896
100830,11,"R",612,"R",210,"R",120,"R",282
100830,12,"R",1513,"R",524,"R",634,"R",355
100858, 1,"R",34059,"R",4065,"R",12064,"R",17930
100858, 2,"R",26736,"R",1647,"R",11028,"R",14061
100858, 3,"R",26520,"R",1632,"R",11013,"R",13875
100858,11,"R",216,"R",15,"R",15,"R",186
100858,12,"R",7323,"R",2418,"R",1036,"R",3869
100937, 1,"R",1105,"R",3,"R",162,"R",940
100937, 2,"R",1105,"R",3,"R",162,"R",940
100937, 3,"R",1090,"R",3,"R",162,"R",925
100937,11,"R",15,"R",0,"R",0,"R",15
101028, 1,"R",1867,"R",298,"R",890,"R",679
101028, 2,"R",1867,"R",298,"R",890,"R",679
101028, 3,"R",1444,"R",241,"R",792,"R",411
101028,11,"R",423,"R",57,"R",98,"R",268
101116, 1,"R",655,"R",289,"R",183,"R",183
101116, 2,"R",568,"R",227,"R",170,"R",171
101116, 3,"R",546,"R",223,"R",169,"R",154
101116,11,"R",22,"R",4,"R",1,"R",17
101116,12,"R",87,"R",62,"R",13,"R",12
101143, 1,"R",2539,"R",725,"R",915,"R",899
101143, 2,"R",2539,"R",725,"R",915,"R",899
101143, 3,"R",1744,"R",430,"R",694,"R",620
101143,11,"R",795,"R",295,"R",221,"R",279
101161, 1,"R",9388,"R",2753,"R",3454,"R",3181
101161, 2,"R",9388,"R",2753,"R",3454,"R",3181
101161, 3,"R",6680,"R",1705,"R",3174,"R",1801
101161,11,"R",2708,"R",1048,"R",280,"R",1380
101189, 1,"R",3507,"R",1662,"R",786,"R",1059
101189, 2,"R",2289,"R",899,"R",683,"R",707
101189, 3,"R",2057,"R",898,"R",677,"R",482
101189,11,"R",232,"R",1,"R",6,"R",225
101189,12,"R",1218,"R",763,"R",103,"R",352
101240, 1,"R",5780,"R",1745,"R",2606,"R",1429
101240, 2,"R",5780,"R",1745,"R",2606,"R",1429
101240, 3,"R",4633,"R",1271,"R",2355,"R",1007
101240,11,"R",1147,"R",474,"R",251,"R",422
101277, 1,"R",114,"A",,"A",,"R",114
101277, 2,"R",114,"A",,"A",,"R",114
101277, 3,"R",114,"A",,"A",,"R",114
101286, 1,"R",5144,"R",1038,"R",1872,"R",2234
101286, 2,"R",5144,"R",1038,"R",1872,"R",2234
101286, 3,"R",4194,"R",790,"R",1724,"R",1680
101286,11,"R",950,"R",248,"R",148,"R",554
101295, 1,"R",7868,"R",1618,"R",2966,"R",3284
101295, 2,"R",7868,"R",1618,"R",2966,"R",3284
101295, 3,"R",5677,"R",1440,"R",2701,"R",1536
101295,11,"R",2191,"R",178,"R",265,"R",1748
101301, 1,"R",2489,"R",1110,"R",706,"R",673
101301, 2,"R",2489,"R",1110,"R",706,"R",673
101301, 3,"R",1424,"R",525,"R",581,"R",318
101301,11,"R",1065,"R",585,"R",125,"R",355
101365, 1,"R",1126,"R",359,"R",273,"R",494
101365, 2,"R",1114,"R",347,"R",273,"R",494
101365, 3,"R",1112,"R",345,"R",273,"R",494
101365,11,"R",2,"R",2,"Z",0,"R",0
101365,12,"R",12,"R",12,"Z",0,"R",0
101435, 1,"R",901,"R",2,"R",323,"R",576
101435, 2,"R",896,"R",2,"R",323,"R",571
101435, 3,"R",893,"R",0,"R",322,"R",571
101435,11,"R",3,"R",2,"R",1,"R",0
101435,12,"R",5,"A",,"A",,"R",5
101453, 1,"R",163,"R",101,"R",46,"R",16
101453, 2,"R",101,"R",58,"R",28,"R",15
101453, 3,"R",89,"R",54,"R",25,"R",10
101453,11,"R",12,"R",4,"R",3,"R",5
101453,12,"R",62,"R",43,"R",18,"R",1
101462, 1,"R",1260,"R",147,"R",666,"R",447
101462, 2,"R",1260,"R",147,"R",666,"R",447
101462, 3,"R",997,"R",124,"R",640,"R",233
101462,11,"R",263,"R",23,"R",26,"R",214
101471, 1,"R",699,"A",,"A",,"R",699
101471, 2,"R",699,"A",,"A",,"R",699
101471, 3,"R",699,"A",,"A",,"R",699
101480, 1,"R",11032,"R",2740,"R",6337,"R",1955
101480, 2,"R",9214,"R",1533,"R",5839,"R",1842
101480, 3,"R",7643,"R",925,"R",5637,"R",1081
101480,11,"R",1571,"R",608,"R",202,"R",761
101480,12,"R",1818,"R",1207,"R",498,"R",113
101505, 1,"R",12041,"R",5368,"R",3622,"R",3051
101505, 2,"R",12041,"R",5368,"R",3622,"R",3051
101505, 3,"R",7998,"R",3340,"R",3222,"R",1436
101505,11,"R",4043,"R",2028,"R",400,"R",1615
101514, 1,"R",12815,"R",5407,"R",3937,"R",3471
101514, 2,"R",12815,"R",5407,"R",3937,"R",3471
101514, 3,"R",8892,"R",3485,"R",3477,"R",1930
101514,11,"R",3923,"R",1922,"R",460,"R",1541
101569, 1,"R",4492,"R",2174,"R",1585,"R",733
101569, 2,"R",4492,"R",2174,"R",1585,"R",733
101569, 3,"R",3727,"R",1580,"R",1529,"R",618
101569,11,"R",765,"R",594,"R",56,"R",115
101587, 1,"R",8789,"R",6656,"R",1062,"R",1071
101587, 2,"R",3165,"R",1212,"R",912,"R",1041
101587, 3,"R",3105,"R",1170,"R",912,"R",1023
101587,11,"R",60,"R",42,"Z",0,"R",18
101587,12,"R",5624,"R",5444,"R",150,"R",30
101602, 1,"R",2419,"R",683,"R",1061,"R",675
101602, 2,"R",2419,"R",683,"R",1061,"R",675
101602, 3,"R",1411,"R",340,"R",854,"R",217
101602,11,"R",1008,"R",343,"R",207,"R",458
101648, 1,"R",329,"R",0,"R",157,"R",172
101648, 2,"R",329,"R",0,"R",157,"R",172
101648, 3,"R",329,"R",0,"R",157,"R",172
101675, 1,"R",1712,"R",258,"R",203,"R",1251
101675, 2,"R",1712,"R",258,"R",203,"R",1251
101675, 3,"R",1706,"R",257,"R",203,"R",1246
101675,11,"R",6,"R",1,"R",0,"R",5
101693, 1,"R",2066,"R",826,"R",506,"R",734
101693, 2,"R",1784,"R",685,"R",464,"R",635
101693, 3,"R",1170,"R",106,"R",438,"R",626
101693,11,"R",614,"R",579,"R",26,"R",9
101693,12,"R",282,"R",141,"R",42,"R",99
101709, 1,"R",2894,"R",163,"R",1893,"R",838
101709, 2,"R",2385,"R",55,"R",1615,"R",715
101709, 3,"R",2354,"R",53,"R",1604,"R",697
101709,11,"R",31,"R",2,"R",11,"R",18
101709,12,"R",509,"R",108,"R",278,"R",123
101736, 1,"R",4475,"R",865,"R",1506,"R",2104
101736, 2,"R",4475,"R",865,"R",1506,"R",2104
101736, 3,"R",2620,"R",517,"R",1253,"R",850
101736,11,"R",1855,"R",348,"R",253,"R",1254
101879, 1,"R",10645,"R",4849,"R",4536,"R",1260
101879, 2,"R",7283,"R",1949,"R",4231,"R",1103
101879, 3,"R",5886,"R",1117,"R",4088,"R",681
101879,11,"R",1397,"R",832,"R",143,"R",422
101879,12,"R",3362,"R",2900,"R",305,"R",157
101897, 1,"R",3350,"R",1012,"R",1720,"R",618
101897, 2,"R",3350,"R",1012,"R",1720,"R",618
101897, 3,"R",1978,"R",454,"R",1186,"R",338
101897,11,"R",1372,"R",558,"R",534,"R",280
101912, 1,"R",1639,"R",220,"R",64,"R",1355
101912, 2,"R",1551,"R",133,"R",64,"R",1354
101912, 3,"R",1506,"R",133,"R",49,"R",1324
101912,11,"R",45,"Z",0,"R",15,"R",30
101912,12,"R",88,"R",87,"Z",0,"R",1
101994, 1,"R",501,"R",18,"R",273,"R",210
101994, 2,"R",501,"R",18,"R",273,"R",210
101994, 3,"R",331,"R",8,"R",237,"R",86
101994,11,"R",170,"R",10,"R",36,"R",124
102030, 1,"R",3880,"R",651,"R",1296,"R",1933
102030, 2,"R",3880,"R",651,"R",1296,"R",1933
102030, 3,"R",2730,"R",555,"R",1225,"R",950
102030,11,"R",1150,"R",96,"R",71,"R",983
102049, 1,"R",6140,"R",55,"R",2442,"R",3643
102049, 2,"R",3722,"R",18,"R",1261,"R",2443
102049, 3,"R",3702,"R",9,"R",1260,"R",2433
102049,11,"R",20,"R",9,"R",1,"R",10
102049,12,"R",2418,"R",37,"R",1181,"R",1200
102058, 1,"R",44,"R",0,"R",44,"R",0
102058, 2,"R",31,"R",0,"R",31,"R",0
102058, 3,"R",31,"R",0,"R",31,"R",0
102058,12,"R",13,"R",0,"R",13,"R",0
102067, 1,"R",7024,"R",3235,"R",2298,"R",1491
102067, 2,"R",7024,"R",3235,"R",2298,"R",1491
102067, 3,"R",4865,"R",1683,"R",2076,"R",1106
102067,11,"R",2159,"R",1552,"R",222,"R",385
102076, 1,"R",4992,"R",3669,"R",999,"R",324
102076, 2,"R",4992,"R",3669,"R",999,"R",324
102076, 3,"R",1968,"R",920,"R",844,"R",204
102076,11,"R",3024,"R",2749,"R",155,"R",120
102094, 1,"R",16101,"R",5336,"R",4565,"R",6200
102094, 2,"R",9908,"R",983,"R",4320,"R",4605
102094, 3,"R",9458,"R",691,"R",4299,"R",4468
102094,11,"R",450,"R",292,"R",21,"R",137
102094,12,"R",6193,"R",4353,"R",245,"R",1595
102234, 1,"R",1317,"R",262,"R",827,"R",228
102234, 2,"R",1109,"R",114,"R",809,"R",186
102234, 3,"R",1068,"R",81,"R",809,"R",178
102234,11,"R",41,"R",33,"R",0,"R",8
102234,12,"R",208,"R",148,"R",18,"R",42
102270, 1,"R",864,"R",91,"R",363,"R",410
102270, 2,"R",864,"R",91,"R",363,"R",410
102270, 3,"R",798,"R",91,"R",363,"R",344
102270,11,"R",66,"R",0,"R",0,"R",66
102298, 1,"R",1470,"R",446,"R",790,"R",234
102298, 2,"R",1402,"R",385,"R",783,"R",234
102298, 3,"R",1402,"R",385,"R",783,"R",234
102298,12,"R",68,"R",61,"R",7,"R",0
102313, 1,"R",2549,"R",755,"R",1176,"R",618
102313, 2,"R",2549,"R",755,"R",1176,"R",618
102313, 3,"R",2160,"R",652,"R",1102,"R",406
102313,11,"R",389,"R",103,"R",74,"R",212
102368, 1,"R",18782,"R",10209,"R",4492,"R",4081
102368, 2,"R",13713,"R",6663,"R",3740,"R",3310
102368, 3,"R",13108,"R",6158,"R",3702,"R",3248
102368,11,"R",605,"R",505,"R",38,"R",62
102368,12,"R",5069,"R",3546,"R",752,"R",771
102377, 1,"R",2904,"R",2,"R",0,"R",2902
102377, 2,"R",2383,"A",,"A",,"R",2383
102377, 3,"R",2383,"A",,"A",,"R",2383
102377,12,"R",521,"R",2,"Z",0,"R",519
102395, 1,"R",300,"R",300,"A",,"A",
102395, 2,"R",134,"R",134,"A",,"A",
102395, 3,"R",118,"R",118,"A",,"A",
102395,11,"R",16,"R",16,"A",,"A",
102395,12,"R",166,"R",166,"A",,"A",
102429, 1,"R",4884,"R",1217,"R",1625,"R",2042
102429, 2,"R",4884,"R",1217,"R",1625,"R",2042
102429, 3,"R",3177,"R",721,"R",1383,"R",1073
102429,11,"R",1707,"R",496,"R",242,"R",969
102553, 1,"R",17368,"R",7784,"R",6294,"R",3290
102553, 2,"R",16548,"R",7361,"R",6024,"R",3163
102553, 3,"R",8841,"R",3449,"R",4819,"R",573
102553,11,"R",7707,"R",3912,"R",1205,"R",2590
102553,12,"R",820,"R",423,"R",270,"R",127
102580, 1,"R",52,"R",0,"R",11,"R",41
102580, 2,"R",52,"R",0,"R",11,"R",41
102580, 3,"R",45,"R",0,"R",11,"R",34
102580,11,"R",7,"R",0,"R",0,"R",7
102614, 1,"R",10804,"R",4840,"R",3080,"R",2884
102614, 2,"R",9606,"R",4286,"R",2628,"R",2692
102614, 3,"R",5071,"R",2347,"R",2259,"R",465
102614,11,"R",4535,"R",1939,"R",369,"R",2227
102614,12,"R",1198,"R",554,"R",452,"R",192
102632, 1,"R",3473,"R",1751,"R",604,"R",1118
102632, 2,"R",3125,"R",1511,"R",510,"R",1104
102632, 3,"R",1273,"R",650,"R",365,"R",258
102632,11,"R",1852,"R",861,"R",145,"R",846
102632,12,"R",348,"R",240,"R",94,"R",14
102669, 1,"R",691,"R",39,"R",0,"R",652
102669, 2,"R",499,"R",8,"R",0,"R",491
102669, 3,"R",436,"R",8,"R",0,"R",428
102669,11,"R",63,"R",0,"R",0,"R",63
102669,12,"R",192,"R",31,"R",0,"R",161
102711, 1,"R",913,"A",,"A",,"R",913
102711, 2,"R",913,"A",,"A",,"R",913
102711, 3,"R",913,"A",,"A",,"R",913
102845, 1,"R",3735,"R",984,"R",2751,"R",0
102845, 2,"R",3735,"R",984,"R",2751,"R",0
102845, 3,"R",3735,"R",984,"R",2751,"R",0
103501, 1,"R",474,"A",,"A",,"R",474
103501, 2,"R",474,"A",,"A",,"R",474
103501, 3,"R",474,"A",,"A",,"R",474
103741, 1,"R",235,"A",,"A",,"R",235
103741, 2,"R",235,"A",,"A",,"R",235
103741, 3,"R",235,"A",,"A",,"R",235
103893, 1,"R",1977,"R",360,"R",825,"R",792
103893, 2,"R",1977,"R",360,"R",825,"R",792
103893, 3,"R",1977,"R",360,"R",825,"R",792
103909, 1,"R",931,"R",0,"R",407,"R",524
103909, 2,"R",931,"R",0,"R",407,"R",524
103909, 3,"R",931,"R",0,"R",407,"R",524
103927, 1,"R",781,"R",0,"R",454,"R",327
103927, 2,"R",781,"R",0,"R",454,"R",327
103927, 3,"R",781,"R",0,"R",454,"R",327
103954, 1,"R",72,"A",,"A",,"R",72
103954, 2,"R",72,"A",,"A",,"R",72
103954, 3,"R",72,"A",,"A",,"R",72
103963, 1,"R",689,"R",0,"R",2,"R",687
103963, 2,"R",689,"R",0,"R",2,"R",687
103963, 3,"R",689,"R",0,"R",2,"R",687
104090, 1,"R",1465,"R",440,"R",1025,"R",0
104090, 2,"R",1413,"R",388,"R",1025,"R",0
104090, 3,"R",1413,"R",388,"R",1025,"R",0
104090,12,"R",52,"R",52,"R",0,"R",0
104151, 1,"R",85163,"R",5620,"R",57450,"R",22093
104151, 2,"R",70140,"R",5049,"R",53608,"R",11483
104151, 3,"R",69178,"R",4510,"R",53502,"R",11166
104151,11,"R",962,"R",539,"R",106,"R",317
104151,12,"R",15023,"R",571,"R",3842,"R",10610
104160, 1,"R",12342,"R",3108,"R",4270,"R",4964
104160, 2,"R",12342,"R",3108,"R",4270,"R",4964
104160, 3,"R",10677,"R",2671,"R",3889,"R",4117
104160,11,"R",1665,"R",437,"R",381,"R",847
104179, 1,"R",54374,"R",12222,"R",19065,"R",23087
104179, 2,"R",42276,"R",8200,"R",17610,"R",16466
104179, 3,"R",40404,"R",7665,"R",17584,"R",15155
104179,11,"R",1872,"R",535,"R",26,"R",1311
104179,12,"R",12098,"R",4022,"R",1455,"R",6621
104346, 1,"R",8285,"R",1907,"R",5091,"R",1287
104346, 2,"R",8285,"R",1907,"R",5091,"R",1287
104346, 3,"R",7510,"R",1693,"R",4915,"R",902
104346,11,"R",775,"R",214,"R",176,"R",385
104391, 1,"R",100,"A",,"A",,"R",100
104391, 2,"R",100,"A",,"A",,"R",100
104391, 3,"R",100,"A",,"A",,"R",100
104425, 1,"R",9396,"R",1928,"R",1956,"R",5512
104425, 2,"R",9396,"R",1928,"R",1956,"R",5512
104425, 3,"R",8569,"R",1723,"R",1758,"R",5088
104425,11,"R",827,"R",205,"R",198,"R",424
104443, 1,"R",73,"A",,"A",,"R",73
104443, 2,"R",73,"A",,"A",,"R",73
104443, 3,"R",73,"A",,"A",,"R",73
104568, 1,"R",705,"R",0,"R",705,"R",0
104568, 2,"R",705,"R",0,"R",705,"R",0
104568, 3,"R",705,"R",0,"R",705,"R",0
104577, 1,"R",6588,"R",940,"R",1625,"R",4023
104577, 2,"R",6588,"R",940,"R",1625,"R",4023
104577, 3,"R",5410,"R",917,"R",1588,"R",2905
104577,11,"R",1178,"R",23,"R",37,"R",1118
104586, 1,"R",3265,"R",20,"R",644,"R",2601
104586, 2,"R",3224,"R",20,"R",642,"R",2562
104586, 3,"R",3184,"R",20,"R",642,"R",2522
104586,11,"R",40,"Z",0,"Z",0,"R",40
104586,12,"R",41,"Z",0,"R",2,"R",39
104665, 1,"R",6,"A",,"A",,"R",6
104665,12,"R",6,"A",,"A",,"R",6
104708, 1,"R",20921,"R",5528,"R",7377,"R",8016
104708, 2,"R",20921,"R",5528,"R",7377,"R",8016
104708, 3,"R",17724,"R",5238,"R",7160,"R",5326
104708,11,"R",3197,"R",290,"R",217,"R",2690
104717, 1,"R",155128,"R",128025,"R",21711,"R",5392
104717, 2,"R",96807,"R",73106,"R",18833,"R",4868
104717, 3,"R",92282,"R",69048,"R",18748,"R",4486
104717,11,"R",4525,"R",4058,"R",85,"R",382
104717,12,"R",58321,"R",54919,"R",2878,"R",524
105145, 1,"R",7364,"R",2428,"R",2059,"R",2877
105145, 2,"R",7364,"R",2428,"R",2059,"R",2877
105145, 3,"R",6488,"R",2296,"R",1809,"R",2383
105145,11,"R",876,"R",132,"R",250,"R",494
105154, 1,"R",24462,"R",7715,"R",8289,"R",8458
105154, 2,"R",24462,"R",7715,"R",8289,"R",8458
105154, 3,"R",21078,"R",7239,"R",7964,"R",5875
105154,11,"R",3384,"R",476,"R",325,"R",2583
105206, 1,"R",5078,"R",1846,"R",1629,"R",1603
105206, 2,"R",5078,"R",1846,"R",1629,"R",1603
105206, 3,"R",3940,"R",1789,"R",1395,"R",756
105206,11,"R",1138,"R",57,"R",234,"R",847
105215, 1,"R",1228,"A",,"A",,"R",1228
105215, 2,"R",1228,"A",,"A",,"R",1228
105215, 3,"R",1228,"A",,"A",,"R",1228
105297, 1,"R",1733,"R",1325,"R",380,"R",28
105297, 2,"R",1733,"R",1325,"R",380,"R",28
105297, 3,"R",1575,"R",1191,"R",370,"R",14
105297,11,"R",158,"R",134,"R",10,"R",14
105330, 1,"R",32063,"R",7891,"R",14943,"R",9229
105330, 2,"R",26528,"R",5319,"R",13873,"R",7336
105330, 3,"R",25775,"R",4701,"R",13850,"R",7224
105330,11,"R",753,"R",618,"R",23,"R",112
105330,12,"R",5535,"R",2572,"R",1070,"R",1893
105349, 1,"R",4544,"R",2040,"R",781,"R",1723
105349, 2,"R",4544,"R",2040,"R",781,"R",1723
105349, 3,"R",1546,"R",712,"R",428,"R",406
105349,11,"R",2998,"R",1328,"R",353,"R",1317
105367, 1,"R",1326,"R",644,"R",682,"R",0
105367, 2,"R",506,"R",369,"R",137,"R",0
105367, 3,"R",484,"R",364,"R",120,"R",0
105367,11,"R",22,"R",5,"R",17,"R",0
105367,12,"R",820,"R",275,"R",545,"R",0
105428, 1,"R",14232,"R",4588,"R",4935,"R",4709
105428, 2,"R",14232,"R",4588,"R",4935,"R",4709
105428, 3,"R",12272,"R",4353,"R",4834,"R",3085
105428,11,"R",1960,"R",235,"R",101,"R",1624
105525, 1,"R",32415,"R",9325,"R",9464,"R",13626
105525, 2,"R",32415,"R",9325,"R",9464,"R",13626
105525, 3,"R",21082,"R",6387,"R",8252,"R",6443
105525,11,"R",11333,"R",2938,"R",1212,"R",7183
105534, 1,"R",3911,"R",2393,"R",48,"R",1470
105534, 2,"R",3800,"R",2282,"R",48,"R",1470
105534, 3,"R",3800,"R",2282,"R",48,"R",1470
105534,12,"R",111,"R",111,"Z",0,"R",0
105543, 1,"R",1232,"R",82,"Z",0,"R",1150
105543, 2,"R",1232,"R",82,"Z",0,"R",1150
105543, 3,"R",1232,"R",82,"Z",0,"R",1150
105589, 1,"R",1366,"R",1061,"R",0,"R",305
105589, 2,"R",491,"R",187,"R",0,"R",304
105589, 3,"R",452,"R",185,"R",0,"R",267
105589,11,"R",39,"R",2,"R",0,"R",37
105589,12,"R",875,"R",874,"R",0,"R",1
105659, 1,"R",1634,"R",0,"R",53,"R",1581
105659, 2,"R",1634,"R",0,"R",53,"R",1581
105659, 3,"R",1634,"R",0,"R",53,"R",1581
105668, 1,"R",30625,"R",17513,"R",1384,"R",11728
105668, 2,"R",30625,"R",17513,"R",1384,"R",11728
105668, 3,"R",21109,"R",15755,"R",1013,"R",4341
105668,11,"R",9516,"R",1758,"R",371,"R",7387
105677, 1,"R",29,"A",,"A",,"R",29
105677, 2,"R",29,"A",,"A",,"R",29
105677, 3,"R",29,"A",,"A",,"R",29
105747, 1,"R",11583,"R",3804,"R",3866,"R",3913
105747, 2,"R",11583,"R",3804,"R",3866,"R",3913
105747, 3,"R",9640,"R",3557,"R",3667,"R",2416
105747,11,"R",1943,"R",247,"R",199,"R",1497
105792, 1,"R",5243,"R",1846,"R",1774,"R",1623
105792, 2,"R",5243,"R",1846,"R",1774,"R",1623
105792, 3,"R",4260,"R",1746,"R",1674,"R",840
105792,11,"R",983,"R",100,"R",100,"R",783
105899, 1,"R",1110,"R",134,"R",569,"R",407
105899, 2,"R",1110,"R",134,"R",569,"R",407
105899, 3,"R",1059,"R",132,"R",530,"R",397
105899,11,"R",51,"R",2,"R",39,"R",10
106041, 1,"R",2839,"A",,"A",,"R",2839
106041, 2,"R",2839,"A",,"A",,"R",2839
106041, 3,"R",2839,"A",,"A",,"R",2839
106148, 1,"R",9713,"R",3194,"R",2124,"R",4395
106148, 2,"R",9713,"R",3194,"R",2124,"R",4395
106148, 3,"R",5172,"R",2368,"R",1589,"R",1215
106148,11,"R",4541,"R",826,"R",535,"R",3180
106245, 1,"R",10391,"R",5053,"R",2673,"R",2665
106245, 2,"R",7479,"R",3611,"R",2363,"R",1505
106245, 3,"R",6169,"R",3367,"R",2343,"R",459
106245,11,"R",1310,"R",244,"R",20,"R",1046
106245,12,"R",2912,"R",1442,"R",310,"R",1160
106263, 1,"R",3434,"R",1030,"R",937,"R",1467
106263, 2,"R",1270,"R",766,"R",203,"R",301
106263, 3,"R",1258,"R",754,"R",203,"R",301
106263,11,"R",12,"R",12,"R",0,"R",0
106263,12,"R",2164,"R",264,"R",734,"R",1166
106306, 1,"R",862,"A",,"A",,"R",862
106306, 2,"R",862,"A",,"A",,"R",862
106306, 3,"R",862,"A",,"A",,"R",862
106315, 1,"R",181,"A",,"A",,"R",181
106315, 2,"R",181,"A",,"A",,"R",181
106315, 3,"R",181,"A",,"A",,"R",181
106324, 1,"R",59,"A",,"A",,"R",59
106324, 2,"R",59,"A",,"A",,"R",59
106324, 3,"R",59,"A",,"A",,"R",59
106342, 1,"R",595,"R",0,"R",103,"R",492
106342, 2,"R",595,"R",0,"R",103,"R",492
106342, 3,"R",588,"R",0,"R",103,"R",485
106342,11,"R",7,"A",,"A",,"R",7
106351, 1,"R",72,"A",,"A",,"R",72
106351, 2,"R",72,"A",,"A",,"R",72
106351, 3,"R",72,"A",,"A",,"R",72
106360, 1,"R",40,"A",,"A",,"R",40
106360, 2,"R",40,"A",,"A",,"R",40
106360, 3,"R",40,"A",,"A",,"R",40
106397, 1,"R",31882,"R",4448,"R",12977,"R",14457
106397, 2,"R",26246,"R",2196,"R",12093,"R",11957
106397, 3,"R",25628,"R",2110,"R",12043,"R",11475
106397,11,"R",618,"R",86,"R",50,"R",482
106397,12,"R",5636,"R",2252,"R",884,"R",2500
106412, 1,"R",2898,"R",283,"R",2264,"R",351
106412, 2,"R",2663,"R",164,"R",2197,"R",302
106412, 3,"R",2614,"R",143,"R",2188,"R",283
106412,11,"R",49,"R",21,"R",9,"R",19
106412,12,"R",235,"R",119,"R",67,"R",49
106449, 1,"R",3724,"R",1046,"R",1363,"R",1315
106449, 2,"R",3724,"R",1046,"R",1363,"R",1315
106449, 3,"R",2304,"R",663,"R",1193,"R",448
106449,11,"R",1420,"R",383,"R",170,"R",867
106458, 1,"R",18402,"R",9754,"R",5819,"R",2829
106458, 2,"R",10172,"R",2666,"R",5425,"R",2081
106458, 3,"R",9241,"R",2464,"R",5209,"R",1568
106458,11,"R",931,"R",202,"R",216,"R",513
106458,12,"R",8230,"R",7088,"R",394,"R",748
106467, 1,"R",10943,"R",3128,"R",4915,"R",2900
106467, 2,"R",9966,"R",2533,"R",4598,"R",2835
106467, 3,"R",7274,"R",1455,"R",4433,"R",1386
106467,11,"R",2692,"R",1078,"R",165,"R",1449
106467,12,"R",977,"R",595,"R",317,"R",65
106485, 1,"R",3912,"R",852,"R",1676,"R",1384
106485, 2,"R",3279,"R",418,"R",1500,"R",1361
106485, 3,"R",2929,"R",413,"R",1500,"R",1016
106485,11,"R",350,"R",5,"R",0,"R",345
106485,12,"R",633,"R",434,"R",176,"R",23
106494, 1,"R",54,"A",,"A",,"R",54
106494, 2,"R",54,"A",,"A",,"R",54
106494, 3,"R",54,"A",,"A",,"R",54
106546, 1,"R",887,"R",0,"R",8,"R",879
106546, 2,"R",887,"R",0,"R",8,"R",879
106546, 3,"R",887,"R",0,"R",8,"R",879
106625, 1,"R",1978,"R",703,"R",711,"R",564
106625, 2,"R",1978,"R",703,"R",711,"R",564
106625, 3,"R",1462,"R",571,"R",549,"R",342
106625,11,"R",516,"R",132,"R",162,"R",222
106704, 1,"R",11548,"R",1939,"R",5839,"R",3770
106704, 2,"R",9190,"R",721,"R",5305,"R",3164
106704, 3,"R",8460,"R",621,"R",5269,"R",2570
106704,11,"R",730,"R",100,"R",36,"R",594
106704,12,"R",2358,"R",1218,"R",534,"R",606
106713, 1,"R",674,"R",65,"R",299,"R",310
106713, 2,"R",674,"R",65,"R",299,"R",310
106713, 3,"R",587,"R",49,"R",299,"R",239
106713,11,"R",87,"R",16,"R",0,"R",71
106795, 1,"R",1694,"R",313,"R",810,"R",571
106795, 2,"R",1694,"R",313,"R",810,"R",571
106795, 3,"R",853,"R",169,"R",451,"R",233
106795,11,"R",841,"R",144,"R",359,"R",338
106810, 1,"R",211,"R",8,"R",155,"R",48
