UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
100654,"R",1001,"R",3,"R",998,"R",105,"R",11,"R",286,"R",29,"R",0,"R",998,"R",33,"R",21,"R",319,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100663,"R",1718,"R",4,"R",1714,"R",654,"R",38,"R",1048,"R",61,"R",1,"R",1713,"R",40,"R",15,"R",1088,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100690,"R",4,"R",0,"R",4,"R",1,"R",25,"R",1,"R",25,"R",0,"R",4,"Z",0,"R",0,"R",1,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100706,"R",714,"R",0,"R",714,"R",222,"R",31,"R",408,"R",57,"R",0,"R",714,"R",30,"R",12,"R",438,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100724,"R",1067,"R",0,"R",1067,"R",156,"R",15,"R",339,"R",32,"R",0,"R",1067,"R",31,"R",5,"R",370,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100751,"R",6794,"R",3,"R",6791,"R",3552,"R",52,"R",4899,"R",72,"R",0,"R",6791,"R",79,"R",30,"R",4978,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100760,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",315,"R",0,"R",315,"R",43,"R",14,"R",69,"R",22,"R",0,"R",315,"R",16,"R",5,"R",85,"R",27
100830,"R",557,"R",1,"R",556,"R",53,"R",10,"R",169,"R",30,"R",0,"R",556,"R",20,"R",11,"R",189,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100858,"R",4552,"R",3,"R",4549,"R",2325,"R",51,"R",3580,"R",79,"R",0,"R",4549,"R",66,"R",20,"R",3646,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100937,"R",352,"R",1,"R",351,"R",228,"R",65,"R",249,"R",71,"Z",0,"R",351,"R",0,"Z",0,"R",249,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101028,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",329,"R",0,"R",329,"R",29,"R",9,"R",52,"R",16,"R",0,"R",329,"R",4,"R",18,"R",56,"R",17
101116,"R",17,"R",0,"R",17,"R",2,"R",12,"R",3,"R",18,"Z",0,"R",17,"R",0,"Z",0,"R",3,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101143,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",317,"R",0,"R",317,"R",58,"R",18,"R",95,"R",30,"R",0,"R",317,"R",17,"R",6,"R",112,"R",35
101161,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1441,"R",0,"R",1441,"R",266,"R",18,"R",362,"R",25,"R",0,"R",1441,"R",28,"R",27,"R",390,"R",27
101189,"R",373,"R",3,"R",370,"R",59,"R",16,"R",101,"R",27,"R",0,"R",370,"R",3,"R",2,"R",104,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101240,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",865,"R",0,"R",865,"R",165,"R",19,"R",234,"R",27,"R",0,"R",865,"R",55,"R",71,"R",289,"R",33
101277,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",4,"R",13,"R",22,"R",73,"Z",0,"R",30,"R",0,"Z",0,"R",22,"R",73
101286,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",659,"R",0,"R",659,"R",100,"R",15,"R",172,"R",26,"R",0,"R",659,"R",45,"R",0,"R",217,"R",33
101295,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",934,"R",0,"R",934,"R",303,"R",32,"R",416,"R",45,"R",0,"R",934,"R",24,"R",24,"R",440,"R",47
101301,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",279,"R",1,"R",278,"R",60,"R",22,"R",98,"R",35,"R",0,"R",278,"R",13,"R",12,"R",111,"R",40
101365,"R",2,"R",0,"R",2,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101435,"R",227,"R",0,"R",227,"R",74,"R",33,"R",95,"R",42,"Z",0,"R",227,"R",0,"Z",0,"R",95,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101453,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101462,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",74,"R",0,"R",74,"R",7,"R",9,"R",10,"R",14,"R",0,"R",74,"R",0,"R",1,"R",10,"R",14
101471,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",203,"R",0,"R",203,"R",16,"R",8,"R",44,"R",22,"R",0,"R",203,"R",0,"R",0,"R",44,"R",22
101480,"R",1169,"R",0,"R",1169,"R",252,"R",22,"R",532,"R",46,"R",0,"R",1169,"R",39,"R",29,"R",571,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101505,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1029,"R",0,"R",1029,"R",83,"R",8,"R",220,"R",21,"R",0,"R",1029,"R",53,"R",135,"R",273,"R",27
101514,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1182,"R",0,"R",1182,"R",219,"R",19,"R",379,"R",32,"R",0,"R",1182,"R",92,"R",56,"R",471,"R",40
101569,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",678,"R",2,"R",676,"R",95,"R",14,"R",167,"R",25,"R",0,"R",676,"R",27,"R",35,"R",194,"R",29
101587,"R",310,"R",0,"R",310,"R",100,"R",32,"R",130,"R",42,"Z",0,"R",310,"R",22,"R",1,"R",152,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101602,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",431,"R",0,"R",431,"R",108,"R",25,"R",178,"R",41,"R",0,"R",431,"R",79,"Z",0,"R",257,"R",60
101648,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",230,"R",0,"R",230,"R",77,"R",33,"R",80,"R",35,"Z",0,"R",230,"R",0,"Z",0,"R",80,"R",35
101675,"R",485,"R",0,"R",485,"R",69,"R",14,"R",114,"R",24,"R",0,"R",485,"R",9,"R",4,"R",123,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101693,"R",273,"R",2,"R",271,"R",88,"R",32,"R",131,"R",48,"R",1,"R",270,"R",3,"R",7,"R",134,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101709,"R",530,"R",0,"R",530,"R",185,"R",35,"R",287,"R",54,"Z",0,"R",530,"R",6,"R",1,"R",293,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101736,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",639,"R",0,"R",639,"R",93,"R",15,"R",166,"R",26,"R",0,"R",639,"R",43,"R",43,"R",209,"R",33
101879,"R",931,"R",0,"R",931,"R",247,"R",27,"R",465,"R",50,"R",0,"R",931,"R",28,"R",14,"R",493,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101897,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",474,"R",0,"R",474,"R",171,"R",36,"R",239,"R",50,"R",0,"R",474,"R",26,"R",12,"R",265,"R",56
101912,"R",367,"R",0,"R",367,"R",100,"R",27,"R",183,"R",50,"Z",0,"R",367,"R",4,"R",3,"R",187,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101994,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",15,"R",19,"R",21,"R",27,"R",0,"R",78,"R",3,"R",0,"R",24,"R",31
102030,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",624,"R",0,"R",624,"R",133,"R",21,"R",172,"R",28,"R",0,"R",624,"R",9,"R",6,"R",181,"R",29
102049,"R",728,"R",0,"R",728,"R",481,"R",66,"R",562,"R",77,"R",0,"R",728,"R",11,"R",0,"R",573,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102067,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",757,"R",0,"R",757,"R",120,"R",16,"R",208,"R",27,"R",0,"R",757,"R",36,"R",46,"R",244,"R",32
102076,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",449,"R",0,"R",449,"R",122,"R",27,"R",208,"R",46,"Z",0,"R",449,"R",11,"R",13,"R",219,"R",49
102094,"R",2030,"R",0,"R",2030,"R",537,"R",26,"R",908,"R",45,"R",0,"R",2030,"R",49,"R",28,"R",957,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102234,"R",362,"R",0,"R",362,"R",165,"R",46,"R",206,"R",57,"R",0,"R",362,"R",5,"R",1,"R",211,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102270,"R",265,"R",0,"R",265,"R",26,"R",10,"R",56,"R",21,"Z",0,"R",265,"R",0,"R",0,"R",56,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102298,"R",225,"R",0,"R",225,"R",26,"R",12,"R",58,"R",26,"R",0,"R",225,"R",2,"Z",0,"R",60,"R",27,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102313,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",265,"R",0,"R",265,"R",24,"R",9,"R",61,"R",23,"R",0,"R",265,"R",18,"R",11,"R",79,"R",30
102368,"R",1457,"R",3,"R",1454,"R",386,"R",27,"R",726,"R",50,"R",0,"R",1454,"R",32,"R",10,"R",758,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102377,"R",634,"R",0,"R",634,"R",177,"R",28,"R",329,"R",52,"Z",0,"R",634,"R",2,"R",4,"R",331,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102429,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",606,"R",3,"R",603,"R",137,"R",23,"R",222,"R",37,"R",0,"R",603,"R",19,"R",29,"R",241,"R",40
102553,"R",998,"R",0,"R",998,"R",127,"R",13,"R",314,"R",31,"R",0,"R",998,"R",43,"R",30,"R",357,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102614,"R",484,"R",0,"R",484,"R",105,"R",22,"R",208,"R",43,"R",0,"R",484,"R",19,"R",8,"R",227,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102632,"R",84,"R",0,"R",84,"R",6,"R",7,"R",12,"R",14,"R",0,"R",84,"R",3,"R",5,"R",15,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102669,"R",18,"R",0,"R",18,"R",9,"R",50,"R",10,"R",56,"Z",0,"R",18,"R",0,"Z",0,"R",10,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102711,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",135,"R",0,"R",135,"R",123,"R",91,"R",128,"R",95,"Z",0,"R",135,"R",0,"Z",0,"R",128,"R",95
103501,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",311,"R",0,"R",311,"R",230,"R",74,"R",230,"R",74,"R",0,"R",311,"R",0,"R",0,"R",230,"R",74
103741,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",0,"R",0,"R",34,"R",61,"R",0,"R",56,"R",0,"R",0,"R",34,"R",61
103893,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",308,"R",0,"R",308,"R",161,"R",52,"R",197,"R",64,"R",0,"R",308,"R",10,"R",7,"R",207,"R",67
103909,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",199,"R",0,"R",199,"R",78,"R",39,"R",112,"R",56,"R",0,"R",199,"R",11,"R",5,"R",123,"R",62
103927,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",158,"R",1,"R",157,"R",92,"R",59,"R",108,"R",69,"R",0,"R",157,"R",7,"R",4,"R",115,"R",73
103954,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",7,"R",54,"R",7,"R",54,"R",0,"R",13,"R",0,"R",0,"R",7,"R",54
103963,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",537,"R",0,"R",537,"R",221,"R",41,"R",261,"R",49,"R",0,"R",537,"R",4,"R",0,"R",265,"R",49
104090,"R",35,"R",0,"R",35,"R",9,"R",26,"R",9,"R",26,"Z",0,"R",35,"R",1,"R",0,"R",10,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104151,"R",10673,"R",75,"R",10598,"R",5401,"R",51,"R",6996,"R",66,"R",0,"R",10598,"R",170,"R",63,"R",7166,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104160,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",762,"R",0,"R",762,"R",86,"R",11,"R",178,"R",23,"R",0,"R",762,"R",15,"R",87,"R",193,"R",25
104179,"R",6974,"R",16,"R",6958,"R",3412,"R",49,"R",4515,"R",65,"R",0,"R",6958,"R",94,"R",39,"R",4609,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104346,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",597,"R",0,"R",597,"R",57,"R",10,"R",116,"R",19,"R",0,"R",597,"R",11,"R",39,"R",127,"R",21
104391,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",5,"R",14,"R",20,"R",56,"R",1,"R",35,"R",1,"R",0,"R",21,"R",60
104425,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",519,"R",0,"R",519,"R",155,"R",30,"R",158,"R",30,"R",0,"R",519,"R",32,"R",36,"R",190,"R",37
104443,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",1,"R",4,"R",13,"R",52,"Z",0,"R",25,"R",0,"Z",0,"R",13,"R",52
104568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",150,"R",0,"R",150,"R",87,"R",58,"R",95,"R",63,"R",0,"R",150,"R",0,"R",0,"R",95,"R",63
104577,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",496,"R",0,"R",496,"R",177,"R",36,"R",208,"R",42,"R",0,"R",496,"R",10,"R",11,"R",218,"R",44
104586,"R",503,"R",1,"R",502,"R",190,"R",38,"R",297,"R",59,"R",0,"R",502,"R",6,"R",2,"R",303,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104708,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1533,"R",0,"R",1533,"R",91,"R",6,"R",219,"R",14,"R",0,"R",1533,"R",76,"R",131,"R",295,"R",19
104717,"R",2026,"R",1,"R",2025,"R",791,"R",39,"R",943,"R",47,"R",0,"R",2025,"R",38,"R",17,"R",981,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105145,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",295,"R",0,"R",295,"R",71,"R",24,"R",84,"R",28,"R",0,"R",295,"R",9,"R",5,"R",93,"R",32
105154,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1471,"R",0,"R",1471,"R",115,"R",8,"R",216,"R",15,"R",0,"R",1471,"R",64,"R",139,"R",280,"R",19
105206,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",126,"R",0,"R",126,"R",24,"R",19,"R",29,"R",23,"R",0,"R",126,"R",2,"R",12,"R",31,"R",25
105215,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",449,"R",2,"R",447,"R",196,"R",44,"R",329,"R",74,"R",0,"R",447,"R",7,"R",0,"R",336,"R",75
105330,"R",4383,"R",3,"R",4380,"R",1855,"R",42,"R",2491,"R",57,"R",1,"R",4379,"R",56,"R",21,"R",2547,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105349,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",5,"R",16,"R",7,"R",22,"R",0,"R",32,"R",2,"R",0,"R",9,"R",28
105428,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",648,"R",0,"R",648,"R",43,"R",7,"R",87,"R",13,"R",0,"R",648,"R",24,"R",38,"R",111,"R",17
105525,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1468,"R",0,"R",1468,"R",103,"R",7,"R",254,"R",17,"R",1,"R",1467,"R",75,"R",205,"R",329,"R",22
105543,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",282,"R",0,"R",282,"R",59,"R",21,"R",187,"R",66,"R",0,"R",282,"R",10,"R",4,"R",197,"R",70
105589,"R",41,"R",0,"R",41,"R",13,"R",32,"R",20,"R",49,"R",0,"R",41,"R",0,"R",0,"R",20,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105659,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",860,"R",1,"R",859,"R",482,"R",56,"R",573,"R",67,"R",0,"R",859,"R",17,"R",5,"R",590,"R",69
105668,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",94,"R",0,"R",94,"R",4,"R",4,"R",8,"R",9,"R",0,"R",94,"R",3,"R",5,"R",11,"R",12
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",11,"R",100,"R",11,"R",100,"Z",0,"R",11,"R",0,"Z",0,"R",11,"R",100
105747,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",462,"R",0,"R",462,"R",37,"R",8,"R",80,"R",17,"R",0,"R",462,"R",20,"R",32,"R",100,"R",22
105792,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",386,"R",0,"R",386,"R",37,"R",10,"R",63,"R",16,"R",0,"R",386,"R",16,"R",23,"R",79,"R",20
105899,"R",154,"R",1,"R",153,"R",58,"R",38,"R",67,"R",44,"R",0,"R",153,"R",1,"R",0,"R",68,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106041,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",918,"R",3,"R",915,"R",204,"R",22,"R",527,"R",58,"R",0,"R",915,"R",34,"R",1,"R",561,"R",61
106148,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",508,"R",0,"R",508,"R",128,"R",25,"R",167,"R",33,"R",0,"R",508,"R",22,"R",32,"R",189,"R",37
106245,"R",691,"R",0,"R",691,"R",177,"R",26,"R",273,"R",40,"R",0,"R",691,"R",27,"R",19,"R",300,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106306,"R",26,"R",0,"R",26,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",26,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106315,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",0,"R",0,"R",2,"R",100,"Z",0,"R",2,"R",0,"Z",0,"R",2,"R",100
106324,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",8,"R",29,"R",19,"R",68,"Z",0,"R",28,"R",0,"Z",0,"R",19,"R",68
106342,"R",254,"R",0,"R",254,"R",93,"R",37,"R",108,"R",43,"R",0,"R",254,"R",1,"R",0,"R",109,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106351,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",1,"R",33,"R",1,"R",33,"R",1,"R",2,"R",0,"R",0,"R",1,"R",50
106360,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",1,"R",3,"R",14,"R",47,"R",0,"R",30,"R",0,"R",0,"R",14,"R",47
106397,"R",4518,"R",7,"R",4511,"R",2275,"R",50,"R",3090,"R",68,"R",0,"R",4511,"R",72,"R",30,"R",3162,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106412,"R",484,"R",1,"R",483,"R",115,"R",24,"R",187,"R",39,"R",0,"R",483,"R",16,"R",3,"R",203,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106449,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",661,"R",1,"R",660,"R",189,"R",29,"R",259,"R",39,"R",0,"R",660,"R",27,"R",22,"R",286,"R",43
106458,"R",1646,"R",2,"R",1644,"R",609,"R",37,"R",842,"R",51,"R",4,"R",1640,"R",39,"R",21,"R",881,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106467,"R",1621,"R",2,"R",1619,"R",437,"R",27,"R",665,"R",41,"R",0,"R",1619,"R",30,"R",11,"R",695,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106485,"R",414,"R",0,"R",414,"R",69,"R",17,"R",109,"R",26,"R",0,"R",414,"R",7,"R",4,"R",116,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106494,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",1,"R",4,"R",5,"R",21,"R",0,"R",24,"R",0,"R",0,"R",5,"R",21
106546,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",1,"R",33,"R",1,"R",33,"Z",0,"R",3,"R",0,"Z",0,"R",1,"R",33
106625,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",313,"R",0,"R",313,"R",80,"R",26,"R",98,"R",31,"Z",0,"R",313,"R",1,"R",16,"R",99,"R",32
106704,"R",2154,"R",0,"R",2154,"R",661,"R",31,"R",977,"R",45,"R",0,"R",2154,"R",37,"R",27,"R",1014,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
